,,"8 antenna ports or 8/12/16/20/24/28/32 antenna ports with codebookConfig = {1,2,3,4}, RI > 4",7,7,NA,NA
,,4 antenna ports RI=1,8,8,NA,NA
,,4 antenna port 1<RI4,11,11,NA,NA
,,"8/12/16/20/24/28/32 antenna ports with codebookConfig=1, RI = 1",6,6,NA,NA
,,"8/12/16/20/24/28/32 antenna ports with codebookConfig=1, RI = 2",9,9,NA,NA
,,"8/12/16/20/24/28/32 antenna ports with codebookConfig=1, 2<RI<5",8,8,NA,NA
,,"4/8 antenna ports with advancedCodebookEnabled =True or 8/12/16/20/24/28/32 antenna ports with advancedCodebookEnabled =True and eMIMO-Type is set to 'CLASS A', RI = 1",10,NA,NA,NA
,,"4/8 antenna ports with advancedCodebookEnabled =True or 8/12/16/20/24/28/32 antenna ports with advancedCodebookEnabled =True and eMIMO-Type is set to 'CLASS A', RI = 2",11,NA,NA,NA
2c,Wideband CQI / first PMI / second PMI,8 antenna ports RI = 1,8,NA,NA,NA
,,8 antenna ports 1 < RI  4,11,NA,NA,NA
,,8 antenna ports 4 < RI  7,9,NA,NA,NA
,,8 antenna ports RI = 8,7,NA,NA,NA
,,4 antenna ports RI=1,8,NA,NA,NA
,,4 antenna port 1<RI4,11,NA,NA,NA
3,RI,"2/4 antenna ports, 2-layer spatial multiplexing",1,1,1,1
,,"8 antenna ports, 2-layer spatial multiplexing",1,NA,NA112,NA112
,,"4 antenna ports, 4-layer spatial multiplexing",2,2,2,2
,,"8 antenna ports, 4-layer spatial multiplexing",2,NA,NA122,NA122
,,8-layer spatial multiplexing,3,NA,NA132,NA132
,,"12/16/20/24/28/32 antenna ports, 2-layer spatial multiplexing",1,NA,NA,NA
,,"12/16/20/24/28/32 antenna ports, 4-layer spatial multiplexing",2,NA,NA,NA
,,"12/16/20/24/28/32 antenna ports, 8-layer spatial multiplexing",3,NA,NA,NA
4,Wideband CQI,"RI = 1 or RI>1, without PMI/RI reporting",NA,NA,4,4
,,RI = 1 without PMI reporting,NA,NA,4,4
,,RI>1 without PMI reporting,NA,NA,7,7
5,RI/ first PMI,"8 antenna ports, 2-layer spatial multiplexing",4,NA,NA,NA
,,"8 antenna ports, 4 and 8-layer spatial multiplexing",5,,,
,,"4 antenna ports, 2-layer spatial multiplexing",4,,,
,,"4 antenna ports, 4-layer spatial multiplexing",5,,,
,,"8/12/16/20/24/28/32 antenna ports, eMIMO-Type and eMIMO-Type2 configured by higher layers, eMIMO-Type is set to 'CLASS A', eMIMO-Type2 is set to 'CLASS B', and maximum 4 or 8 layers are supported by the UE",Note9,Note9,Note9,Note9
6,RI/PTI,"8 antenna ports, 2-layer spatial multiplexing",NA,2,NA,NA
,,"8 antenna ports, 4-layer spatial multiplexing",NA,3,NA,NA
,,"8 antenna ports, 8-layer spatial multiplexing",NA,4,NA,NA
,,"4 antenna ports, 2-layer spatial multiplexing",NA,2,NA,NA
,,"4 antenna ports, 4-layer spatial multiplexing",NA,3,NA,NA
,,"12/16/20/24/28/32 antenna ports, 2-layer spatial multiplexing",NA,2,NA,NA
,,"12/16/20/24/28/32 antenna ports, 4-layer spatial multiplexing",NA,3,NA,NA
,,"12/16/20/24/28/32 antenna ports, 8-layer spatial multiplexing",NA,4,NA,NA
7,CRI/RI,2-layer spatial multiplexing,k+1,k+1,k+1,k+1
,,4-layer spatial multiplexing,k+2,k+2,k+2,k+2
,,8-layer spatial multiplexing,k+3,k+3,k+3,k+3
8,CRI/RI/first PMI,2-layer spatial multiplexing,k+4,NA,NA,NA
,,4 and 8-layer spatial multiplexing,k+5,NA,NA,NA
9,CRI/RI/PTI,2-layer spatial multiplexing,NA,k+2,NA,NA
,,4-layer spatial multiplexing,NA,k+3,NA,NA
,,8-layer spatial multiplexing,NA,k+4,NA,NA
10,CRI,Without PMI/RI reporting,NA,NA,k,k
11,RI/RPI,2-layer spatial multiplexing,3,NA,NA,NA
,,4-layer spatial multiplexing,4,NA,NA,NA
,,8-layer spatial multiplexing,5,NA,NA,NA
"NOTE *:For wideband CQI reporting types, the stated payload size applies to the full bandwidth.NOTE 1:Without PMI/RI reportingNOTE 2:Without PMI reporting and without csi-RS-NZP-mode,  where is the number of configured CSI-RS resources or without PMI reporting and with higher layer parameter csi-RS-NZP-mode set to 'multiShot' and activatedResources>1,  where N is the number of activated CSI-RS resources.NOTE 3:Sum of Wideband first PMI i1,1 bit width and Wideband first PMI i1,2 bit width in Table 5.2.3.3.2-3B-1 of [4] with PTI=0NOTE 4:Sum of Wideband first PMI i1,1 bit width and Wideband first PMI i1,2 bit width in Table 5.2.3.3.2-3B-2 of [4] with PTI=0NOTE 5:Not configured with parameter eMIMO-Type by higher-layersNOTE 6:Configured with parameter eMIMO-Type by higher-layers Note 7:Sum of Wideband first PMI i1,1 bit width, Wideband first PMI i1,2 bit width, Wideband first PMI i1,3 bit width in Table 5.2.3.3.1-4C of [4]NOTE 8:Sum of Wideband first PMI i1,1 bit width and Wideband first PMI i1,2 bit width in Table 5.2.3.3.1-4D of [4] with Max 1 or 2 layers.NOTE 9:Sum of Wideband first PMI i1,1 bit width, Wideband first PMI i1,2 bit width and RI bit width in Table 5.2.3.3.1-4D of [4] with Max 4 or 8 layers.",,,,,,
