Change history,,,,,,,
Date,TSG #,TSG Doc.,CR,Rev,Cat,Subject/Comment,New version
,RP-43,RP-090131,0060,3,,Handover to EUTRA delta configuration,8.5.0
,RP-43,RP-090131,0063,-,,Delivery of Message Identifier and Serial Number to upper layers for ETWS,8.5.0
,RP-43,RP-090131,0066,-,,Clarification on the maximum size of cell lists,8.5.0
,RP-43,RP-090131,0067,-,,Missing RRC messages in 'Protection of RRC messages',8.5.0
,RP-43,RP-090131,0069,1,,Clarification on NAS Security Container,8.5.0
,RP-43,RP-090131,0071,-,,Extension of range of CQI/PMI configuration index,8.5.0
,RP-43,RP-090131,0072,1,,Access barring alleviation in RRC connection establishment,8.5.0
,RP-43,RP-090367,0077,6,,Corrections to feature group support indicators,8.5.0
,RP-43,RP-090131,0078,-,,CR from email discussion to capture DRX and TTT handling,8.5.0
,RP-43,RP-090131,0079,1,,Need Code handling on BCCH messages,8.5.0
,RP-43,RP-090131,0080,-,,Unification of T300 and T301 and removal of miscallaneous FFSs,8.5.0
,RP-43,RP-090131,0084,1,,Proposed CR modifying the code-point definitions of neighbourCellConfiguration,8.5.0
,RP-43,RP-090131,0087,2,,Remove Redundant Optionality in SIB8,8.5.0
,RP-43,RP-090131,0089,-,,Corrections to the generic error handling,8.5.0
,RP-43,RP-090131,0090,-,,Configurability of T301,8.5.0
,RP-43,RP-090131,0091,1,,Correction related to TTT,8.5.0
,RP-43,RP-090131,0095,-,,CR for 36.331 on SPS-config,8.5.0
,RP-43,RP-090131,0096,2,,CR for Deactivation of periodical measurement,8.5.0
,RP-43,RP-090131,0099,2,,SMC and reconfiguration,8.5.0
,RP-43,RP-090131,0101,-,,TDD handover,8.5.0
,RP-43,RP-090131,0102,-,,Corrections to system information acquisition,8.5.0
,RP-43,RP-090131,0106,-,,Some Corrections and Clarifications to 36.331,8.5.0
,RP-43,RP-090131,0109,-,,Clarification on the Maximum number of ROHC context sessions parameter,8.5.0
,RP-43,RP-090131,0110,-,,Transmission of rrm-Config at Inter-RAT Handover,8.5.0
,RP-43,RP-090131,0111,1,,Use of SameRefSignalsInNeighbor parameter,8.5.0
,RP-43,RP-090131,0112,-,,Default serving cell offset for measurement event A3,8.5.0
,RP-43,RP-090131,0114,-,,dl-EARFCN missing in HandoverPreparationInformation,8.5.0
,RP-43,RP-090131,0115,-,,Cleanup of references to 36.101,8.5.0
,RP-43,RP-090131,0117,-,,Correction to the value range of UE-Categories,8.5.0
,RP-43,RP-090131,0122,1,,Correction on RRC connection re-establishment,8.5.0
,RP-43,RP-090131,0124,-,,Performing Measurements to report CGI for CDMA2000,8.5.0
,RP-43,RP-090131,0125,-,,CDMA2000-SystemTimeInfo in VarMeasurementConfiguration,8.5.0
,RP-43,RP-090131,0126,-,,UE Capability Information for CDMA2000 1xRTT,8.5.0
,RP-43,RP-090131,0127,-,,CDMA2000 related editorial changes,8.5.0
,RP-43,RP-090131,0128,-,,Draft CR to 36.331 on State mismatch recovery at re-establishment,8.5.0
,RP-43,RP-090131,0129,1,,Draft CR to 36.331 on Renaming of AC barring related IEs,8.5.0
,RP-43,RP-090131,0130,2,,Draft CR to 36.331 on Inheriting of dedicated priorities at inter-RAT reselection,8.5.0
,RP-43,RP-090131,0135,-,,"Proposed CR to 36.331 Description alignment for paging parameter, nB",8.5.0
,RP-43,RP-090131,0139,2,,Miscellaneous corrections and clarifications resulting from ASN.1 review,8.5.0
,RP-43,RP-090131,0141,1,,Correction regarding Redirection Information fo GERAN,8.5.0
,RP-43,RP-090131,0142,-,,Further ASN.1 review related issues,8.5.0
,RP-43,RP-090131,0143,-,,Periodic measurements,8.5.0
,RP-43,RP-090131,0144,1,,"Further analysis on code point ""OFF"" for ri-ConfigIndex",8.5.0
,RP-43,RP-090131,0145,1,,Adding and deleting same measurement or configuration in one message,8.5.0
,RP-43,RP-090131,0147,-,,Corrections to IE dataCodingScheme in SIB11,8.5.0
,RP-43,RP-090131,0148,-,,Clarification on Mobility from E-UTRA,8.5.0
,RP-43,RP-090131,0149,-,,"36.331 CR related to ""not applicable""",8.5.0
,RP-43,RP-090131,0150,1,,UE radio capability transfer,8.5.0
,RP-43,RP-090131,0151,-,,CR to 36.331 on value of CDMA band classes,8.5.0
,RP-43,RP-090131,0152,-,,Corrections to DRB modification,8.5.0
,RP-43,RP-090131,0153,-,,Correction to presence condition for pdcp-config,8.5.0
,RP-43,RP-090131,0155,-,,TDD HARQ-ACK feedback mode,8.5.0
,RP-43,RP-090275,0157,-,,Corrections regarding use of carrierFreq for CDMA (SIB8) and GERAN (measObject),8.5.0
,RP-43,RP-090321,0156,1,,Sending of GERAN SI/PSI information at Inter-RAT Handover,8.5.0
,RP-43,RP-090339,0158,-,,Clarification of CSG support,8.5.0
06/2009,RP-44,RP-090516,0159,-,,Octet alignment of VarShortMAC-Input,8.6.0
,RP-44,RP-090516,0160,3,,Minor corrections to the feature grouping,8.6.0
,RP-44,RP-090516,0161,-,,Security clarification,8.6.0
,RP-44,RP-090516,0162,1,,Sending of GERAN SI/PSI information at Inter-RAT Handover,8.6.0
,RP-44,RP-090516,0163,1,,Correction of UE measurement model,8.6.0
,RP-44,RP-090516,0164,-,,Restricting the reconfiguration of UM RLC SN field size,8.6.0
,RP-44,RP-090516,0165,1,,36.331 CR on Clarification on cell change order from GERAN to E-UTRAN,8.6.0
,RP-44,RP-090516,0166,-,,36.331 CR - Handling of expired TAT and failed D-SR,8.6.0
,RP-44,RP-090516,0167,1,,Proposed CR to 36.331 Clarification on mandatory information in AS-Config,8.6.0
,RP-44,RP-090516,0168,2,,Miscellaneous small corrections,8.6.0
,RP-44,RP-090516,0173,-,,Clarification on the basis of delta signalling,8.6.0
,RP-44,RP-090516,0177,-,,CR on Alignment of CCCH and DCCH handling of missing mandatory field,8.6.0
,RP-44,RP-090516,0180,2,,Handling of Measurement Context During HO Preparation,8.6.0
,RP-44,RP-090516,0181,-,,Clarification of key-eNodeB-Star in AdditionalReestabInfo,8.6.0
,RP-44,RP-090516,0182,1,,UE Capability Transfer,8.6.0
,RP-44,RP-090516,0186,1,,Clarification regarding mobility from E-UTRA in-between SMC and SRB2/DRB setup,8.6.0
,RP-44,RP-090516,0188,1,,Correction and completion of specification conventions,8.6.0
,RP-44,RP-090516,0195,2,,RB combination in feature group indicator,8.6.0
,RP-44,RP-090516,0196,1,,CR for need code for fields in mobilityControlInfo,8.6.0
,RP-44,RP-090497,0197,-,,Alignment of pusch-HoppingOffset with 36.211,8.6.0
,RP-44,RP-090570,0198,-,,Explicit srb-Identity values for SRB1 and SRB2,8.6.0
,RP-44,RP-090516,0199,-,,Removing use of defaultValue for mac-MainConfig,8.6.0
09/2009,RP-45,RP-090906,0200,-,,Proposed update of the feature grouping,8.7.0
,RP-45,RP-090906,0201,-,,Clarification on measurement object configuration for serving frequency,8.7.0
,RP-45,RP-090906,0202,-,,Correction regarding SRVCC,8.7.0
,RP-45,RP-090906,0203,-,,Indication of DRB Release during HO,8.7.0
,RP-45,RP-090906,0204,1,,Correction regarding application of dedicated resource configuration upon handover,8.7.0
,RP-45,RP-090906,0205,-,,REL-9 protocol extensions in RRC,8.7.0
,RP-45,RP-090906,0206,-,,In-order delivery of NAS PDUs at RRC connection reconfiguration,8.7.0
,RP-45,RP-090906,0207,-,,Correction on Threshold of Measurement Event,8.7.0
,RP-45,RP-090906,0210,-,,Clarification on dedicated resource of RA procedure,8.7.0
,RP-45,RP-090906,0213,1,,Cell barring when MasterInformationBlock or SystemInformationBlock1 is missing,8.7.0
,RP-45,RP-090915,0218,-,,Security threat with duplicate detection for ETWS,8.7.0
,RP-45,RP-090906,0224,-,,Clarification on supported handover types in feature grouping,8.7.0
,RP-45,RP-090906,0250,1,,Handling of unsupported / non-comprehended frequency band and emission requirement,8.7.0
,RP-45,RP-090906,0251,-,,RB combinations in feature group indicator 20,8.7.0
09/2009,RP-45,RP-090934,0220,1,,Introduction of Per-QCI radio link failure timers (option 1),9.0.0
,RP-45,RP-090926,0222,-,,Null integrity protection algorithm,9.0.0
,RP-45,RP-090926,0223,-,,Emergency Support Indicator in BCCH,9.0.0
,RP-45,RP-090934,0230,2,,CR to 36.331 for Enhanced CSFB to 1xRTT with concurrent PS handover,9.0.0
,RP-45,RP-090934,0243,-,,REL-9 on Miscellaneous editorial corrections,9.0.0
,RP-45,RP-090934,0247,-,,Periodic CQI/PMI/RI masking,9.0.0
,RP-45,RP-090933,0252,-,,Introduction of CMAS,9.0.0
12/2009,RP-46,RP-091346,0253,1,,(Rel-9)-clarification on the description of redirectedCarrierInfo,9.1.0
,RP-46,RP-091346,0254,1,,Adding references to RRC processing delay for inter-RAT mobiltiy messages,9.1.0
,RP-46,RP-091314,0256,-,,Alignment of srs-Bandwidth with 36.211,9.1.0
,RP-46,RP-091341,0257,5,,Baseline CR capturing eMBMS agreements,9.1.0
,RP-46,RP-091343,0258,3,,Capturing agreements on inbound mobility,9.1.0
,RP-46,RP-091314,0260,-,,Clarification of preRegistrationZoneID/secondaryPreRegistrationZoneID,9.1.0
,RP-46,RP-091346,0261,-,,Clarification on NCC for IRAT HO,9.1.0
,RP-46,RP-091314,0263,-,,Clarification on P-max,9.1.0
,RP-46,RP-091314,0265,1,,Clarification on the definition of maxCellMeas,9.1.0
,RP-46,RP-091346,0266,-,,Correction of q-RxLevMin reference in SIB7,9.1.0
,RP-46,RP-091346,0267,-,,Correction on SPS-Config field descriptions,9.1.0
,RP-46,RP-091346,0268,1,,correction on the definition of CellsTriggeredList,9.1.0
,RP-46,RP-091345,0269,-,,Correction relating to CMAS UE capability,9.1.0
,RP-46,RP-091314,0271,1,,Feature grouping bit for SRVCC handover,9.1.0
,RP-46,RP-091314,0272,1,,Correction and completion of extension guidelines,9.1.0
,RP-46,RP-091344,0273,-,,RACH optimization Stage-3,9.1.0
,RP-46,RP-091345,0274,-,,Stage 3 correction for CMAS,9.1.0
,RP-46,RP-091346,0276,1,,SR prohibit mechanism for UL SPS,9.1.0
,RP-46,RP-091346,0277,-,,Parameters used for enhanced 1xRTT CS fallback,9.1.0
,RP-46,RP-091346,0281,-,,Correction on UTRAN UE Capability transfer,9.1.0
,RP-46,RP-091346,0285,-,,Maximum number of CDMA2000 neighbors in SIB8,9.1.0
,RP-46,RP-091340,0288,1,,Introduction of UE Rx-Tx Time Difference measurement,9.1.0
,RP-46,RP-091346,0297,-,,Introduction of SR prohibit timer,9.1.0
,RP-46,RP-091346,0298,-,,Remove FFSs from RAN2 specifications,9.1.0
,RP-46,RP-091343,0301,1,,Renaming Allowed CSG List (36.331 Rel-9),9.1.0
,RP-46,RP-091346,0305,-,,Re-introduction of message segment discard time,9.1.0
,RP-46,RP-091346,0306,1,,Application of ASN.1 extension guidelines,9.1.0
,RP-46,RP-091346,0309,1,,Support for Dual Radio 1xCSFB,9.1.0
,RP-46,RP-091346,0311,-,,Shorter SR periodicity,9.1.0
,RP-46,RP-091342,0316,-,,CR to 36.331 for Introduction of Dual Layer Transmission,9.1.0
,RP-46,RP-091343,0318,1,,Draft CR to 36.331 on Network ordered SI reporting,9.1.0
,RP-46,RP-091346,0322,-,,UE e1xcsfb capabilities correction,9.1.0
,RP-46,RP-091331,0327,1,,Clarification on coding of ETWS related IEs,9.1.0
03/2010,RP-47,RP-100285,0331,-,,Clarification of CGI reporting,9.2.0
,RP-47,RP-100305,0332,-,,Clarification on MCCH change notification,9.2.0
,RP-47,RP-100308,0333,-,,Clarification on measurement for serving cell only,9.2.0
,RP-47,RP-100306,0334,-,,Clarification on proximity indication configuraiton in handover to E-UTRA,9.2.0
,RP-47,RP-100308,0335,-,,Clarification on radio resource configuration in handover to E-UTRA procedure,9.2.0
,RP-47,RP-100308,0336,-,,Clarification on UE maximum transmission power,9.2.0
,RP-47,RP-100308,0337,-,,Correction to field descriptions of UE-EUTRA-Capability,9.2.0
,RP-47,RP-100305,0338,-,,Correction to MBMS scheduling terminology,9.2.0
,RP-47,RP-100308,0339,-,,Corrections to SIB8,9.2.0
,RP-47,RP-100306,0340,-,,CR 36.331 R9 for Unifying SI reading for ANR and inbound mobility,9.2.0
,RP-47,RP-100308,0341,1,,CR to 36.331 for 1xRTT pre-registration information in SIB8,9.2.0
,RP-47,RP-100305,0342,-,,CR to 36.331 on corrections for MBMS,9.2.0
,RP-47,RP-100306,0343,1,,CR to 36.331 on CSG identity reporting,9.2.0
,RP-47,RP-100308,0344,2,,CR to 36.331 on Optionality of Rel-9 UE features,9.2.0
,RP-47,RP-100308,0345,1,,CR to 36.331 on Service Specific Acces Control (SSAC),9.2.0
,RP-47,RP-100308,0346,-,,Introduction of power-limited device indication in UE capability.,9.2.0
,RP-47,RP-100305,0347,-,,Missing agreement in MCCH change notification.,9.2.0
,RP-47,RP-100305,0348,1,,Corrections related to MCCH change notification and value ranges,9.2.0
,RP-47,RP-100306,0349,2,,Prohibit timer for proximity indication,9.2.0
,RP-47,RP-100306,0350,1,,Proximity Indication after handover and re-establishment,9.2.0
,RP-47,RP-100305,0351,-,,Specifying the exact mapping of notificationIndicator in SIB13 to PDCCH bits,9.2.0
,RP-47,RP-100308,0352,-,,Corrections out of ASN.1 review scope,9.2.0
,RP-47,RP-100308,0353,-,,CR on clarification of system information change,9.2.0
,RP-47,RP-100285,0358,-,,Measurement Result CDMA2000 Cell,9.2.0
,RP-47,RP-100304,0361,-,,Correction on the range of UE Rx-Tx time difference measurement result,9.2.0
,RP-47,RP-100305,0362,-,,Small clarifications regarding MBMS,9.2.0
,RP-47,RP-100308,0363,-,,Introduction of REL-9 indication within field accessStratumRelease,9.2.0
,RP-47,RP-100306,0364,-,,Extending mobility description to cover inbound mobility,9.2.0
,RP-47,RP-100308,0365,1,,Clarification regarding enhanced CSFB to 1XRTT,9.2.0
,RP-47,RP-100308,0368,-,,Handling of dedicated RLF timers,9.2.0
,RP-47,RP-100305,0370,1,,Clarification on UE's behavior of receiving MBMS service,9.2.0
,RP-47,RP-100305,0371,-,,MBMS Service ID and Session ID,9.2.0
,RP-47,RP-100305,0372,1,,Inclusion of non-MBSFN region length in SIB13,9.2.0
,RP-47,RP-100309,0374,1,,CR to 36.331 for e1xCSFB access class barring parameters in SIB8,9.2.0
,RP-47,RP-100308,0375,-,,Multiple 1xRTT/HRPD target cells in MobilityFromEUTRACommand,9.2.0
,RP-47,RP-100308,0376,-,,Independent support indicators for Dual-Rx CSFB and S102 in SIB8,9.2.0
,RP-47,RP-100285,0378,-,,Clarification on DRX StartOffset for TDD,9.2.0
,RP-47,RP-100308,0379,1,,Miscellaneous corrections from REL-9 ASN.1 review,9.2.0
,RP-47,RP-100308,0381,-,,Need codes and missing conventions,9.2.0
,RP-47,RP-100308,0383,1,,Introduction of Full Configuration Handover for handling earlier eNB releases,9.2.0
,RP-47,RP-100308,0385,-,,Clarification to SFN reference in RRC,9.2.0
,RP-47,RP-100308,0390,-,,RSRP and RSRQ based Thresholds,9.2.0
,RP-47,RP-100189,0392,3,,Redirection enhancements to GERAN,9.2.0
,RP-47,RP-100308,0398,-,,Cell reselection enhancements CR for 36.331,9.2.0
,RP-47,RP-100307,0401,3,,CR on UE-originated RLFreporting for MRO SON use case,9.2.0
,RP-47,RP-100309,0402,3,,CR to 36.331 on Redirection enhancements to UTRAN,9.2.0
,RP-47,RP-100306,0403,2,,Proximity status indication handling at mobility,9.2.0
,RP-47,RP-100305,0404,-,,Upper layer aspect of MBSFN area id,9.2.0
,RP-47,RP-100308,0405,-,,Redirection for enhanced 1xRTT CS fallback with concurrent PSHO,9.2.0
,RP-47,RP-100301,0406,-,,Avoiding interleaving transmission of CMAS notifications,9.2.0
,RP-47,RP-100308,0407,1,,Introduction of UE GERAN DTM capability indicator,9.2.0
,RP-47,RP-100381,0408,2,,Introducing provisions for late ASN.1 corrections,9.2.0
,RP-47,RP-100245,0411,-,,Correction/ alignment of REL-9 UE capability signalling,9.2.0
06/2010,RP-48,RP-100553,0412,-,,Clarification for mapping between warning message and CB-data,9.3.0
,RP-48,RP-100556,0413,-,,Clarification of radio link failure related actions,9.3.0
,RP-48,RP-100554,0414,-,,Clarification on UE actions upon leaving RRC_CONNECTED,9.3.0
,RP-48,RP-100553,0415,-,,Correction on CMAS system information,9.3.0
,RP-48,RP-100554,0416,1,,Corrections to MBMS,9.3.0
,RP-48,RP-100536,0418,-,,Decoding of unknown future extensions,9.3.0
,RP-48,RP-100556,0419,1,,Miscellaneous small corrections and clarifications,9.3.0
,RP-48,RP-100551,0420,-,,Prohibit timer for proximity indication,9.3.0
,RP-48,RP-100556,0421,-,,RLF report for MRO correction,9.3.0
,RP-48,RP-100546,0423,1,,Missing UTRA bands in IRAT-ParametersUTRA-FDD,9.3.0
,RP-48,RP-100556,0424,-,,Correction on handling of dedicated RLF timers,9.3.0
,RP-48,RP-100556,0431,1,,Protection of RRC messages,9.3.0
,RP-48,RP-100556,0433,-,,Handling missing Essential system information,9.3.0
,RP-48,RP-100551,0434,1,,Clarification on UMTS CSG detected cell reporting in LTE,9.3.0
,RP-48,RP-100556,0436,-,,Introducing provisions for late corrections,9.3.0
,RP-48,RP-100556,0437,-,,Clarification regarding / alignment of REL-9 UE capabilities,9.3.0
09/2010,RP-49,RP-100845,0440,-,,Correction to 3GPP2 reference for interworking with cdma2000 1x,9.4.0
,RP-49,RP-100851,0441,-,,Clarification on UL handover preparation transfer,9.4.0
,RP-49,RP-100851,0442,1,,Clarifications regarding fullConfiguration,9.4.0
,RP-49,RP-100851,0443,-,,Clarifications regarding handover to E-UTRAN,9.4.0
,RP-49,RP-100854,0444,-,,Correction on the table of conditionally mandatory Release 9 features,9.4.0
,RP-49,RP-100851,0445,-,,Corrections to TS36.331 on MeasConfig IE,9.4.0
,RP-49,RP-100853,0446,2,,CR to 36.331 on clarification for MBMS PTM RBs,9.4.0
,RP-49,RP-100851,0447,-,,Introduction of late corrections container for E-UTRA UE capabilities,9.4.0
,RP-49,RP-100851,0448,-,,Renaming of containers for late non-critical extensions,9.4.0
,RP-49,RP-100851,0452,-,,Clarifications Regarding Redirection from LTE,9.4.0
,RP-49,RP-100845,0456,-,,Description of multi-user MIMO functionality in feature group indicator table,9.4.0
,RP-49,RP-100845,0458,-,,Correct the PEMAX_H to PEMAX,9.4.0
,RP-49,RP-100851,0460,-,,Clarification for feature group indicator bit 11,9.4.0
,RP-49,RP-100851,0465,1,,Clarification of FGI setting for inter-RAT features not supported by the UE,9.4.0
,RP-49,RP-101008,0475,1,,FGI settings in Rel-9,9.4.0
12/2010,RP-50,RP-101197,0483,-,,Clarification on Meaning of FGI Bits,9.5.0
,RP-50,RP-101197,0485,-,,Clarification regarding reconfiguration of the quantityConfig,9.5.0
,RP-50,RP-101210,0486,1,,Corrections to the presence of IE regarding DRX and CQI,9.5.0
,RP-50,RP-101210,0493,-,,The field descriptions of MeasObjectEUTRA,9.5.0
,RP-50,RP-101197,0498,1,,Clarification of FGI settings non ANR periodical measurement reporting,9.5.0
,RP-50,RP-101209,0500,-,,Corrections to RLF Report,9.5.0
,RP-50,RP-101206,0519,1,,T321 timer fix,9.5.0
,RP-50,RP-101197,0524,-,,Restriction of AC barring parameter setting,9.5.0
,RP-50,RP-101210,0525,-,,Removal of SEQUENCE OF SEQUENCE in UEInformationResponse,9.5.0
,RP-50,RP-101197,0526,1,,Clarification regarding default configuration value N/A,9.5.0
,RP-50,RP-101431,0532,-,,Splitting FGI bit 3,9.5.0
,RP-50,RP-101183,0476,4,,36.331 CR on Introduction of Minimization of Drive Tests,10.0.0
,RP-50,RP-101293,0477,4,,AC-Barring for Mobile Originating CSFB call,10.0.0
,RP-50,RP-101214,0478,-,,Addition of UE-EUTRA-Capability descriptions,10.0.0
,RP-50,RP-101214,0481,-,,Clarification on Default Configuration for CQI-ReportConfig,10.0.0
,RP-50,RP-101215,0487,-,,CR to 36.331 adding e1xCSFB support for dual Rx/Tx UE,10.0.0
,RP-50,RP-101227,0488,1,,Introduction of Carrier Aggregation and UL/ DL MIMO,10.0.0
,RP-50,RP-101228,0489,1,,Introduction of relays in RRC,10.0.0
,RP-50,RP-101214,0490,1,,Priority indication for CSFB with re-direction,10.0.0
,RP-50,RP-101214,0491,-,,SIB Size Limitations,10.0.0
,RP-50,RP-101214,0513,-,,Combined Quantity Report for IRAT measurement of UTRAN,10.0.0
,RP-50,RP-101214,0527,1,,UE power saving and Local release,10.0.0
,RP-50,RP-101429,0530,1,,Inclusion of new UE categories in Rel-10,10.0.0
03/2011,RP-51,RP-110282,0533,-,,36331_CRxxx_Protection of Logged Measurements Configuration,10.1.0
,RP-51,RP-110294,0534,1,,Stage-3 CR for MBMS enhancement,10.1.0
,RP-51,RP-110282,0535,-,,Clean up MDT-related text,10.1.0
,RP-51,RP-110282,0536,-,,Clear MDT configuration and logs when the UE is not registered,10.1.0
,RP-51,RP-110280,0537,-,,Correction to the field description of nB,10.1.0
,RP-51,RP-110289,0538,-,,CR on impact on UP with remove&add approach_2,10.1.0
,RP-51,RP-110282,0539,-,,CR to 36.331 on corrections for MDT,10.1.0
,RP-51,RP-110290,0543,-,,Introduction of CA/MIMO capability signalling and measurement capability signalling in CA,10.1.0
,RP-51,RP-110282,0544,-,,MDT PDU related clarifications,10.1.0
,RP-51,RP-110282,0545,-,,Correction on release of logged measurement configuration while in another RAT,10.1.0
,RP-51,RP-110289,0546,-,,Miscellaneous Corrections for CA Running RRC CR,10.1.0
,RP-51,RP-110280,0547,1,,Miscellaneous small clarifications and corrections,10.1.0
,RP-51,RP-110293,0548,4,,Necessary changes for RLF reporting enhancements,10.1.0
,RP-51,RP-110282,0549,1,,Memory size for logged measurements capable UE,10.1.0
,RP-51,RP-110289,0550,-,,Parameters confusion of non-CA and CA configurations,10.1.0
,RP-51,RP-110272,0553,-,,Presence condition for cellSelectionInfo-v920 in SIB1,10.1.0
,RP-51,RP-110282,0554,1,,Removal of MDT configuration at T330 expiry,10.1.0
,RP-51,RP-110289,0556,1,,Signalling aspects of existing LTE-A parameters,10.1.0
,RP-51,RP-110280,0557,1,,Some Corrections on measurement,10.1.0
,RP-51,RP-110291,0558,-,,Stored system information for RNs,10.1.0
,RP-51,RP-110291,0559,-,,Support of Integrity Protection for Relay,10.1.0
,RP-51,RP-110290,0561,2,,Updates of L1 parameters for CA and UL/DL MIMO,10.1.0
,RP-51,RP-110291,0571,1,,Note for Dedicated SIB for RNs,10.1.0
,RP-51,RP-110272,0579,-,,Correction to cs-fallbackIndicator field description,10.1.0
,RP-51,RP-110289,0580,-,,Clarification to the default configuration of sCellDeactivationTimer,10.1.0
,RP-51,RP-110289,0581,-,,Miscellaneous corrections to TS 36.331 on Carrier Aggregation,10.1.0
,RP-51,RP-110280,0584,-,,Correction of configuration description in SIB2,10.1.0
,RP-51,RP-110265,0587,-,,Clarification of band indicator in handover from E-UTRAN to GERAN,10.1.0
,RP-51,RP-110285,0588,1,,36331_CRxxxx Support of Delay Tolerant access requests,10.1.0
