Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
dmrs-MultiTRP-SingleDCI-r18Indicates whether the UE supports Rel-18 DL DMRS with single DCI based M-TRP.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18 or pdsch-TypeB-DMRS-r18.,FS,No,N/A,N/A
"dynamicMulticastPCell-r17Indicates whether the UE supports dynamic scheduling for multicast for PCell comprised of the following functional components:-Supports group-common PDCCH/PDSCH for multicast with CRC scrambled by G-RNTI for PCell;-Supports CFR configuration for multicast;-Supports CORESET and common search space configuration for multicast;-Supports DCI format 4_1 with CRC scrambled with G-RNTI for multicast;-Supports inter-slot TDM between group-common PDSCH for multicast and other PDSCHs in different slots;-Supports {2, 4, 8} times semi-static slot-level repetition for group-common PDSCH for multicast;-Supports long DRX cycle for MBS multicast reception as specified in TS 38.321 [8].NOTE:One G-RNTI per UE is supported for multicast reception.",FS,No,N/A,N/A
dynamicSwitchingA-r18Indicates whether the UE supports dynamic switching between single-TRP and PDSCH SFN scheme A by TCI selection field in DCI formats 1_1 and 1_2.The UE supporting this feature shall also indicate support of tci-SelectionDCI-r18 and sfn-SchemeA-DynamicSwitching-r17.,FS,No,N/A,N/A
dynamicSwitchingB-r18Indicates whether the UE supports dynamic switching between single-TRP and PDSCH SFN scheme B by TCI selection field in DCI formats 1_1 and 1_2.The UE supporting this feature shall also indicate support of tci-SelectionDCI-r18 and sfn-SchemeB-DynamicSwitching-r17.,FS,No,N/A,N/A
"featureSetListPerDownlinkCCIndicates which features the UE supports on the individual DL carriers of the feature set (and hence of a band entry that refer to the feature set) by FeatureSetDownlinkPerCC-Id. The order of the elements in this list is not relevant, i.e., the network may configure any of the carriers in accordance with any of the FeatureSetDownlinkPerCC-Id in this list. A fallback per CC feature set resulting from the reported feature set per DL CC is not signalled but the UE shall support it.",FS,N/A,N/A,N/A
interCellCFRA-r19Indicates whether the UE supports PDCCH ordered sent by one TRP triggers RACH procedure towards a different TRP based on CFRA for inter-cell without CORESETPoolIndex.A UE supporting this feature shall also indicate support of twoTA-InterCellBM-r19.,FS,N/A,N/A,N/A
"intraBandFreqSeparationDL, intraBandFreqSeparationDL-v1620Indicates DL frequency separation class the UE supports, which indicates a maximum frequency separation between lower edge of lowest CC and upper edge of highest CC in a frequency band, for intra-band non-contiguous CA. The UE sets the same value in the FeatureSetDownlink of each band entry within a band. The values mhzX correspond to the values XMHz defined in TS 38.101-2 [3]. It is mandatory to report for UE which supports DL intra-band non-contiguous CA in FR2.If the UE sets the field intraBandFreqSeparationDL-v1620 it shall set intraBandFreqSeparationDL (without suffix) to the nearest smaller value.",FS,CY,N/A,FR2 only
"intraBandFreqSeparationDL-Only-r16Indicates whether the UE supports frequency separation class of DL only extension. If present, the field extends the maximum frequency separation between the lower edge of lowest CC and the upper edge of highest CC in a frequency band that the UE supports according to intraBandFreqSeparationDL.The frequency range extension is either above or below the frequency range indicated by intraBandFreqSeparationDL and extends it in contiguous manner with no frequency gap, and the network may configure contiguous or non-contiguous downlink serving cells in that extended range. The UE sets the same value in the FeatureSetDownlink of each band entry within a band. The values mhzX correspond to the values XMHz defined in TS 38.101-2 [3]. The sum of intraBandFreqSeparationDL and intraBandFreqSeparationDL-Only shall not exceed 2400 MHz. If the UE sets this field, the sum of intraBandFreqSeparationDL and intraBandFreqSeparationDL-Only shall be larger than 1400 MHz.A UE supporting this feature shall also support intraBandFreqSeparationDL.",FS,No,N/A,FR2 only
"intraFreqDAPS-r16Indicates whether UE supports intra-frequency DAPS handover, e.g. support of simultaneous DL reception of PDCCH and PDSCH from source and target cell. A UE indicating this capability shall also support intra-frequency synchronous DAPS handover, single UL transmission and cancelling UL transmission to the source cell for intra-frequency DAPS handover. The capability signalling comprises of the following parameters:-intraFreqAsyncDAPS-r16 indicates whether the UE supports asynchronous DAPS handover.-intraFreqDiffSCS-DAPS-r16 indicates whether the UE supports different SCSs in source PCell and intra-frequency target PCell in DAPS handover. The UE only includes this field if different SCSs can be supported in both UL and DL. If absent, the UE does not support either UL or DL SCS being different in DAPS handover.",FS,No,N/A,N/A
lpwus-FreqResourceOutsideBWP-r19Indicates whether the UE supports LP-WUS frequency resource outside active DL BWP for LP-WUS operation in CONNECTED mode.A UE supporting this feature shall also indicate support of lpwus-OOK-Connected-r19 or lpwus-OFDM-Connected-r19.,FS,No,N/A,N/A
"lpwus-OFDM-Connected-r19Indicates whether the UE supports LP-WUS operation in CONNECTED mode based on OFDM overlaid sequence(s), including-Support of LP-WUS frequency resource within active DL BWP. In case LP-WUS frequency resource is outside the active BWP, UE performs legacy C-DRX operation;-Support of all M values {1, 2, 4} for FR1;-Support of M values {1, 2} for 60 kHz SCS for FR2, M value 1 for 120 kHz SCS FR2.The capability signalling comprises of the following parameters:-supportedProc-r19 indicates the supported procedure(s). Value ‘both’ indicates the support of both Option 1-1 and Option 1-2;-minimumTimeGap-r19 indicates the minimum time gap between LP-WUS reception and UE to start PDCCH monitoring in CONNECTED mode;-maxNumCodepointsPerMO-r19 indicates the maximum number of codepoints to be checked by UE per MO.",FS,No,N/A,N/A
"lpwus-OOK-Connected-r19Indicates whether the UE supports LP-WUS operation in CONNECTED mode based on OOK signalling, including-Support of LP-WUS frequency resource within active DL BWP. In case LP-WUS frequency resource is outside the active BWP, UE performs legacy C-DRX operation;-Support of all M values {1, 2, 4} for FR1;-Support of M values {1, 2} for 60 kHz SCS for FR2, M value 1 for 120 kHz SCS FR2.The capability signalling comprises of the following parameters:-supportedProc-r19 indicates the supported procedure(s). Value ‘both’ indicates the support of both Option 1-1 and Option 1-2;-minimumTimeGap-r19 indicates the minimum time gap between LP-WUS reception and UE to start PDCCH monitoring in CONNECTED mode;-maxNumCodepointsPerMO-r19 indicates the maximum number of codepoints to be checked by UE per MO.",FS,No,N/A,N/A
mappingTypeA-1SymbolFL-DMRS-Addition2Symbol-r18Indicates whether the UE supports 1 symbol FL DMRS and 2 additional DMRS symbols for one port for scheduling of mapping type A.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18.,FS,No,N/A,N/A
"maxNumberDMRS-AcrossAllDL-DCI-r18Indicates the maximum number of configured DMRS types for PDSCH across all DL DCI formats per cell.A UE supporting this feature shall also indicate support of supportedDMRS-TypeDL and pdsch-DMRS-Type-r18.If a UE does not support this feature, the maximum number of configured DMRS types for PDSCH across all DL DCI formats per cell is defined as the total number of different DMRS types reported by supportedDMRS-TypeDL and/or pdsch-DMRS-Type-r18.",FS,No,N/A,N/A
"mTRP-PDCCH-Repetition-r17Indicates the support of intra-slot PDCCH repetition based on two linked SS sets associated with corresponding CORESETs.This feature also includes following parameters:-numBD-twoPDCCH-r17 indicates the number of BDs for the two PDCCH candidates.-maxNumOverlaps-r17 indicates the maximum number of overlaps when one of the linked PDCCH candidates uses the same set of CCEs as an individual (unlinked) PDCCH candidate per scheduled component carrier per slot.NOTE 1:UE supports PDCCH repetition for the following (basic) PDCCH monitoring capability: For type 1 CSS with dedicated RRC configuration, type 3 CSS, and UE-SS, the monitoring occasion is within the first 3 OFDM symbols of a slot.NOTE 2:For maxNumOverlaps-r17, each unique pair of overlaps is counted as one.NOTE 3:This feature does not include supporting two QCL-TypeD in time-domain overlapping CORESETs in FR2.",FS,No,N/A,N/A
"mTRP-PDCCH-Case2-1SpanGap-r17Indicates the support of PDCCH repetition for PDCCH monitoring of any occasions with span gap as defined in pdcch-MonitoringAnyOccasionsWithSpanGap for each SCS with the following parameters:-supportedMode-r17 indicates supported mode of PDCCH repetition.-limitX-PerCC-r17: limit (X) per CC.-limitX-AcrossCC-r17: limit (X) per across all CCs.The limit (X) is the total number of linked candidates of which the first candidate is received and the second one has not been received at any given span, where ""received"" and ""not been received"" is with respect to the end of the corresponding span of PDCCH candidate. It is indicated as a total count assuming count 1 for AL=1; 2 for AL=2; 4 for AL=4 or 8 or 16.The UE indicates limitX-PerCC-r17 and limitX-AcrossCC-r17 if supportedMode-r17 is set to inter-span or both. A candidate value ""nolimit"" does not imply BD limit can be exceeded.The UE indicating support of this feature shall also indicate support of pdcch-MonitoringAnyOccasionsWithSpanGap and mTRP-PDCCH-Repetition-r17.",FS,No,N/A,N/A
"mTRP-PDCCH-legacyMonitoring-r17, mTRP-PDCCH-legacyMonitoring-r18Indicates the support of PDCCH repetition with Rel-16 PDCCH monitoring capability as defined in pdcch-Monitoring-r16 for 15kHz and 30kHz SCS with the following parameters:-supportedMode-r17 indicates the supported mode of PDCCH repetition.-limitX-PerCC-r17 indicates the limit (X) per CC.-limitX-AcrossCC-r17 indicates the limit (X) per across all CCs within a band.The limit (X) is the total number of linked candidates of which the first candidate is received and the second one has not been received at any given span, where ""received"" and ""not been received"" is with respect to the end of the corresponding span of PDCCH candidate. It is indicated as a total count assuming count 1 for AL=1; 2 for AL=2; 4 for AL=4 or 8 or 16.The UE indicates limitX-PerCC-r17 and limitX-AcrossCC-r17 if supportedMode-r17 is set to inter-span or both. A candidate value ""nolimit"" does not imply BD limit can be exceeded.The UE indicating support of this feature shall also indicate support of pdcch-Monitoring-r16 and mTRP-PDCCH-Repetition-r17.The UE indicating support of mTRP-PDCCH-legacyMonitoring-r18 shall also indicate support of pdcch-MonitoringSpan2-2-r18.",FS,No,N/A,N/A
mTRP-PDCCH-multiDCI-multiTRP-r17Indicates the support of simultaneous configuration of PDCCH repetition and multi-DCI based multi-TRP. Two linked PDCCH candidates are not expected to be associated with different CORESETPoolIndex valuesThe UE indicating support of this feature shall also indicate support of multiDCI-MultiTRP-r16 and mTRP-PDCCH-Repetition-r17.,FS,No,N/A,N/A
offsetSRS-CB-PUSCH-Ant-Switch-fr1-r16Indicates whether UE requires minimum of 19 symbols offset between aperiodic SRS triggering and transmission for SRS for codebook based PUSCH and antenna switching.UE indicating support of this shall indicate support of supportedSRS-Resources. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.,FS,No,N/A,FR1 only
"offsetSRS-CB-PUSCH-PDCCH-MonitorAnyOccWithGap-fr1-r16Indicates whether UE requires minimum of 19 symbols offset between aperiodic SRS triggering and transmission for SRS for codebook based PUSCH and antenna switching for the case of PDCCH search space monitoring occasions in any symbol of the slot with minimum time separation of two OFDM symbols for 15 kHz, four OFDM symbols for 30 kHz, seven OFDM symbols for 60 kHz with NCP, and 14OFDM symbols for 120kHz between two consecutive transmissions of PDCCH scrambled with C-RNTI, MCS-C-RNTI, or CS-RNTI for Type 1-PDCCH common search space configured by dedicated RRC signalling, for a Type 3-PDCCH common search space, or for a UE-specific search space, with the capability of supporting at least 44, 36, 22, and 20 blind decodes in a slot for 15 kHz, 30 kHz, 60kHz, and 120 kHz subcarrier spacing values respectively.UE indicating support of this shall indicate support of pdcch-MonitoringAnyOccasions with value withDCI-Gap and supportedSRS-Resources. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.",FS,No,N/A,FR1 only
"offsetSRS-CB-PUSCH-PDCCH-MonitorAnyOccWithoutGap-fr1-r16Indicates whether UE requires minimum of 19 symbols offset between aperiodic SRS triggering and transmission for the case of PDCCH search space monitoring occasions in any symbol of the slot for Type 1-PDCCH common search space configured by dedicated RRC signalling, for a Type 3-PDCCH common search space, or for a UE-specific search space with the capability of supporting at least 44, 36, 22, and 20 blind decodes in a slot for 15 kHz, 30 kHz, 60kHz, and 120 kHz subcarrier spacing values respectively.UE indicating support of this shall indicate support of supportedSRS-Resources. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.",FS,No,N/A,FR1 only
"offsetSRS-CB-PUSCH-PDCCH-MonitorAnyOccWithSpanGap-fr1-r16Indicates whether UE requires minimum of 19 symbols offset between aperiodic SRS triggering and transmission for the case of PDCCH search space monitoring occasions in any symbol of the slot with minimum time separation between two consecutive transmissions of PDCCH with span up to two OFDM symbols for two OFDM symbols or span up to three OFDM symbols for four and seven OFDM symbols. Value set1 indicates the supported value set (X,Y) is (7,3), value set2 indicates the supported value set (X,Y) is (4,3) and (7,3) and value set 3 indicates the supported value set (X,Y) is (2,2), (4,3) and (7,3).UE indicating support of this shall indicate support of supportedSRS-Resources. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.",FS,No,N/A,FR1 only
offsetSRS-CB-PUSCH-PDCCH-MonitorSingleOcc-fr1-r16Indicates whether UE requires minimum of 19 symbols offset between aperiodic SRS triggering and transmission for SRS for codebook based PUSCH and antenna switching for the case of PDCCH monitoring on any span of up to 3 consecutive OFDM symbols of a slot.UE indicating support of this shall indicate support of supportedSRS-Resources. The UE is only allowed to set this field for a band with associated FeatureSetUplinkId set to 0 and when srs-CarrierSwitch is supported on the band.,FS,No,N/A,FR1 only
oneFL-DMRS-ThreeAdditionalDMRS-DLDefines whether the UE supports DM-RS pattern for DL transmission with 1 symbol front-loaded DM-RS with three additional DM-RS symbols.,FS,No,N/A,N/A
oneFL-DMRS-TwoAdditionalDMRS-DLDefines support of DM-RS pattern for DL transmission with 1 symbol front-loaded DM-RS with 2 additional DM-RS symbols and more than 1 antenna ports.,FS,Yes,N/A,N/A
"pdcch-Monitoring-r16Indicates whether the UE supports PDCCH search space monitoring occasions in any symbol of the slot with minimum time separation between two consecutive transmissions of PDCCH with span up to two OFDM symbols for two OFDM symbols or span up to three OFDM symbols for four and seven OFDM symbols. The different value can be reported for PDSCH processing type 1 and PDSCH processing type 2, respectively. For each sub-carrier spacing, the leading / leftmost bit (bit 0) corresponds to the supported value set (X,Y) of (7,3). The next bit (bit 1) corresponds to the supported value set (X,Y) of (4,3). The rightmost bit (bit 2) corresponds to the supported value set (X,Y) of (2,2).",FS,No,N/A,N/A
"pdcch-MonitoringAnyOccasionsDefines the supported PDCCH search space monitoring occasions. withoutDCI-gap indicates whether the UE supports PDCCH search space monitoring occasions in any symbol of the slot for Type 1-PDCCH common search space configured by dedicated RRC signalling, for a Type 3-PDCCH common search space, or for a UE-specific search space with the capability of supporting at least 44, 36, 22, and 20 blind decodes in a slot for 15 kHz, 30 kHz, 60kHz, and 120 kHz subcarrier spacing values respectively. withDCI-gap indicates whether the UE supports PDCCH search space monitoring occasions in any symbol of the slot with minimum time separation of two OFDM symbols for 15 kHz, four OFDM symbols for 30 kHz, seven OFDM symbols for 60 kHz with NCP, and 14OFDM symbols for 120kHz between two consecutive transmissions of PDCCH scrambled with C-RNTI, MCS-C-RNTI, or CS-RNTI for Type 1-PDCCH common search space configured by dedicated RRC signalling, for a Type 3-PDCCH common search space, or for a UE-specific search space, with the capability of supporting at least 44, 36, 22, and 20 blind decodes in a slot for 15 kHz, 30 kHz, 60kHz, and 120 kHz subcarrier spacing values respectively.",FS,No,N/A,N/A
"pdcch-MonitoringAnyOccasionsWithSpanGapIndicates whether the UE supports PDCCH search space monitoring occasions in any symbol of the slot with minimum time separation between two consecutive transmissions of PDCCH with span up to two OFDM symbols for two OFDM symbols or span up to three OFDM symbols for four and seven OFDM symbols. Value set1 indicates the supported value set (X,Y) is (7,3), value set2 indicates the supported value set (X,Y) is (4,3) and (7,3) and value set 3 indicates the supported value set (X,Y) is (2,2), (4,3) and (7,3).",FS,No,N/A,N/A
pdcch-MonitoringMixed-r16Indicates support of Rel-15 monitoring capability and pdcch-Monitoring-r16 on different serving cells.,FS,No,N/A,N/A
"pdcch-MonitoringMixed-r18Indicates whether the UE support Rel-15 monitoring capability and pdcch-Monitoring-r16 monitoring capability on different serving cells.The UE supporting this feature shall also indicate support of pdcch-Monitoring-r16 for (7,3) or (4,3) span based PDCCH monitoring.The UE supporting this feature shall also indicate support of pdcch-MonitoringSpan2-2-r18 for (2, 2) span based PDCCH monitoring with additional restriction(s).When a UE reports both pdcch-MonitoringMixed-r16 and this capability, the value reported in this capability is used if the configured span pattern of any serving cell satisfies pdcch-MonitoringSpan2-2-r18.",FS,No,N/A,N/A
"pdcch-MonitoringSpan2-2-r18Indicates support of (2, 2) span-based PDCCH monitoring with the additional restriction that there is at least one OFDM symbol gap between two PDCCH monitoring occasions.When a UE reports both pdcch-Monitoring-r16 and this capability, the union of supported span patterns in pdcch-Monitoring-r16 and this capability establishes the multiple combinations (X,Y) used to determine per-span BD/CCE limit as described in Clause 10 of TS 38.213 [11].",FS,No,N/A,N/A
"pdcch-RACH-AffectedBands-TargetBandList-r18Indicates whether interruption may occur on DL slot(s) on serving cells due to PDCCH-ordered RACH transmission towards target bands, as specified in TS 38.133 [5], clause 8.2.2.2.20.The band entry of this feature set corresponds to the band of the serving cell(s) that may be affected during PDCCH-ordered RACH transmission toward target band. Each entry in the list corresponds to a target band for RACH transmission.The target bands only consist of the NR bands indicated in appliedFreqBandListFilter. They are listed in the same order as in appliedFreqBandListFilter and the first NR band entry correspond to the first entry on appliedFreqBandListFilter and so on. For those bands indicated in appliedFreqBandListFilter where the UE does not support PDCCH-ordered RACH towards target bands for LTM, it is up to UE implementation to select noInterruption or interruption for that element and this value is ignored, as UE does not report the support for the corresponding band in the capability rach-EarlyTA-Measurement-r18.A UE supporting this feature shall also indicate support of rach-EarlyTA-Measurement-r18.",FS,No,N/A,N/A
"pdcch-RACH-PrepTime-TargetBandList-r18Indicates the RF/BB preparation time for PDCCH ordered RACH of which the resources are not fully contained in any of UE's configured UL BWP(s) of active serving cells. If absent, the UE does not support PDCCH ordered RACH towards any target band if the PRACH bandwidth is outside of any configured UL BWP, as specified in TS 38.133 [5], clause 6.2.2C.2 .Each entry in the list corresponds to a target band for RACH transmission. If an entry is set to notSupported, the UE does not support PDCCH ordered RACH towards that target band if the PRACH bandwidth is outside of any configured UL BWP.The target bands only consist of the NR bands indicated in appliedFreqBandListFilter. They are listed in the same order as in appliedFreqBandListFilter and the first NR band entry correspond to the first entry on appliedFreqBandListFilter and so on.For the case where the PRACH bandwidth of target band is inside of the configured UL BWP, this capability is not applicable, and the RF/BB preparation time is according to TS 38.133 [5], clause 6.2.2C.2.A UE supporting this feature shall also indicate support of rach-EarlyTA-Measurement-r18. A UE that sets pdcch-RACH-SwitchingTime-TargetBandList to a value different from notSupported for a target band also sets pdcch-RACH-PrepTime-TargetBandList to a value different from notSupported for that target band.",FS,No,N/A,N/A
"pdcch-RACH-Switching-TargetBandTimeList-r18Indicates the interruption length (Y ms) due to RF re-tuning for PDCCH ordered RACH of which the resources are not fully contained in any of UE's configured UL BWP(s) of active serving cells, if absent, the UE does not support PDCCH ordered RACH towards any target band if the PRACH bandwidth is outside of any configured UL BWP, as specified in TS 38.133 [5], clause 8.2.2.2.20.Each entry in the list corresponds to a target band for RACH transmission. If an entry is set to notSupported, the UE does not support PDCCH ordered RACH towards that target band if the PRACH bandwidth is outside of any configured UL BWP.The target bands only consist of the NR bands indicated in appliedFreqBandListFilter. They are listed in the same order as in appliedFreqBandListFilter and the first NR band entry correspond to the first entry on appliedFreqBandListFilter and so on.For the case where the PRACH bandwidth of target band is inside of the configured UL BWP, this capability is not applicable, and the interruption length (Y ms) due to RF re-tuning is according to TS 38.133 [5], clause 8.2.2.2.20.A UE supporting this feature shall also indicate support of rach-EarlyTA-Measurement-r18. A UE that sets pdcch-RACH-PrepTime-TargetBandList to a value different from notSupported for a target band also sets pdcch-RACH-SwitchingTime-TargetBandList to a value different from notSupported for that target band.",FS,No,N/A,N/A
pdsch-1PortDL-PTRS-r18Indicates whether the UE supports 1 port DL PTRS for enhanced DMRS ports for PDSCH with rank 1-8.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18.,FS,No,N/A,N/A
pdsch-2PortDL-PTRS-r18Indicates whether the UE supports 2 port DL PTRS for enhanced DMRS ports for PDSCH with rank 1-8.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18 or pdsch-TypeB-DMRS-r18.,FS,No,N/A,N/A
pdsch-1SymbolFL-DMRS-Addition2Symbol-r18Indicates whether the UE supports 1 symbol FL DMRS and 2 additional DMRS symbols for more than one port for enhanced DMRS ports for PDSCH.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18 and mappingTypeA-1SymbolFL-DMRS-Addition2Symbol-r18.,FS,No,N/A,N/A
pdsch-1SymbolFL-DMRS-Addition3Symbol-r18Indicates whether the UE supports 1 symbol FL DMRS and 3 additional DMRS symbols for enhanced DMRS ports for PDSCH.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18.,FS,No,N/A,N/A
pdsch-2SymbolFL-DMRS-r18Indicates whether the UE supports 2 symbols FL-DMRS for enhanced DMRS ports for PDSCH.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18.,FS,No,N/A,N/A
pdsch-2SymbolFL-DMRS-Addition2Symbol-r18Indicates whether the UE supports 2-symbol FL DMRS + one additional 2-symbols DMRS for enhanced DMRS ports for PDSCH.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18.,FS,No,N/A,N/A
pdsch-AlternativeDMRS-Coexistence-r18Indicates whether the UE supports alternative additional DMRS position for co-existence with LTE CRS for enhanced DMRS ports for PDSCH.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18 and rateMatchingLTE-CRS.,FS,No,N/A,N/A
pdsch-DMRS-Type-r18Indicates whether the UE supports DMRS type for enhanced DMRS ports for PDSCH.A UE supporting this feature shall also indicate support of pdsch-TypeA-DMRS-r18.NOTE:A UE supporting one of pdsch-TypeA-DMRS-r18 and pdsch-TypeB-DMRS-r18 must signal this feature.,FS,CY,N/A,N/A
"pdsch-ProcessingType1-DifferentTB-PerSlotDefines whether the UE capable of processing time capability 1 supports reception of up to two, four or seven unicast PDSCHs for several transport blocks with PDSCH scrambled using C-RNTI, TC-RNTI, MCS-C-RNTI or CS-RNTI in one serving cell within the same slot per CC that are multiplexed in time domain only.NOTE:PDSCH(s) for Msg.4 is included.",FS,No,N/A,N/A
