Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
aiml-BM-Monitoring-r19Indicates whether the UE supports performance monitoring with RS-PAI of AI/ML model for beam prediction via SSB or CSI-RS as RS type for monitoring. This field includes the following parameters:-maxNumTotalResource-r19 indicates the maximum total number of the configured SSB resources and/or CSI-RS resources for monitoring RS resource set;-maxNumReportPerBWP-Periodic-r19 indicates the maximum number of monitoring report(s) configured per BWP for periodic reporting;-maxNumReportPerBWP-Aperiodic-r19 indicates the maximum number of monitoring report(s) configured per BWP for aperiodic reporting;-maxNumReportPerBWP-SP-r19 indicates the maximum number of monitoring report(s) configured per BWP for semi-persistent periodic reporting;-maxNumReportAcrossAllCC-r19 indicates the maximum number of monitoring report(s) configured across all CCs;-maxNumOccasion-r19 indicates the maximum number of monitoring occasions for RS-PAI calculation;-monitoringResourceType-r19 indicates the supported monitoring resource types;-monitoringReportType-r19 indicates the supported monitoring report types.A UE supporting this feature shall also indicate support of aiml-BM-Case1-r19 or aiml-BM-Case2-r19.,Band,No,N/A,N/A
"aiml-BM-UE-DataCollection-r19Indicates whether the UE supports SS/PBCH block and 1-port CSI-RS based RSRP measurements for measurement RS resource sets (Set B and Set A) for UE-side beam prediction data collection. The UE supports SSB and CSI-RS as RS type for Set A and Set B.The UE also supports providing UE preferred configuration for UE-side beam prediction data configuration.This field includes the following parameters:-subCase-r19 indicates the supported sub-use cases. Value ‘equal’ indicate the sub-use case ‘Set B equal to Set A’, value ‘subset’ indicates the sub-use case ‘Set B is subset of Set A’, value ‘notSubset’ indicates the sub-use case ‘Set B is not subset of Set A’;-maxNumResourceSetB-r19 indicates the maximum number of resources for Set B;-maxNumResourceSetA-r19 indicates the maximum number of resources for Set A.A UE supporting this feature shall also indicate support of csi-ReportFramework.",Band,No,N/A,N/A
"aiml-CSI-Prediction-r19Indicates whether the UE supports CSI prediction for UE-sided inference when vectorLengthDD-r18=1. The UE also indicates the support of reporting predicted PMI with vectorLengthDD-r18=1, support of eType-II regular codebook refinement for predicted PMI with PMI subband R=1, support of parameter combinations with L=2,4, support of rank=1,2, support of the size of DD-basis vectorLengthDD-r18=1, support of X=1 CQI based on the first/earliest slot of the CSI reporting window and the first/earliest predicted PMI (TDCQI=’1-1’). This field includes the following parameters:-supportedCSI-RS-ResourceList-r19 indicates the list of supported CSI-RS resources in a band by referring to codebookVariantsList. The following parameters are included for the supported CSI-RS resource:-maxNumberTxPortsPerResource indicates the maximum number of Tx ports in a resource of a band. The minimum of maxNumberTxPortsPerResource is 'p4';-maxNumberResourcesPerBand indicates the maximum number of resources across all CCs in a band. The minimum of maxNumberResourcesPerBand is '2';-totalNumberTxPortsPerBand indicates the total number of Tx ports across all CCs in a band. The minimum value of totalNumberTxPortsPerBand is ‘4’;-scalingFactor-r19 indicates the scaling factor for active resource counting Kp;-relaxationTimelineT-r19 indicates the supported value of Ti for the relaxation of Z and Z’ timeline;-numberOfOccupiedCPU-r19 indicates the number of occupied CPU;-numberOfOccupiedCPUx-r19 indicates the number of occupied CPU,2/CPU,3;-occupiedResourcePool-r19 indicates the occupied resource pool between CPU,2 and CPU,3;-inferenceReportType-r19 indicates the supported inference report type.A UE supporting this feature shall also indicate support of csi-ReportFramework.NOTE:UE should not report non-zero value for numberOfOccupiedCPUx-r19 if aiml-CSI-Report-r19 is not supported.",Band,No,N/A,N/A
"aiml-CSI-PredictionDoppler-r19The UE optionally includes maxNumberOfAperiodic-CSI-RS-Resource-r19 to indicate the maximum number of aperiodic CSI-RS resources that can be configured in the same CSI report setting for eType-II doppler measurement for UE side inference of CSI prediction.The UE optionally includes eType2DopplerR2-r19 to indicate whether the UE supports R=2 for eType-II doppler codebook for UE side inference of CSI prediction. This field includes the list of supported CSI-RS resources in a band by referring to codebookVariantsList. The following parameters are included for the supported CSI-RS resource:-maxNumberTxPortsPerResource indicates the maximum number of Tx ports in a resource of a band for inference. The minimum of maxNumberTxPortsPerResource is 'p4';-totalNumberTxPortsPerBand indicates the total number of Tx ports across all CCs in a band for inference. The minimum value of totalNumberTxPortsPerBand is ‘4’;The UE optionally includes eType2DopplerX1-r19 to indicate whether the UE supports X=1 based on first and last slot of WCSI, for eType-II doppler codebook for UE side inference of CSI prediction (i.e., TDCQI = ‘1-2’).The UE optionally includes eType2DopplerX2-r19 to indicate whether the UE supports X=2 CQI based on 2 slots for eType-II doppler codebook for UE side inference of CSI prediction (i.e., TDCQI = ‘2’).The UE optionally includes eType2DopplerL-N4D1-r19 to indicate whether the UE supports l = (n – nCSI,ref ) for CSI reference slot for eType-II doppler codebook for UE side inference of CSI prediction when vectorLengthDD-r18 = 1 and unitDurationDD-r18 > 1, or when vectorLengthDD-r18 > 1.The UE optionally includes eType2DopplerL6-r19 to indicate whether the UE supports L=6 for eType-II doppler codebook for UE side inference of CSI prediction.The UE optionally includes eType2DopplerR3R4-r19 to indicate whether the UE supports rank equals 3 and 4 for eType-II doppler codebook for UE side inference of CSI prediction.The UE optionally includes codebookComboParameterMixedTypePrediction-r19 to indicate the list of supported CSI-RS resources across all bands in a band by referring to codebookVariantsList for the mixed codebook types. For mixed codebook types, UE reports the support of active CSI-RS resources and ports for up to 2 mixed codebook combinations in any slot. The following parameters are included in codebookVariantsList for each codebook type:-maxNumberTxPortsPerResource indicates the maximum number of Tx ports in a resource across all bands within a band;-maxNumberResourcesPerBand indicates the maximum number of resources across all CCs within a band, simultaneously;-totalNumberTxPortsPerBand indicates the total number of Tx ports across all CCs within a band, simultaneously.NOTE 1:If a UE indicates one or more codebook combinations in codebookComboParameterMixedTypePrediction-r19, the usage of active CSI-RS resources and ports for multiple codebooks in any slot is allowed only within those combinations.NOTE 2:For coexisting of mixed codebooks in any slot, the supported values for these three parameters are determined in conjunction with codebookComboParametersAddition-r16, codebookComboParameterMixedType-r17, codebookComboParameterMixedTypePerdiction-r19 of aiml-CSI-PredictionDoppler-r19, and per-codebook capability type1, type2 of codebookParameters, etype2R1-r16 of codebookParametersAddition-r16, and fetype2basic-r17, fetype2R1-r17, fetype2R2-r17 of codebookParametersfetype2-r17.A UE supporting this feature shall also indicate support of aiml-CSI-Prediction-r19.",Band,No,N/A,N/A
"aiml-CSI-PredictionMonitoring-r19Indicates whether the UE supports performance monitoring of CSI prediction model, including two performance metric SGCS, one wideband frequency granularity SGCS per layer and one configured time instance for vectorLengthDD-r18>1. This field includes the following parameters:-supportedCSI-RS-ResourceList-r19 indicates the list of supported CSI-RS resources in a band by referring to codebookVariantsList. The following parameters are included for the supported CSI-RS resource:-maxNumberTxPortsPerResource indicates the maximum number of Tx ports in a resource of a band. The minimum of maxNumberTxPortsPerResource is 'p4';-maxNumberResourcesPerBand indicates the maximum number of resources across all CCs in a band;-totalNumberTxPortsPerBand indicates the total number of Tx ports across all CCs in a band. The minimum value of totalNumberTxPortsPerBand is ‘4’;-numOccupiedCPU-r19 indicates the number of occupied CPU.NOTE:The summation of the value reported by numOccupiedCPU-r19 of aiml-CSI-PredictionMonitoring-r19 and the one reported by the numberOfOccupiedCPU-r19 of aiml-CSI-Prediction-r19 (or numOccupiedCPU-r19 of aiml-CSI-PredictionN4-r19) should not be more than the N_CPU UE reported.A UE supporting this feature shall also indicate support of aiml-CSI-Prediction-r19.",Band,No,N/A,N/A
"aiml-CSI-PredictionN4-r19Indicates whether the UE supports CSI prediction for UE-sided inference when vectorLengthDD-r18>1. The UE also supports reporting predicted PMI with vectorLengthDD-r18 >1, value of unitDurationDD-r18=m for the DD unit size when A-CSI-RS is configured for CMR and the size of DD-basis, vectorLengthDD-r18>1. This field includes the following parameters:-supportedCSI-RS-ReportSettingAcrossCC-r19 indicates the list of supported combinations across all CCs in a band simultaneously by referring to supportedCSI-RS-ReportSetting-r18. The following parameters are included in supportedCSI-RS-ReportSetting-r18:-maxN4-r18 indicates the max number of vectorLengthDD-r18 across all CCs in a band, simultaneously;-maxNumberTxPortsPerResource-r18 indicates the maximum number of Tx ports in a report of a band across all CCs in a band, simultaneously. The minimum of maxNumberTxPortsPerAggregatedResource-r18 is ‘p4’;-maxNumberResourcesPerBand-r18 indicates the maximum number of sets of aggregated resources or groups of aggregated resource across all CCs in a band, simultaneously. The minimum of maxNumberResourcesPerBand-r18 is ‘2’;-totalNumberTxPortsPerBand-r18 indicates the total number of Tx ports across all CCs in a band, simultaneously. The minimum of totalNumberTxPortsPerBand-r18 is ‘4’.-supportedCSI-RS-ReportSettingOneReport-r19 indicates the list of supported combinations for one CSI report setting by referring to supportedCSI-RS-ReportSetting-r18. The following parameters are included in supportedCSI-RS-ReportSetting-r18:-maxN4-r18 indicates the max number of vectorLengthDD-r18 across all CCs in a band combination, simultaneously;-maxNumberTxPortsPerResource-r18 indicates the maximum number of Tx ports in one CSI report setting. The minimum of maxNumberTxPortsPerAggregatedResource-r18 is ‘p4’;-maxNumberResourcesPerBand-r18 indicates the maximum number of sets of aggregated resources or groups of aggregated resource for one CSI report setting. The value of maxNumberResourcesPerBand-r18 is ‘4’, ‘8’ and ‘12’;-totalNumberTxPortsPerBand-r18 indicates the total number of Tx ports for one CSI report setting. The minimum of totalNumberTxPortsPerBand-r18 is ‘4’.-numOccupiedCPU-r19 indicates the number of occupied CPU;-numOccupiedCPUx-r19 indicates the number of occupied CPU,2 or CPU,3;-occupiedPool-r19 indicates the occupied resource pool between CPU,2 and CPU,3. The value ‘p1’ represents the first CPU pool (i.e., CPU,2), the value ‘p2’ represents the second CPU pool (i.e., CPU,3).NOTE:UE should not report non-zero value for numOccupiedCPUx-r19 if aiml-CSI-Report-r19 is not supported.A UE supporting this feature shall also indicate support of aiml-CSI-Prediction-r19.",Band,No,N/A,N/A
aiml-CSI-PredictionUE-DataCollection-r19Indicates whether the UE supports UE-side data collection for CSI prediction. The UE also supports providing UE preferred configuration for UE-side CSI prediction data configuration.A UE supporting this feature shall also indicate support of csi-ReportFramework.,Band,No,N/A,N/A
aiml-CSI-PredictionUnitDurationDD-r19Indicates whether the UE supports value of unitDurationDD-r18=1 for the DD unit duration when A-CSI-RS is configured for CMR vectorLengthDD-r18 >1 for UE side inference of CSI prediction.A UE supporting this feature shall also indicate support of aiml-CSI-Prediction-r19.,Band,No,N/A,N/A
aiml-CSI-Report-r19Indicates whether the UE supports CSI report framework for UE-side inference. The UE indicates the list of CPU-PoolInfo-r19 which includes the following parameters:-maxNumCPU-PerCC-r19 indicates the maximum number of CPU in each CPU pool of UE-sided inference for CSI report(s) for simultaneously in a CC;-maxNumCPU-AllCC-r19 indicates the maximum number of CPU in each CPU pool of UE-sided inference for CSI report(s) simultaneously across all CCs.A UE supporting this feature shall also indicate support of csi-ReportFramework.,Band,No,N/A,N/A
"antennaArrayType-r18Indicates whether the UE supports the RF and RRM requirements with antenna array as specified in TS 38.101-1 [2] clause 6.1J, 7.1J and TS 38.133 [5]. If the field is absent, the RF and RRM requirements with omni-directional antenna applies as specified in TS 38.101-1 [2] clause 6.1J, 7.1J and TS 38.133 [5]. The UE indicating support of this feature shall also indicate support of airToGroundNetwork-r18. This field is only applicable for bands as specified for ATG in clause 5.2J of TS 38.101-1 [2].A UE supporting this feature and CA shall also support neighSCellMeasSkipping (see TS 38.331 [9]).",Band,CY,N/A,FR1 only
aperiodicBeamReportIndicates whether the UE supports aperiodic 'CRI/RSRP' or 'SSBRI/RSRP' reporting on PUSCH. The UE provides the capability for the band number for which the report is provided (where the measurement is performed).,Band,Yes,N/A,N/A
"aperiodicCSI-RS-AdditionalBandwidth-r17Indicates the UE supported TRS bandwidths for fast SCell activation, in addition to 52 RBs, for a 10MHz UE channel bandwidth. This field only applies for the BWPs configured with 52 RBs size and 15kHz SCS, in FDD bands and indicates the values:Value addBW-Set1 indicates 28, 32, 36, 40, 44, 48 RBs.Value addBW-Set2 indicates 32, 36, 40, 44, 48 RBs.The UE can include this feature only if the UE indicates support of aperiodicCSI-RS-FastScellActivation-r17.",Band,No,FDD only,FR1 only
"aperiodicCSI-RS-FastScellActivation-r17Indicates whether the UE supports aperiodic CSI-RS for tracking for fast SCell activation, i.e.,1) Aperiodic CSI-RS for tracking for fast SCell activation is triggered by enhanced SCell activation/deactivation MAC CE;2) Aperiodic CSI-RS for tracking for fast SCell activation is triggered within the BWP indicated by firstActiveDownlinkBWP-Id for the SCell.This field includes the following parameters:-maxNumberAperiodicCSI-RS-PerCC-r17 indicates the maximum number of aperiodic CSI-RS resource set configurations for tracking for fast SCell activation that can be configured to UE per CC in a reported band. Value n8 corresponds to 8, n16 corresponds to 16, and so on.-maxNumberAperiodicCSI-RS-AcrossCCs-r17 indicates the maximum number of aperiodic CSI-RS resource set configurations for tracking for fast SCell activation that can be configured to UE across CCs in a reported band. Value n8 corresponds to 8, n16 corresponds to 16, and so on.NOTE:-maxNumberAperiodicCSI-RS-PerCC-r17 and maxNumberAperiodicCSI-RS-AcrossCCs-r17 values refer to the number of RS configurations for fast SCell activation that can be indicated by the MAC CE.-The NZP-CSI-RS configured as RS for tracking for fast SCell activation are not considered when counting the maximum NZP-CSI-RS configurations of CSI-RS and CSI-IM reception for CSI feedback.",Band,No,N/A,N/A
aperiodicTRSIndicates whether the UE supports DCI triggering aperiodic TRS associated with periodic TRS.,Band,No,N/A,Yes
"asymmetricBandwidthCombinationSetDefines the supported asymmetric channel bandwidth combination for the band as defined in the TS 38.101-1 [2] / TS 38.101-5 [34]. Field encoded as a bit map, where bit N is set to ""1"" if UE support asymmetric channel bandwidth combination set N for this band as defined in the TS 38.101-1 [2] / TS 38.101-5 [34]. The leading / leftmost bit (bit 0) corresponds to the asymmetric channel bandwidth combination set 1, the next bit corresponds to the asymmetric channel bandwidth combination set 2 and so on. UE shall support asymmetric channel bandwidth combination set 0 if defined for the band in the TS 38.101-1 [2]. If the field is absent, the UE supports asymmetric channel bandwidth combination set 0 if defined for the band in the TS 38.101-1 [2].",Band,No,N/A,N/A
"bandNRDefines supported NR frequency band by NR frequency band number, as specified in TS 38.101-1 [2], TS 38.101-2 [3], and TS 38.101-5 [34].",Band,Yes,N/A,N/A
"beamCorrespondenceCSI-RS-based-r16Indicates whether the UE support for beam correspondence based on CSI-RS has the ability to select its uplink beam based on measurement of CSI-RS. If a UE supports beam correspondence based on CSI-RS, then the network can expect the UE to also fulfil Rel-15 beam correspondence requirements.If UE supports neither beamCorrespondenceSSB-based-r16 nor beamCorrespondenceCSI-RS-based-r16, gNB can expect the UE to fulfill beam correspondence based on Rel-15 beam correspondence requirements.",Band,No,TDD only,FR2 only
"beamCorrespondenceSSB-based-r16Indicates whether the UE support for beam correspondence based on SSB has the ability to select its uplink beam based on measurement of SSB. If a UE supports beam correspondence based on SSB, then the network can expect the UE to also fulfil Rel-15 beam correspondence requirements.If UE supports neither beamCorrespondenceSSB-based-r16 nor beamCorrespondenceCSI-RS-based-r16, gNB can expect the UE to fulfil beam correspondence based on Rel-15 beam correspondence requirements.",Band,No,TDD only,FR2 only
"beamCorrespondenceWithoutUL-BeamSweepingIndicates how UE supports FR2 beam correspondence as specified in TS 38.101-2 [3], clause 6.6. The UE that fulfils the beam correspondence requirement without the uplink beam sweeping (as specified in TS 38.101-2 [3], clause 6.6) shall set the field to supported. The UE that fulfils the beam correspondence requirement with the uplink beam sweeping (as specified in TS 38.101-2 [3], clause 6.6) shall not report this field.",Band,Yes,N/A,FR2 only
"beamManagementSSB-CSI-RSDefines support of SS/PBCH and CSI-RS based RSRP measurements. The capability comprises signalling of-maxNumberSSB-CSI-RS-ResourceOneTx indicates maximum total number of configured one port NZP CSI-RS resources and SS/PBCH blocks that are supported by the UE to measure L1-RSRP as specified in TS 38.215 [13] within a slot and across all serving cells (see NOTE). On FR2, it is mandatory to report >=8; On FR1, it is mandatory with capability signalling to report >=8.-maxNumberCSI-RS-Resource indicates maximum total number of configured NZP-CSI-RS resources that are supported by the UE to measure L1-RSRP as specified in TS 38.215 [13] across all serving cells (see NOTE). It is mandated to report at least n8 for FR1.-maxNumberCSI-RS-ResourceTwoTx indicates maximum total number of two ports NZP CSI-RS resources that are supported by the UE to measure L1-RSRP as specified in TS 38.215 [13] within a slot and across all serving cells (see NOTE).-supportedCSI-RS-Density indicates density of one RE per PRB for one port NZP CSI-RS resource for RSRP reporting, if supported. On FR2, it is mandatory to report either ""three"" or ""oneAndThree""; On FR1, it is mandatory with capability signalling to report either ""three"" or ""oneAndThree"".-maxNumberAperiodicCSI-RS-Resource indicates maximum number of configured aperiodic CSI-RS resources across all serving cells (see NOTE). For FR1 and FR2, the UE is mandated to report at least n4.NOTE:If the UE sets a value other than n0 in an FR1 band, it shall set that same value in all FR1 bands. If the UE sets a value other than n0 in an FR2 band, it shall set that same value in all FR2 bands. The UE supports a total number of resources equal to the maximum of the FR1 and FR2 value, but no more than the FR1 value across all FR1 serving cells and no more than the FR2 value across all FR2 serving cells.",Band,Yes,N/A,FD
"beamReportTiming, beamReportTiming-v1710Indicates the number of OFDM symbols between the end of the last symbol of SSB/CSI-RS and the start of the first symbol of the transmission channel containing beam report. The UE provides the capability for the band number for which the report is provided (where the measurement is performed). The UE includes this field for each supported sub-carrier spacing.",Band,Yes,N/A,N/A
beamSweepingFactorReduction-r18Indicates whether the UE supports beam sweeping factor reduction for FR2 unknown SCell activation.The capability comprises signalling of-reduceForCellDetection indicates reducing beam sweeping factor for cell detection if UE has full set (N=8) of beam sweeping during AGC settling part during FR2-1 unknown SCell activation procedure.-reduceForSSB-L1-RSRP-Meas indicates reducing beam sweeping factor for SSB based L1-RSRP measurement if UE has full set (N=8) of beam sweeping during AGC settling part during FR2-1 unknown SCell activation procedure.UE is required to meet the shortened SCell activation delay requirement in TS 38.133 [5] if the feature is supported.,Band,No,TDD only,FR2-1 only
"beamSwitchTiming, beamSwitchTiming-v1710Indicates the minimum number of OFDM symbols between the DCI triggering of aperiodic CSI-RS and aperiodic CSI-RS transmission. The number of OFDM symbols is measured from the end of the last symbol containing the indication to the start of the first symbol of CSI-RS. The UE includes this field for each supported sub-carrier spacing.NOTE:beamSwitchTiming of value (sym224 or sym336 for 60kHz and 120kHz SCS, sym896 or sym1344 for 480kHz SCS and sym1792 or sym2688 for 960kHz SCS) will be used to determine UE expectation/behaviour for aperiodic CSI-RS for tracking and latency requirements for L1-RSRP reporting as described in clause 5.1.6.1.1 of TS 38.214 [12], while UE behaviour/assumption regarding before or after beam switch timing is unspecified for measuring AP CSI-RS for CSI acquisition (without trs-Info and without repetition) and for beam management (with repetition 'off').",Band,No,N/A,FR2 only
"beamSwitchTiming-r16, beamSwitchTiming-r17Indicates the minimum number of required OFDM symbols (sym224, sym336 for 60kHz and 120kHz SCS, sym896 or sym1344 for 480kHz SCS and sym1792 or sym2688 for 960kHz SCS) between the DCI triggering aperiodic CSI-RS and the corresponding aperiodic CSI-RS transmission in a CSI-RS resource set configured with repetition 'ON' if enableBeamSwitchTiming-r16 is configured.For CSI-RS configured with repetition ""off"", the UE applies beam switch time of sym48 if beamSwitchTiming-r16 is reported and enableBeamSwitchTiming-r16 is configured. For CSI-RS configured without repetition and without trs-info, the UE applies beam switch time of sym48 if beamSwitchTiming-r16 is reported and enableBeamSwitchTiming-r16 is configured.",Band,No,N/A,FR2 only
"bfd-Relaxation-r17Indicates whether the UE supports BFD relaxation criteria and requirement as specified in TS 38.133 [5]. UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively.UE indicating support of this feature shall also indicate support of maxNumberCSI-RS-BFD, maxNumberSSB-BFD and maxNumberCSI-RS-SSB-CBD.",Band,No,N/A,N/A
"bwp-DiffNumerologyIndicates whether the UE supports BWP adaptation up to 4 BWPs with the different numerologies, via DCI and timer. Except for SUL, the UE only supports the same numerology for the active UL and DL BWP. For the UE that is capable of this feature but is not indicating supportOfRedCap-r17 nor supportOfERedCap-r18, the bandwidth of a UE-specific RRC configured DL BWP includes the bandwidth of the CORESET#0 (if CORESET#0 is present) and SSB for PCell and PSCell (if configured). For the UE which is a (e)RedCap UE capable of this feature, the bandwidth of a UE-specific RRC configured DL BWP may not include the bandwidth of the CORESET#0 (if configured) and SSB for PCell. For SCell(s), the bandwidth of the UE-specific RRC configured DL BWP includes SSB, if there is SSB on SCell(s).",Band,No,N/A,N/A
