Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
ca-ParametersNRContains the NR band combination parameters for a given (NG)EN-DC/NE-DC and/or NR CA band combination.,BC,No,N/A,N/A
"ca-ParametersNRDCIndicates whether the UE supports NR-DC for the band combination. It contains the NR band combination parameters applicable across MCG and SCG. If the band combination includes both FR1 and FR2 bands, a UE indicating support for NR-DC shall support synchronous NR-DC configuration where all serving cells of the MCG are in FR1 and all serving cells of the SCG are in FR2.",BC,No,N/A,N/A
directSCellActivation-r19Indicates whether the UE supports RRC based direct SCell activation at SCell addition in NR LB-CA via switching.A UE supporting this feature shall also indicate support of switchingPeriodForFDD-SDL-r19.,BC,No,N/A,FR1 only
featureSetCombinationIndicates the feature set that the UE supports on the NR and/or MR-DC band combination by FeatureSetCombinationId.,BC,N/A,N/A,N/A
"featureSetCombinationDAPS-r16Indicates the feature set that the UE supports for DAPS handover on the NR band combination by FeatureSetCombinationId. A UE shall include this field if intra-frequency or inter-frequency DAPS handover is supported for this band combination. For a band entry where it indicates the support for intra-frequency DAPS handover, the UE shall include at least two CCs and shall support intra-frequency DAPS handover between any CC pair within the same band entry. If the number of CCs within a band combination is more than one and if inter-frequency DAPS handover is supported, UE shall support inter-frequency DAPS handover between every CC pair in the same or different band entries in the band combination, except for the CC pair within a band entry with bandwidth class A. A feature set including intraFreqDAPS-r16 can only be referred to by featureSetCombinationDAPS-r16, not by featureSetCombination. A feature set without intraFreqDAPS-r16 is only applied to inter-freq DAPS handover if it is referred to by featureSetCombinationDAPS. Both feature sets with and without intraFreqDAPS-r16 can be referred to by the same featureSetCombinationDAPS-r16.",BC,N/A,N/A,N/A
"featureSetCombinationLowBandSwitching-r19Indicates the feature set that the UE supports for LB-LB carrier aggregation via switching by FeatureSetCombinationId. The UE including this field shall indicate support of switchingPeriodForFDD-SDL-r19.This field shall only include feature sets for a single band pair (i.e., a FDD band and a SDL band) in this release of the specification.",BC,No,N/A,FR1 only
"intrabandConcurrentOperationPowerClass-r16Indicates the power class, of a particular Uu band combination and the intra-band PC5 band combination(s) on which the UE supports transmission of PC5 simultaneous with Uu uplink (as indicated by supportedTxBandCombListPerBC-Sidelink-r16). The leading/leftmost value corresponds to the band combination of the particular Uu band combination and the first intra-band PC5 band combination included in BandCombinationListSidelinkEUTRA-NR which is indicated with value 1 by supportedTxBandCombListPerBC-Sidelink-r16, the next value corresponds to the band combination of the particular Uu band combination and the second intra-band PC5 band combination included in BandCombinationListSidelinkEUTRA-NR which is indicated with value 1 by supportedTxBandCombListPerBC-Sidelink-r16 and so on. If this power class is higher than the power class that the UE supports on the individual Uu or PC5 interface of this band combination, the latter determines maximum TX power available in each interface.",BC,No,N/A,N/A
mrdc-ParametersContains the band combination parameters for a given (NG)EN-DC/NE-DC band combination.,BC,No,N/A,N/A
ne-DC-BCIndicates whether the UE supports NE-DC for the band combination.,BC,No,N/A,N/A
"powerClass, powerClass-v1610Indicates power class the UE supports when operating according to this band combination. If the field is absent, the UE supports the default power class. If this power class is higher than the power class that the UE supports on the individual bands of this band combination (ue-PowerClass in BandNR), the latter determines maximum TX power available in each band. The UE sets the power class parameter only in band combinations that are applicable as specified in TS 38.101-1 [2] and TS 38.101-3 [4]. This capability is not applicable to IAB-MT or NCR-MT.",BC,No,N/A,FR1 only
powerClassNRPart-r16Indicates NR part power class the UE supports when operating according to this band combination.This field only applies for MR-DC BCs containing only single CC or intra-band CA in NR side in this release.,BC,No,N/A,FR1 only
"scalingFactorTxSidelink-r16, scalingFactorRxSidelink-r16Indicates, for a particular Uu band combination, the scaling factor for the PC5 band combination(s) on which the UE supports transmission/reception of PC5 simultaneous with Uu uplink/downlink respectively (as indicated by supportedTxBandCombListPerBC-Sidelink-r16 / supportedRxBandCombListPerBC-Sidelink-r16). The leading / leftmost value corresponds to the first band combination included in BandCombinationListSidelinkEUTRA-NR which is indicated with value 1 by supportedTxBandCombListPerBC-Sidelink-r16 / supportedRxBandCombListPerBC-Sidelink-r16, the next value corresponds to the second band combination included in BandCombinationListSidelinkEUTRA-NR which is indicated with value 1 by supportedTxBandCombListPerBC-Sidelink-r16 / supportedRxBandCombListPerBC-Sidelink-r16 and so on. For each value of ScalingFactorSidelink-r16, value f0p4 indicates the scaling factor 0.4, f0p75 indicates 0.75, and so on.",BC,No,N/A,N/A
"scellDormancyWithinActiveTime-DCI-0-3-And-1-3-r18Indicates whether the UE supports SCell dormancy indication sent within the active time on PCell with DCI format 0_3/1_3. One dormant BWP and one non-dormant BWP is supported per carrier. More than one non-dormant BWP per carrier is supported only if upto4 in bwp-SameNumerology or upto4 in bwp-DiffNumerology is also supported.One dormant BWP and one non-dormant BWP are UE specific BWPs even for UEs not supporting upto2 in bwp-SameNumerology or upto4 in bwp-SameNumerology.A UE supporting this feature shall also indicate support of CA and at least one of multiCell-PDSCH-DCI-1-3-SameSCS-r18, multiCell-PDSCH-DCI-1-3-DiffSCS-r18, multiCell-PUSCH-DCI-0-3-SameSCS-r18 and multiCell-PUSCH-DCI-0-3-DiffSCS-r18.",BC,No,N/A,N/A
scellDormancyWithinActiveTime-DCI-0-3-And-1-3-Diff-r19Indicates whether the UE supports SCell dormancy indication sent within the active time on PCell with DCI format 0_3/1_3 with different SCS and/or different carrier type. One dormant BWP and one non-dormant BWP are supported per carrier. More than one non-dormant BWP per carrier is supported only if upto4 in bwp-SameNumerology or upto4 in bwp-DiffNumerology is also supported.One dormant BWP and one non-dormant BWP are UE specific BWPs even for UEs not supporting upto2 in bwp-SameNumerology or upto4 in bwp-SameNumerology.A UE supporting this feature shall also indicate support of CA and at least one of multiCell-PDSCH-DCI-1-3-DiffSCS-DiffCC-r19 and multiCell-PUSCH-DCI-0-3-DiffSCS-DiffCC-r19.,BC,No,N/A,N/A
"simultaneousSRS-UplinkTxSwitch-r19Indicates whether the UE supports enhanced handling of simultaneous SRS carrier switching and uplink Tx switching.This feature indicates the switching time between carriers other than the SRS carrier switching source carrier and the SRS carrier switching target carrier. Value max indicates the switching time is the maximum between the uplink Tx switching time (refer to ULTxSwitchingBandPair) and SRS carrier switching times (refer to srs-SwitchingTimeNR). Value sum indicates the switching time is the sum of the uplink Tx switching time and the SRS carrier switching time.After SRS carrier switching, the UL Tx Switching state is determined according to TS 38.214 [12] Section 6.1.6. The prioritization rules between uplink carriers are determined according to TS 38.214 [12] Section 6.2.1.3.A UE supporting this feature shall also indicate the support of srs-CarrierSwitch.",BC,No,N/A,N/A
"srs-AntennaSwitching3T3R-r19Indicates whether the UE supports 3T3R SRS Tx port switching with port 1003 disabled when 4 port SRS resources with port 1003 disabled are configured to the UE. The capability comprises the following parameters:-entryNumberAffect-r19 indicates the lowest band entry number of the UL group that impacts the DL of this band entry;-entryNumberSwitch-r19 indicates the lowest band entry of the UL group, which is defined as band entries with UL (see NOTE 1) that impact each other's UL (i.e. SRS TX port switching on any of the cells in the group will impact UL on all the cells in the group). This parameter is absent if an UL group contains only one band entry.For entryNumberAffect-r19 and entryNumberSwitch-r19, value 1 means first entry, value 2 means second entry and so on. All DL and UL that switch together indicate the same entry number. The entry number is the band entry number in a band combination.A UE supporting this feature shall also indicate support of supportedSRS-Resources.NOTE 1:The band with UL includes a band associated with FeatureSetUplinkId set to 0 corresponding to the support of SRS-SwitchingTimeNR.NOTE 2:This feature can be signalled together with srs-AntennaSwitching8T8R-r18, srs-AntennaSwitchingBeyond4RX-r17, supportedSRS-TxPortSwitch-v1610, supportedSRS-TxPortSwitch, or srs-AntennaSwitching3T6R-r19 to indicate SRS antenna switching downgrading capability for a UE with 4Rx, 6Rx or 8Rx.NOTE 3:‘3T3R’ is only applicable for the UE equipped with 4Rx, 6Rx, or 8Rx antenna ports.",BC,No,N/A,N/A
"srs-AntennaSwitching3T6R-r19Indicates whether the UE supports 3T6R SRS Tx port switching with port 1003 disabled when 4 port SRS resources with port 1003 disabled are configured to the UE. The capability comprises the following parameters:-entryNumberAffect-r19 indicates the lowest band entry number of the UL group that impacts the DL of this band entry;-entryNumberSwitch-r19 indicates the lowest band entry of the UL group, which is defined as band entries with UL (see NOTE 1) that impact each other's UL (i.e. SRS TX port switching on any of the cells in the group will impact UL on all the cells in the group). This parameter is absent if an UL group contains only one band entry.For entryNumberAffect-r19 and entryNumberSwitch-r19, value 1 means first entry, value 2 means second entry and so on. All DL and UL that switch together indicate the same entry number. The entry number is the band entry number in a band combination.NOTE 1:The band with UL includes a band associated with FeatureSetUplinkId set to 0 corresponding to the support of SRS-SwitchingTimeNR.NOTE 2:This feature can be signalled together with srs-AntennaSwitching8T8R-r18, srs-AntennaSwitchingBeyond4RX-r17, supportedSRS-TxPortSwitch-v1610, supportedSRS-TxPortSwitch or srs-AntennaSwitching3T3R-r19 to indicate SRS antenna switching downgrading capability.",BC,No,N/A,N/A
"srs-AntennaSwitching8T8R-r18Indicates whether the UE supports SRS 8T8R for antenna switching. The capability comprises the following parameters:-antennaSwitch8T8R-r18 indicates the supporting type of 8T8R for antenna switching.-downGradeConfig-r18 indicates a combination of supported xTyRs of downgrade antenna switching configurations. It includes 11-bit bitmap, where starting from the leading / leftmost bit (bit 0), each bit corresponds to {1T1R, 1T2R, 1T4R, 1T6R, 1T8R, 2T2R, 2T4R, 2T6R, 2T8R, 4T4R, 4T8R}.-entryNumberAffect-r18 indicates the lowest band entry number of the UL group (see entryNumberSwitch-r18) that impacts the DL of this band entry.-entryNumberSwitch-r18 indicates the lowest band entry of the UL group, which is defined as band entries with UL (see NOTE 1) that impact each other's UL (i.e., SRS TX port switching on any of the cells in the group will impact UL on all the cells in the group). This parameter is absent if an UL group contains only one band entry.The UE supporting this feature shall indicate support of supportedSRS-Resources.For entryNumberAffect-r18 and entryNumberSwitch-r18, value 1 means first entry, value 2 means second entry and so on. The UE may include entryNumberAffect-r18/ entryNumberSwitch-r18 for a band entry even if antennaSwitch8T8R-r18 is absent for that band entry. All DL and UL that switch together indicate the same entry number.The entry number is the band entry number in a band combination. The UE is restricted not to include fallback band combinations for the purpose of indicating different SRS antenna switching capabilities.NOTE 1:The band with UL includes a band associated with FeatureSetUplinkId set to 0 corresponding to the support of SRS-SwitchingTimeNR.NOTE 2:UE reports support of SRS with 8 Tx ports and Comb8 mapping —antenna switching via srs-combEight-r17.",BC,No,N/A,N/A
"srs-AntennaSwitchingBeyond4RX-r17Indicates whether the UE supports SRS Antenna switching for more than 4 Rx. The capability signalling comprises the following parameters:-supportedSRS-TxPortSwitchBeyond4Rx-r17 indicates a combination of supported xTyRs. It includes 11-bit bitmap, where starting from the leading / leftmost bit (bit 0), each bit corresponds to {t1r1, t2r2, t1r2, t4r4, t2r4, t1r4, t2r6, t1r6, t4r8, t2r8, t1r8}. For any indicated value, x shall be equal to or smaller than the one associated with the largest y.-entryNumberAffectBeyond4Rx-r17 indicates the lowest band entry number of the UL group (see entryNumberSwitchBeyond4Rx-r17) that impacts the DL of this band entry;-entryNumberSwitchBeyond4Rx-r17 indicates the lowest band entry of the UL group, which is defined as band entries with UL (see NOTE 1) that impact each other's UL (i.e. SRS TX port switching on any of the cells in the group will impact UL on all the cells in the group). This parameter is absent if an UL group contains only one band entry.The UE indicating support of this shall indicate support of srs-TxSwitch.For entryNumberAffectBeyond4Rx-r17 and entryNumberSwitchBeyond4Rx-r17, value 1 means first entry, value 2 means second entry and so on. The UE may include entryNumberAffectBeyond4Rx-r17/entryNumberSwitchBeyond4Rx-r17 for a band entry even if all of the bits in the supportedSRS-TxPortSwitchBeyond4Rx-r17 are set to 0 for that band entry. All DL and UL that switch together indicate the same entry number.The entry number is the band entry number in a band combination. The UE is restricted not to include fallback band combinations for the purpose of indicating different SRS antenna switching capabilities.NOTE 1:The band with UL includes a band associated with FeatureSetUplinkId set to 0 corresponding to the support of SRS-SwitchingTimeNR.NOTE 2:If reported for the same values of xTyR in supportedSRS-TxPortSwitchBeyond4Rx-r17 as reported with supportedSRS-TxPortSwitch/supportedSRS-TxPortSwitch-v1610, the reported values for entryNumberAffectBeyond4Rx-r17 and entryNumberSwitchBeyond4Rx-r17 are not valid.",BC,No,N/A,N/A
"srs-SwitchingAffectedBandsListNR-r17Indicates which other bands in the band combination are affected by the SRS switch and the dropping rules / timelines apply to the indicated bands when SRS carrier switching on target CC and other UL on source CC are overlapped in the same symbol. UE indicating support of this feature shall indicate support of srs-CarrierSwitch.NOTE:The UE shall include the same number of entries, and listed in the same order as in srs-SwitchingTimesListNR. For each inter-band ""source-target"" pair (as indicated by srs-SwitchingTimesListNR), the UE can indicate which other bands in the band combination are affected by the SRS switch. The UE shall set the BIT STRING to 0 for intra-band band pairs.",BC,No,N/A,N/A
srs-SwitchingSimultaneousList-r19Indicates whether the UE supports simultaneous SRS carrier switches. Two SRS carrier switches are considered to be simultaneous if the SRS transmission (including RF retuning time) in both CCs overlap in time.A UE supporting this feature shall also indicate support of srs-CarrierSwitch.,BC,No,N/A,N/A
"SRS-SwitchingTimeNRIndicates the interruption time on DL/UL reception within a NR band pair during the RF retuning for switching between a carrier on one band and another (PUSCH-less) carrier on the other band to transmit SRS. switchingTimeDL/ switchingTimeUL: n0us represents 0 us, n30us represents 30us, and so on. switchingTimeDL/ switchingTimeUL is mandatory present if switching between the NR band pair is supported, otherwise the field is absent. It is signalled per pair of bands per band combination.",FD,No,N/A,N/A
"SRS-SwitchingTimeEUTRAIndicates the interruption time on DL/UL reception within a EUTRA band pair during the RF retuning for switching between a carrier on one band and another (PUSCH-less) carrier on the other band to transmit SRS. switchingTimeDL/ switchingTimeUL: n0 represents 0 OFDM symbols, n0dot5 represents 0.5 OFDM symbols, n1 represents 1 OFDM symbol and so on. switchingTimeDL/ switchingTimeUL is mandatory present if switching between the EUTRA band pair is supported, otherwise the field is absent. It is signalled per pair of bands per band combination.",FD,No,N/A,N/A
"srs-TxSwitch, srs-TxSwitch-v1610Defines whether UE supports SRS for DL CSI acquisition as defined in clause 6.2.1.2 of TS 38.214 [12]. The capability signalling comprises of the following parameters:-supportedSRS-TxPortSwitch indicates SRS Tx port switching pattern supported by the UE, which is mandatory with capability signalling. The indicated UE antenna switching capability of ′xTyR′ corresponds to a UE, capable of SRS transmission on ′x′ antenna ports over total of ′y′ antennas, where ′y′ corresponds to all or subset of UE receive antennas, where 2T4R is two pairs of antennas. supportedSRS-TxPortSwitch-v1610, which is optional to report, indicates downgrading configuration of SRS Tx port switching pattern. If the UE indicates the support of downgrading configuration of SRS Tx port switching pattern using supportedSRS-TxPortSwitch-v1610, the UE shall report the values for this as below, based on what is reported in supportedSRS-TxPortSwitch.supportedSRS-TxPortSwitchsupportedSRS-TxPortSwitch-v1610t1r2t1r1-t1r2t1r4t1r1-t1r2-t1r4t2r4t1r1-t1r2-t2r2-t2r4t2r2t1r1-t2r2t4r4t1r1-t2r2-t4r4t1r4-t2r4t1r1-t1r2-t2r2-t1r4-t2r4-txSwitchImpactToRx indicates the lowest band entry number of the UL group (see txSwitchWithAnotherBand) that impacts the DL of this band entry;-txSwitchWithAnotherBand indicates the lowest band entry of the UL group, which is defined as band entries with UL (see NOTE) that impact each other's UL (i.e. SRS TX port switching on any of the cells in the group will impact UL on all the cells in the group). This parameter is absent if an UL group contains only one band entry.For txSwitchImpactToRx and txSwitchWithAnotherBand, value 1 means first entry, value 2 means second entry and so on. The UE may include txSwitchImpactToRx and txSwitchWithAnotherBand for a band entry even if supportedSRS-TxPortSwitch is set to 'notSupported' for that band entry. All DL and UL that switch together indicate the same entry number.The entry number is the band entry number in a band combination. The UE is restricted not to include fallback band combinations for the purpose of indicating different SRS antenna switching capabilities.NOTE:The band with UL includes a band associated with FeatureSetUplinkId set to 0 corresponding to the support of SRS-SwitchingTimeNR.",BC,FD,N/A,N/A
"supportedAggBW-FR2-r17Indicates the supported maximum aggregated intra-band bandwidth for TDD DL CCs and TDD UL CCs respectively in the FR2 CA bands of the band combination. It is also applicable to fallback band combinations of FR2 CA except for a single CC (i.e. non-CA) case. It is only applicable to FR2 CA band with FBG5 R2-R12 BW classes. UE indicating this shall report at least one featureSetPerDownlinkCC and featureSetPerUplinkCC (if applicable) with 200 MHz, and the UE is expected to support any combination of 100/200MHz carriers associated with the reported BW class (and as per TS 38.101-2 [3]) as long as the aggregated bandwidth of the configured carriers by the network does not exceed supportedAggBW-FR2-r17.",BC,No,N/A,FR2 only
"supportedBandwidthCombinationSetDefines the supported bandwidth combination set for a band combination as defined in TS 38.101-1 [2], TS 38.101-2 [3] and TS 38.101-3 [4]. For NR SA CA, NR-DC, inter-band (NG)EN-DC without intra-band (NG)EN-DC component, inter-band NE-DC without intra-band NE-DC component and intra-band (NG)EN-DC/NE-DC with additional inter-band NR CA component, the field defines the bandwidth combinations for the NR part of the band combination. For intra-band (NG)EN-DC/NE-DC without additional inter-band NR and LTE CA component, the field indicates the supported bandwidth combination set applicable to intra-band (NG)EN-DC/NE-DC band combination. This field is not applicable to source and target cells in intra-frequency DAPS handover.Field encoded as a bit map, where bit N is set to ""1"" if UE supports Bandwidth Combination Set N for this band combination as defined in the TS 38.101-1 [2], TS 38.101-2 [3] and TS 38.101-3 [4]. The leading / leftmost bit (bit 0) corresponds to the Bandwidth Combination Set 0, the next bit corresponds to the Bandwidth Combination Set 1 and so on. It is mandatory if-the band combination has more than one NR carrier (at least one SCell in an NR cell group);-or is an intra-band (NG)EN-DC/NE-DC combination without additional inter-band NR and LTE CA component;-or both.The corresponding bits of Bandwidth Combination Set 4 and Bandwidth Combination Set 5 shall not both be set to ""1"" for the same band combination.",BC,CY,N/A,N/A
"supportedBandwidthCombinationSetIntraENDCDefines the supported bandwidth combination set for a band combination that allows configuration of at least one EUTRA serving cell and at least one NR serving cell in the same band, as defined in the TS 38.101-3 [4], table 5.3B.1.2-1 and table 5.3B.1.3-1.-For intra-band (NG)EN-DC with additional inter-band CA component(s) of LTE and/or NR, the field defines the bandwidth combination set for the intra-band (NG)EN-DC component.-For intra-band NE-DC with additional inter-band CA component(s) of LTE and/or NR, the field defines the bandwidth combination set for the intra-band NE-DC component.Field encoded as a bit map, where bit N is set to ""1"" if UE supports Bandwidth Combination Set N for this band combination as defined in the TS 38.101-3 [4]. The leading / leftmost bit (bit 0) corresponds to the Bandwidth Combination Set 0, the next bit corresponds to the Bandwidth Combination Set 1 and so on.For the inter-band (NG)EN-DC/NE-DC band combination with only one intra-band (NG)EN-DC/NE-DC component as defined in the TS 38.101-3 [4], table 5.3B.1.2-1 and table 5.3B.1.3-1:-It is mandatory if the band combination is an intra-band (NG)EN-DC/NE-DC combination supporting both UL and DL intra-band (NG)EN-DC/NE-DC parts with additional inter-band NR/LTE CA component.-It is optional if the band combination is an intra-band (NG)EN-DC/NE-DC combination without supporting UL in both the bands of the intra-band (NG)EN-DC/NE-DC UL part. If not included, the network assumes the UE supports BCS0 as defined in TS 38.101-3 [4], table 5.3B.1.2-1 and table 5.3B.1.3-1 for the intra-band (NG)EN-DC/NE-DC.For the inter-band (NG)EN-DC band combination with multiple intra-band (NG)EN-DC components as defined in clause 5.5B in the TS 38.101-3 [4]:-This field is applicable only if the UE supports the same set of BCSs for all the intra-band (NG)EN-DC components.-It is mandatory if an intra-band (NG)EN-DC component supports both UL and DL intra-band (NG)EN-DC parts and the UE supports the same set of BCSs for all the intra-band (NG)EN-DC components.-It is optional if all the intra-band (NG)EN-DC components do not support UL in the bands of the intra-band (NG)EN-DC componenets. If this field and the supportedIntraENDC-BandCombinationList are not included, the network assumes the UE supports BCS0 as defined in TS 38.101-3 [4], table 5.3B.1.2-1 and table 5.3B.1.3-1 for all the intra-band (NG)EN-DC components.",BC,CY,N/A,N/A
"supportedBandwidthCombinationSetIntraENDC-v1790Indicates the supported bandwidth combination set for the corresponding intra-band (NG)EN-DC component within the inter-band (NG)EN-DC band combination with multiple intra-band (NG)EN-DC components as defined in clause 5.5B in the TS 38.101-3 [4].Field encoded as a bit map, where bit N is set to ""1"" if UE supports Bandwidth Combination Set N for this band combination as defined in the TS 38.101-3 [4]. The leading / leftmost bit (bit 0) corresponds to the Bandwidth Combination Set 0, the next bit corresponds to the Bandwidth Combination Set 1 and so on.-It is mandatory if the intra-band (NG)EN-DC component supports both UL and DL intra-band (NG)EN-DC parts.-It is optional if the intra-band (NG)EN-DC component does not support UL in both the bands of the intra-band (NG)EN-DC UL part. If not included, the network assumes the UE supports BCS0 for the intra-band (NG)EN-DC component as defined in TS 38.101-3 [4], table 5.3B.1.2-1 and table 5.3B.1.3-1 for the intra-band (NG)EN-DC component.",BC,CY,N/A,N/A
"supportedTxBandCombListPerBC-Sidelink-r16, supportedRxBandCombListPerBC-Sidelink-r16Indicates, for a particular Uu band combination, the PC5 band combination(s) on which the UE supports transmission/reception of PC5 simultaneously with Uu uplink/downlink respectively. The leading / leftmost bit (bit 0) corresponds to the first band combination included in BandCombinationListSidelinkEUTRA-NR, the next bit corresponds to the second band combination included in BandCombinationListSidelinkEUTRA-NR and so on. with value 1 indicating simultaneous transmission/reception is supported.",BC,No,N/A,N/A
"supportedBandCombListPerBC-SL-RelayDiscovery-r17, supportedBandCombListPerBC-SL-NonRelayDiscovery-r17Indicates, for a particular Uu band combination, the PC5 Relay discovery and non-Relay discovery band combination(s) on which the UE supports simultaneous transmission/reception of PC5 data (Relay discovery or non-Relay discovery) and Uu uplink/downlink respectively.The leading / leftmost bit (bit 0) corresponds to the first band combination included in supportedBandCombinationListSL-RelayDiscovery-r17/supportedBandCombinationListSL-NonRelayDiscovery-r17, the next bit corresponds to the second band combination included in supportedBandCombinationListSL-RelayDiscovery-r17/supportedBandCombinationListSL-NonRelayDiscovery-r17 and so on. with value 1 indicating simultaneous transmission/reception is supported.",BC,No,N/A,N/A
"supportedBandCombListPerBC-SL-U2U-RelayDiscovery-r18Indicates, for a particular Uu band combination, the PC5 U2U relay discovery band combination(s) on which the UE supports simultaneous transmission/reception of PC5 data (U2U relay discovery) and Uu uplink/downlink respectively.The leading / leftmost bit (bit 0) corresponds to the first band combination included in supportedBandCombinationListSL-U2U-RelayDiscovery-r18, the next bit corresponds to the second band combination included in supportedBandCombinationListSL-U2U-RelayDiscovery-r18 and so on with value 1 indicating simultaneous transmission/reception is supported.",BC,No,N/A,N/A
"switchingPeriodForFDD-SDL-r19Indicates the band pair that the UE supports of LB-LB carrier aggregation via switching between an FDD band (Case 1) and SDL band (Case 2):Case 1: Tx/Rx on FDD carrier 1 and no Rx on SDL carrier 2Case 2: Rx on SDL carrier 2 and no Tx/Rx on FDD carrier 1It also indicates the length of the switching time between {Case1, Case2}: n35us represents 35 µs of switching time, n70us represents 70 µs of switching time, n140us represents 140 µs of switching time, as specified in TS 38.101-1 [2].",BC,No,N/A,FR1 only
"switchingPeriodRestriction-r18Indicates whether the same value of switching period is applicable to the fallback band combinations for a given band combination supporting UL Tx switching across up to 4 bands.When the field is included for a band combination, it represents the largest value, i.e. 210µs is supported for each band pair in all fallback band combinations.When the field is absent, it represents the same switching period reported for each band pair in this band combination is supported for the same band pair in all the fallback band combinations.",BC,FD,N/A,FR1 only
