Change history,,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version,
2025-09,RAN#109,RP-252417,2885,,F,CR to 38.101-1 Rel-19 Band Combination Bug Fixes,19.3.0,
2025-09,RAN#109,RP-252381,2887,,A,CR to 38.101-1 Rel-18 Band Combination Bug Fixes CATA Rel19,19.3.0,
2025-09,RAN#109,RP-252423,2898,2,B,(NR_LBCA_Sw-Core) Introducing low NR band aggregation via switching to TS38.101-1,19.3.0,
2025-09,RAN#109,RP-252380,2902,,A,(LTE_NR_DC_CA_enh-Core) CR on typo of inter-band NR DC configuration,19.3.0,
2025-09,RAN#109,RP-252384,2906,,A,(NR_RF_FR1-Core) CR on editorial change for CA channel arrangement,19.3.0,
2025-09,RAN#109,RP-252412,2907,,B,Big CR on 38.101-1 for Support of intra-band non-collocated EN-DC/NR-CA deployment Phase 2,19.3.0,
2025-09,RAN#109,RP-252399,2910,1,B,CR 38.101-1 on time mask of Tx switching for 3Tx UEs [TxSwitch_R19],19.3.0,
2025-09,RAN#109,RP-252384,2914,,A,(NR_unlic-Core) CR to correct the frequency offset of the interferer used in clause 7.5F.1 - TS38.101-1,19.3.0,
2025-09,RAN#109,RP-252381,2917,,A,(NR_CADC_R17_2BDL_xBUL-Core) CR to correct and clarify the applicable RB allocations for 30kHz SCS when UE testing in clause 7.3A.1 - TS 38.101-1,19.3.0,
2025-09,RAN#109,RP-252381,2920,,F,(NR_CADC_R17_3BDL_2BUL-Core) CR to correct DL Fc in some REFSENS exceptions not respecting default duplex distance in clause 7.3A.5 - TS 38.101-1,19.3.0,
2025-09,RAN#109,RP-252378,2926,,A,(NR_newRAT-Core) CR to add Lcrb in Figure 5.3.1-1 - TS 38.101-1,19.3.0,
2025-09,RAN#109,RP-252389,2928,,A,(4Rx_low_NR_band_handheld_3Tx_NR_CA_ENDC-Core) CR to correct the typo Clrb for Lcrb in clause 7.3A.5 – TS 38.101-1,19.3.0,
2025-09,RAN#109,RP-252419,2939,1,B,Big formal CR for TS38.101-1 for HPUE objective,19.3.0,
2025-09,RAN#109,RP-252391,2941,,A,(NR_ENDC_RF_FR1_enh2-Core)Correction CR for TS 38.101-1 for 4Tx_Rel-19,19.3.0,
2025-09,RAN#109,RP-252381,2946,,A,(NR_CA_R16_intra-Core) CR to TR 38.101-1 on symbols for NR carrier aggregation_R19_CAT_A,19.3.0,
2025-09,RAN#109,RP-252381,2948,,A,(NR_CADC_R18_2BDL_xBUL-Core) CR to TR 38.101-1 on corrections to band number for CA_n8A-n77A reference sensitivity_R19_CAT_A,19.3.0,
2025-09,RAN#109,RP-252413,2949,,B,Big CR on TS 38.101-1 to introduce R19 ATG UE RF requirements (NR_ATG_enh-Core),19.3.0,
2025-09,RAN#109,RP-252424,2958,1,B,Big CR for LP-WUS UE RF requirements in Rel-19,19.3.0,
2025-09,RAN#109,RP-252391,2963,,A,(NR_channel_raster_enh-Core) Correction to nominal CA spacing to accommodate UE-specific channel bandwidths,19.3.0,
2025-09,RAN#109,RP-252380,2967,,A,(  LTE_NR_B41_Bn41_PC29dBm-Core) CR to TS38.101-1 Corrections on configured transmitted power,19.3.0,
2025-09,RAN#109,RP-252397,2974,,B,Big CR to 38.101-1 Introduce no DL interruption clarification for CA at dynamic Tx Switching in uplink,19.3.0,
2025-09,RAN#109,RP-252381,2976,,F,(NR_CADC_R18_2BDL_xBUL-Core) Correct the harmonic MSD test point for CA_n5-n77 and CA_n77-n85,19.3.0,
2025-09,RAN#109,RP-252389,2978,,A,(NR_cov_enh2-Core) CR for 38.101-1 Correct the NOTE for MPR power boosting,19.3.0,
2025-09,RAN#109,RP-252385,2981,,F,(NR_PC2_CA_R17_2BDL_2BUL) Remove the footnote for the HPUE band combination,19.3.0,
2025-09,RAN#109,RP-252415,2982,,B,TS 38.101-1 big CR for NR_bands_xFeature_R19-Core,19.3.0,
2025-09,RAN#109,RP-252395,2986,2,A,CR to 38.101-1 Rel-19. To add indication of modified MPR behavior [PHS_System_NRonly],19.3.0,
2025-09,RAN#109,RP-252419,2988,1,B,Big CR for TS 38.101-1: Introduction of MPR reduction,19.3.0,
2025-09,RAN#109,RP-252378,2999,,A,CR on clarification of maximum number of RB’s for n50 asymmetric UL/DL BW’s,19.3.0,
2025-09,RAN#109,RP-252383,3002,,A,CR on clarification of UL/DL bandwidths on overlapping NR SUL and NR bands,19.3.0,
2025-09,RAN#109,RP-252417,3004,,F,CR for 38.101-1 to correct UL configurations for inter-band BCs CA_n2A-n48A and CA_n2A-n48B,19.3.0,
2025-09,RAN#109,RP-252417,3005,,B,Big CR 38.101-1 for NR_CADC_SUL_R19,19.3.0,
2025-09,RAN#109,RP-252380,3009,,A,(NR_6GHz-Core) CR to 38.101-1 correction on the band definition for n104,19.3.0,
2025-09,RAN#109,RP-252419,3014,,B,Big CR to TS38.101-1: Introduction of requirements for 6Rx,19.3.0,
2025-09,RAN#109,RP-252417,3016,,F,CR 38.101-1 correcting 4DL configurations,19.3.0,
2025-09,RAN#109,RP-252383,3023,,A,"(NR_SUL_combos_R16-Core) CR to TS 38.101-1 Rel-19 cat A, SUL and CA requirements",19.3.0,
2025-09,RAN#109,RP-252388,3026,,A,(NR_redcap-Core) CR to TS 38.101-1: OOB blocking for RedCap UEs,19.3.0,
2025-09,RAN#109,RP-252404,3028,,F,CR to TS 38.101-1: n26 PC2 - adding missing content to A-MPR summary table,19.3.0,
2025-09,RAN#109,RP-252404,3029,1,F,CR to TS 38.101-1: NS_48 and NS_49 A-MPR corrections,19.3.0,
2025-09,RAN#109,RP-252393,3033,,A,CR to TS 38.101-1: Correction of the reference to the updated ECC/DEC/(22)07 decision on harmonised technical conditions for the usage of aerial UE,19.3.0,
2025-09,RAN#109,RP-252399,3040,2,F,(TEI19) CR to TS38.101-1 j20: Corrections to n28 and n41 UE coex spurious emissions – CatF [UE_coex_spurs_CA],19.3.0,
2025-09,RAN#109,RP-252425,3041,1,B,Big CR for TS 38.101-1 to introduce FR1 3Tx RF requirements,19.3.0,
2025-09,RAN#109,RP-252420,3042,,B,Big CR on 7 MHz Channel Bandwidth for bands n5 and n26,19.3.0,
2025-09,RAN#109,RP-252399,3043,,B,CR to 38.101-1 Updated PHS requirement for band n1 [PHS_system_NRonly],19.3.0,
2025-09,RAN#109,,,,,Editorial correction,19.3.1,
2025-12,RAN#110,RP-253666,3047,1,F,CR for TS 38.101-1 to introduce DL RMC for LB-LB CA via switching,19.4.0,
2025-12,RAN#110,RP-253641,3048,1,B,CR for TS 38.101-1 to introduce 2U/2D CA_n5-n8,19.4.0,
2025-12,RAN#110,RP-253671,3052,,A,(NR_CADC_R17_2BDL_xBUL-Core) CR for TS 38.101-1 to modify the RB allocations for MSD tests of 30kHz SCS bands.,19.4.0,
2025-12,RAN#110,RP-253659,3054,,F,CR to R19 38.101-1 to introduce extended bandwidth capability for PC2 2Tx and exclude 7MHz CBW,19.4.0,
2025-12,RAN#110,RP-253640,3055,1,F,(NR_CADC_SUL_R19-Core) CR to 38.101-1-j31 to change MSD for band n41 10MHz CBW and to remove redundant dual-UL IMD MSD,19.4.0,
2025-12,RAN#110,RP-253640,3056,1,F,(NR_CADC_SUL_R19-Core) CR to 38.101-1-j31 on Band n71 mandatory support of 25MHz CBW,19.4.0,
2025-12,RAN#110,RP-253640,3057,,F,(NR_CADC_SUL_R19-Core) CR to TS38.101-1-j31: Correction and missing harmonic mixing MSD - Cat-F,19.4.0,
2025-12,RAN#110,RP-253640,3058,,F,(NR_CADC_SUL_R19-Core) CR to 38.101-1-j31 correction to CA_NS_27,19.4.0,
2025-12,RAN#110,RP-253643,3059,,B,(HPUE_NR_CADC_SUL_R19) CR on SUL missing MSD and HPUE MSD requirements simplification,19.4.0,
2025-12,RAN#110,RP-253644,3060,,B,CR to TS 38.101-1 on introduction of HPUE CA and DC in bands n100 and n101 for FRMCS,19.4.0,
2025-12,RAN#110,RP-253659,3061,,F,(NR_ENDC_RF_Ph4-Core)Correction CR for 38.101-1 for Rel-19 HPUE,19.4.0,
2025-12,RAN#110,RP-253671,3069,,A,(NR_CADC_R17_2BDL_xBUL) CR to correct the n70 UL and DL CHBWs used for CA_n48-n70 requirement in clause 7.3A.5 - TS 38.101-1,19.4.0,
2025-12,RAN#110,RP-253659,3071,,F,CR on open issues of MPR enhancement,19.4.0,
2025-12,RAN#110,RP-253640,3072,1,F,CR-Bugfix 38101-1-j31_s0505A03-0505A03,19.4.0,
2025-12,RAN#110,RP-253640,3073,1,F,CR Missing UL Fallbacks 38101-1-j31_s0505A03-0505A03,19.4.0,
2025-12,RAN#110,RP-253659,3074,1,F,CR for 38.101-1 on enabling HPUE support for band combinations without HPUE applicability notes in clause 5,19.4.0,
2025-12,RAN#110,RP-253675,3079,,F,"(NR_NewRAT-Core, TEI19) CR for 38.101-1: Correction on NR FDD band REFSENS UL configurations R19 Cat F [REFSENS_ULConfig_R19]",19.4.0,
2025-12,RAN#110,RP-253661,3080,,F,(NonCol_intraB_ENDC_NR_CA_Ph2) Type 4 UE requirement alignment with RAN2 signalling,19.4.0,
2025-12,RAN#110,RP-253651,3083,,F,CR to TS38.101-1 on transmission bandwidth configuration for LP-WUS,19.4.0,
2025-12,RAN#110,RP-253649,3084,,F,CR to TS38.101-1 on 3Tx MIMO Rx requirements,19.4.0,
2025-12,RAN#110,RP-253671,3087,,A,(NR_CADC_R17_3BDL_2BUL-Core) CR for 38.101-1: Rel-17 Missing MSD for CA_n25A-n41A-n71A,19.4.0,
2025-12,RAN#110,RP-253667,3089,,A,(HPUE_FR1_TDD_NR_CADC_SUL_R18-Core) CR for 38.101-1: Rel-18 Missing MSD for CA_n25A-n41A-n71A,19.4.0,
2025-12,RAN#110,RP-253662,3092,,F,CR to TS38.101-1: correction on ATG DL CA,19.4.0,
2025-12,RAN#110,RP-253646,3097,,F,CR 38.101-1 Maintenance for time mask of Tx switching for 3Tx UEs [TxSwitch_R19],19.4.0,
2025-12,RAN#110,RP-253682,3101,,A,(NR_RF_FR1-Core) Correction to Rel-16 inter-band CA time mask,19.4.0,
2025-12,RAN#110,RP-253682,3105,,A,Clarification of the bandwidth of guard bands for intra-band contiguous CA,19.4.0,
2025-12,RAN#110,RP-253659,3106,,F,(NR_ENDC_RF_Ph4) CR to TS 38.101-1: Corrections for UE RF enhancements,19.4.0,
2025-12,RAN#110,RP-253659,3112,,F,CR for 38.101-1 Clarification on the requirement for CA+TxD,19.4.0,
2025-12,RAN#110,RP-253659,3113,,F,CR to TS38.101-1_Remove square bracket for the 3T6R IE,19.4.0,
2025-12,RAN#110,RP-253638,3114,,B,TS 38.101-1 big CR for NR_bands_xFeature_R19-Core,19.4.0,
2025-12,RAN#110,RP-253643,3115,,B,Big CR to 38.101-1 new combinations for HPUE_NR_CADC_SUL_R19,19.4.0,
2025-12,RAN#110,RP-253643,3116,1,F,(HPUE_NR_CADC_SUL_R19-Core) CR for correction on missing PC2 NOTE for CA_n1-n78-n79 and CA_n28-n78-n79,19.4.0,
2025-12,RAN#110,RP-253643,3117,1,B,(HPUE_NR_CADC_SUL_R19-Core) CR for adding PC2 NOTE for BCS4 and BCS5 of CA_n28-n78-n79,19.4.0,
2025-12,RAN#110,RP-253682,3121,1,A,(NR_RF_FR1) R19 correction on modifiedMPR-Behaviour,19.4.0,
2025-12,RAN#110,RP-253640,3126,,B,Big CR 38.101-1 for NR_CADC_SUL_R19,19.4.0,
2025-12,RAN#110,RP-253640,3130,,F,CR 38.101-1 correcting missing return ? for 2DL DC combinations,19.4.0,
2025-12,RAN#110,RP-253640,3131,,F,CR 38.101-1 correcting missing return ? for 3DL DC combinations,19.4.0,
2025-12,RAN#110,RP-253640,3132,,F,CR 38.101-1 correcting missing return ? for 4DL DC combinations,19.4.0,
2025-12,RAN#110,RP-253680,3135,,A,(NR_RAIL_EU_1900MHz_TDD-Core) CR to TS 38.101-1: Annex M corrections for FRMCS operation,19.4.0,
2025-12,RAN#110,RP-253680,3145,,A,(NR_RAIL_HPUE_n100_n101-Core) CR to TS 38.101-1: n101 MPR,19.4.0,
2025-12,RAN#110,RP-253681,3147,1,A,CR to 38.101-1 for eRedCap channel bandwidth,19.4.0,
2026-03,RAN#111,RP-260465,3155,,A,CR for TS 38.101-1 to remove brackets in the Table 6.2D.2-2 for PC1.5 with 2Tx,19.5.0,
2026-03,RAN#111,RP-260444,3156,,F,CR for TS 38.101-1 to void the NOTE 6 in table 5.3.5-1,19.5.0,
2026-03,RAN#111,RP-260446,3158,,F,CR to TS 38.101-1 to introduce an enhanced power extended inner allocation region,19.5.0,
2026-03,RAN#111,RP-260444,3160,,F,(NR_CADC_SUL_R19-Core) CR for correction of the DL Fc on MSD table for PC1.5 CA_n1-n78,19.5.0,
2026-03,RAN#111,RP-260446,3161,,F,(NR_ENDC_RF_Ph4-Core) CR on MPR for Contiguous RB allocation for Power Class 1.5 with 2Tx,19.5.0,
2026-03,RAN#111,RP-260452,3178,,A,(NR_CADC_R18_2BDL_xBUL-Core) CR to TS38.101-1: Remove UL3/DL1 harmonic near-miss MSD cases,19.5.0,
2026-03,RAN#111,RP-260444,3198,,F,CR 38.101-1 corrections NR CA configurations,19.5.0,
2026-03,RAN#111,RP-260444,3200,,F,CR 38.101-1 correcting PC2 note in CA_n3A-n7A-n20A,19.5.0,
2026-03,RAN#111,RP-260444,3201,,F,"(NR_CADC_SUL_R19) CR to 38101-1 Corrections to BT band combinations with band n1, n3, n7, n28, n75 and n78",19.5.0,
2026-03,RAN#111,RP-260444,3204,,F,CR to TS38.101-1 for correcting HPUE notes to CA_n3A-n28A-n41A,19.5.0,
2026-03,RAN#111,RP-260444,3207,,F,"(NR_CADC_SUL_R19-Core, ) CR to correct Fc for some MSDs for CA_n5-n28-n78, CA_n40-n41-n79, CA_n40-n71-n77, CA_n41-n74-n77 in clause 7.3A.5 - Rel-19 TS 38.101-1",19.5.0,
2026-03,RAN#111,RP-260446,3215,,F,(NR_ENDC_RF_Ph4-Core) CR to TS 38.101-1: PC1.5 Inter-band CA correction,19.5.0,
2026-03,RAN#111,RP-260444,3216,,F,Corrections for HPUE notes,19.5.0,
2026-03,RAN#111,RP-260444,3217,,F,Corrections for HPUE MOP table,19.5.0,
2026-03,RAN#111,RP-260456,3171,1,A,(NR_newRAT-Core)CR to generalize band edge relaxation for UL MIMO_Rel-19,19.5.0,
2026-03,RAN#111,RP-260444,3151,1,F,CR-Bugfix 38.101-1,19.5.0,
2026-03,RAN#111,RP-260446,3163,1,F,(NR_ENDC_RF_Ph4-Core) CR on HPUE MSD simplification requirements for TS38.101-1,19.5.0,
2026-03,RAN#111,RP-260446,3172,1,F,CR to 38101-1-j40 on DeltaMSD correction for UL configurations including intra-band ULCA,19.5.0,
2026-03,RAN#111,RP-260446,3176,1,F,CR for TR38.101-1 Correct the IE name for LBCA switching,19.5.0,
2026-03,RAN#111,RP-260446,3180,1,F,CR for TS38.101-1 Clarification on HD-FDD REFSEN for PC3 Redcap,19.5.0,
2026-03,RAN#111,RP-260441,3159,2,B,(TEI19) CR to enable 4Tx inter-band UL CA [4Tx_UL_CA],19.5.0,
2026-03,RAN#111,RP-260444,3211,2,F,CR for TS 38.101-1 Rel-19 to correct an inconsistency issue,19.5.0,
2026-06,RAN#112,RP-261410,3222,,A,(NR_SAR_PC2_interB_SUL_2BUL) CR for correcting power class configuration in triggering default power class behavior,19.6.0,
2026-06,RAN#112,RP-261410,3231,,A,CR on correction for n50 NS_42 CBW 30 MHz A-MPR region and adding missing BW in NS_41 and NS_42 emission requirements tables,19.6.0,
2026-06,RAN#112,RP-261388,3233,,F,(HPUE_NR_FR1_bands_R19-Core) CR to TS 38.101-1 on correction of HPUE CA and DC in bands n100 and n101 for FRMCS,19.6.0,
2026-06,RAN#112,RP-261388,3234,,F,CR on adding missing PC3 MSD for CA_n3B with 1UL CC,19.6.0,
2026-06,RAN#112,RP-261388,3236,1,F,(NR_CADC_SUL_R19) CR for TS38.101-1 Rel-19_Correction on CA_n3A-n77(3A),19.6.0,
2026-06,RAN#112,RP-261395,3237,,F,CR for TS 38.101-1 to modify IE name for R19 Low bands CA via switching,19.6.0,
2026-06,RAN#112,RP-261408,3239,,A,CR for TS 38.101-1 to clarify the boundary for EVM equalizer spectrum flatness,19.6.0,
2026-06,RAN#112,RP-261388,3242,,F,"CR for TS 38.101-1 add CA_n3-n71 and CA_n40-n71 to clause 5 [TEI19 with Cat.F, NR_CADC_SUL_R19-Core]",19.6.0,
2026-06,RAN#112,RP-261388,3243,,F,"CR for TS 38.101-1 to correct SUL combination notation [TEI19 with Cat.F, NR_CADC_SUL_R19-Core]",19.6.0,
2026-06,RAN#112,RP-261388,3249,1,F,"Addition of clause 6 content for already agreed HPUE combinations of n25, n41, n66 and n71",19.6.0,
2026-06,RAN#112,RP-261399,3257,1,F,"(NR_CADC_R17_2BDL_xBUL-Core, ) CR to clarify the applicable RB allocations for 30kHz SCS when UE testing and correct some values in clause 7.3A - TS 38.101-1",19.6.0,
