Change history,,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version,
2018-12,RAN#82,RP-182836,0029,1,F,"Endorced draft CRs from RAN4#88Bis:R4-1812050, CR Simplification of NR NS_08, NokiaR4-1812054, Correction for Inter-band CA operating bands table in TS 38.101-1, Nokia.R4-1812079, draft CR to introduce asymmetric UL DL channel BW combinations for n71, T-Mobile USA Inc.R4-1812121, Draft CR on Note1 Corrections in 38.101 RX tests, QualcommR4-1812128, draftCR on 256QAM UL power requirement, Intel CorporationR4-1812200, Draft CR to TS 38.101-1 Add clarification note to PC3 MPR table, Intel CorporationR4-1812217, Draft CR to 38.101-1: Corrections on the descriptions of UE channel bandwidth for CA, ZTE CorporationR4-1812319, Draft CR for TS 38.101-1: REFSENS UL configuration corrections, MediaTek Inc.R4-1812320, Draft CR for TS 38.101-1: Out-of-band blocking exceptions for CA, MediaTek Inc.R4-1812322, Draft CR for TS 38.101-1: Blocking characteristics for SUL, MediaTek Inc.R4-1812397, Clarification for almost contiguous CP-OFDM, Qualcomm IncorporatedR4-1812508, Draft CR to 38.101-1: Corrections on channel raster & SS raster for operating bands, ZTE CorporationR4-1812611, Draft CR to 38.101-1: Some corrections for inter-band CA combinations, ZTE CorporationR4-1813459, Draft CR for TS 38.101-1: Support 4Rx for n38, HuaweiR4-1813469, draftCR on applicability of TDD configuratiin for CA in TS 38.101-1, HuaweiR4-1813521, Addition of ?TC,c for single carrier Pcmax for FR1, vivoR4-1813798, Draft CR to 38.101-1: Corrections on UE additional maximum output power reduction, ZTE CorporationR4-1813811, Draft CR to 38.101-1: Corrrection to n12 reference sensitivity power levels, Skyworks Solutions Inc.R4-1813812, Band n41 spurious emission limits, Qualcomm IncorporatedR4-1813813, Draft CR for TS 38.101-1: P-Max for 5G NR HPUE, CMCCR4-1814158, CR on Spurious emissions for UE co-existence, Intel CorporationR4-1814159, Draft CR for CA ACS/IBB for Bandwidth class C, QualcommR4-1813843, Draft CR to 38.101-1: Update of Annex F, Rohde & SchwarzR4-1813845, Correction for PI/2 PBSK requriements, NokiaEndorsed draft CR's from RAN4#89R4-1815950, dCR on TS38.101-1 merging draft CRs from RAN4#88Bis, Qualcomm IncorporatedR4-1814752, DraftCR to TS 38.101-1 pi/2 BPSK in n41, CMCCR4-1814824, n50 A-MPR, Qualcomm IncorporatedR4-1814959, Changes to Max input power UL and DL configuratgions in FR1, OPPOR4-1814970, NR FR1 relative power tolerance CR, NokiaR4-1814972, A-MPR for NS_03 and NS_03U and re-formulation of NS_100, NokiaR4-1815060, draft CR for adding note about the fallback of NR CA in FR1 for TS 38.101-1, NTT DOCOMO, INC.R4-1815392, Draft CR to 38.101-1: Update to NS_04 requirements, Rohde & SchwarzR4-1815563, Draft CR to 38.101-1 on Clarification on 7.5 KHz raster shift in NR re-farmed bands, EricssonR4-1815863, Draft CR for 38.101-1: Nominal carrier spacing for 30 kHz raster, SPRINT CorporationR4-1815898, draft CR on CA configuration on bandwidth class F, HuaweiR4-1815917, draftCR on DL RMC for TS 38.101-1, HuaweiR4-1816162, Draft CR on introduction of SRS switch IL in FR1, OPPOR4-1816199, Draft CR on FR1-FR2 UE-to-UE coexistence for TS38.101-1, LG Electronics FranceR4-1816200, Draft CR to 38.101-1 on intra-band contiguous CA configurations for FR1, ZTE CorporationR4-1816240, Transient period for SRS Antenna Switching for FR1, QualcommR4-1816243, Draft CR to TS38.101-1_Clarifications on MSD and UL configuration tables for inter-band CA, ZTE CorporationR4-1816466, Draft CR on some changes for SUL band combinations to TS 38.101-1, HuaweiR4-1816468, Support of 7.5 kHz carrier shift for additional operating bands, EricssonR4-1816604, TDD configuration for UE Tx test in FR1, EricssonR4-1816663, Draft CR to 38.101-1 (5.3.4) RB alignment, HuaweiR4-1816755, CR to 38.101-1: ACS and IBB intra-band contiguous CA, Intel CorporationFurther changes in RAN#82- 7.5 kHz frequency shift is specified for all FDD bands in clause 5.4.2.1",15.4.0,
2018-12,RAN#82,RP-182814,0030,2,F,Company CR on 2Rx exception for NR vehicular UE at FR1,15.4.0,
2019-03,RAN#83,RP-190403,0034,,F,"CR to TS 38.101-1: Implementation of endorsed draft CRs from RAN4#90Endorced draft CR from Ran4#90R4-1900032, Editorial corrections for 38.101-1, Qualcomm IncorporatedR4-1900031, draftCR on SRS IL for CA, Qualcomm IncorporatedR4-1900161, CR on Relative power tolerance, Intel CorporationR4-1900162, CR on Minimum output power, Intel CorporationR4-1900274, Draft CR to TS 38.101-1 on NR general spectrum emission mask, ZTE CorporationR4-1900275, Draft CR to TS 38.101-1 on spurious emisssion for network signalled value NS_40, NS_41 and NS_42, ZTE CorporationR4-1900424, Correction of table references and other typos, EricssonR4-1900508, Draft CR to TS 38.101-1 on UE transmitter power and some other editorial corrections, ZTE CorporationR4-1900723, Draft CR on editorial error of TS38.101-1, LG Electronics Inc.R4-1900727, Update to PRACH EVM window length for FR1, Rohde & SchwarzR4-1900840, Draft CR for 38.101-1 modification of Transmit intermodulation requirement, HuaweiR4-1900848, [RAN5 LS]Draft CR for 38.101-1: adding note for inter-band CA spurious emissions, HuaweiR4-1901033, Alignment of Foob related description for 38.101-1, vivoR4-1901273, Correction of HARQ-ACK transmission timing for DL RMC for FR1 TDD SCS=60kHz, EricssonR4-1901766, draft_CR TS 38.101-1 Correction to UL configuration for reference sensitivity, Skyworks Solutions Inc.R4-1901823, draft CR on spurious requirment for TS 38.101-1, Huawei, HiSiliconR4-1901835, draftCR on MSD for CA_n41-n78 for TS 38.101-1, HuaweiR4-1901847, Draft CR for 38.101-1: Addition of default power class, Sprint CorporationR4-1901873, Receiver requirement RMC references, Qualcomm IncorporatedR4-1901925, Draft CR to 38.101-1 to update and clarify Rx wide band intermod and spurious requirments for BW class C, D, E, Qualcomm IncorporatedR4-1901992, Draft CR to 38.101-1. Correct  FR1 NS_41 AMPR for n50, HuaweiR4-1902001, Draft CR to 38.101-1 on n41 – B40 coexistence, Qualcomm IncorporatedR4-1902150, Draft CR to TS38.101-1_Clarifications on MSD and UL configuration tables for inter-band CA, ZTE CorporationR4-1902166, Tx ON/OFF time mask for FR1, Qualcomm IncR4-1902174, Draft CR to 38.101-1: On FR1 A-MPR NS_08 for n8, Qualcomm IncorporatedR4-1902175, Draft CR on AMPR requirements for NS_05U and NS_08U to TS 38.101-1, HuaweiR4-1902194, [41 DL]Draft CR for 38.101-1 adding DL intra-band CA requirements for frequency less than 2700MHz, HuaweiR4-1902196, Draft CR for 7.9A Spurious emissions for CA, CMCCR4-1902223, UE optional bandwidth for FR1, NokiaR4-1902225, CR to 38.101-1 on CA BW Classes fallback groups, Intel CorporationR4-1902233, Draft CR to 38.101-1: SUL clarifications, NokiaR4-1902339, Draft CR to TS 38.101-1 on FR1 extension, EricssonR4-1902455, Completion of the Pcmax specification: additional P-max and P_NR, EricssonR4-1902468, Draft CR: Introduction of Annex on Characteristics of the Interfering Signal, SamsungR4-1902479, Draft CR on some errors to TS 38.101-1, HuaweiR4-1902480, Draft CR for 38.101-1 modification of requirements for network signalled value NS_04, HuaweiR4-1902655, CR to 38.101-1 on NR Uplink RBs location, Intel CorporationR4-1901610, Draft CR for 38.101-1 REFSENS for UL MIMO, HuaweiEditorial changes after RAN#83To align the annex numbering with other specifications (TS 38.101-x series), annexes J and K were added and Change history was numbered as annex L.",15.5.0,
2019-06,RAN#84,RP-191240,0047,,F,"CR to TS 38.101-1: Implementation of endorsed draft CRs from RAN4#90bis and RAN4#91Endorced draft CRs from RAN4#90BisR4-1902826, Draft CR for 38.101-1 modification of ACS test parameters case 2 for intra-band contiguous CA, HuaweiR4-1902926, Draft CR to TS 38.101-1 Correction to Pcmax, Intel CorporationR4-1902975, Draft CR on PRACH and PUCCH format description for EVM in FR1, Anritsu corporationR4-1903032, Draft CR on editorial error of TS38.101-1, LG Electronics FranceR4-1903120, Draft CR on DL power allocation for TS 38.101-1, Intel CorporationR4-1903124, Draft CR on b41-n40 coexistence, Intel CorporationR4-1903151, Draft CR to TS38.101-1_removing DC sections, ZTE CorporationR4-1903195, Draft CR for 38.101-1: remove the bracket of UE capability ""powerBoosting-pi2BPSK"", HuaweiR4-1903392, Draft CR for TS 38.101-1: Corrections to EVM equalizer spectrum flatness requirements, MediaTek Inc.R4-1903473, Draft CR on FREF,Shift, CMCCR4-1903508, Draft CR to TS 38.101-1 on spurious emissions for UE co-existence, ZTE CorporationR4-1904335, DraftCR TS 38.101 Corrections to NS_100 UTRA ACLR frequency band list, Skyworks Solutions Inc.R4-1904460, Draft CR for 38.101-1 CA Pcmax, HuaweiR4-1904537, Draft CR for TR 38.101-1 correction of A-MPR for NS_04, HuaweiR4-1904554, Draft CR to 38.101-1: FR1 power dynamics DTX removal, Qualcomm IncorporatedR4-1904927, Draft CR to clarify frequency of carrier leakage in RBs for FR1, Anritsu corporationR4-1904928, Draft CR to TS 38.101-1 on description of UE additional output power reduction, ZTE CorporationR4-1904929, draft Rel-15 CR for editorial corrections in 38.101-1, EricssonR4-1904941, draft CR to 38.101-1 Correction to Pi/2 BPSK power boosting, Intel CorporationR4-1904957, Draft CR for TR38.101-1 – Update to EVM averaging, Rohde & SchwarzR4-1904958, Draft CR for TR38.101-1 – Update to spectrum flatness, Rohde & SchwarzR4-1904967, Draft CR for 38.101-1 definition of Maximum input level for intra-band contiguous CA, HuaweiR4-1904969, Draft CR for 38.101-1: editoral correction, HuaweiR4-1904987, Draft CR for correction on TS38.101-1, CATTEndorced draft CRs from RAN4#91R4-1905339removal of A-MPR brackets in FR1NokiaR4-1905503Change description 4.2(d) in Applicability of minimum requirements for TS 38.101-1vivoR4-1905524[Rx]Draft CR for 38.101-1 Removing the brackets in Rx requirementsHuaweiR4-1905526[Rx]Draft CR for 38.101-1 defining NBB requirements<2.7GHzHuaweiR4-1905772Draft CR to TS38.101-1 Almost contiguous MPRIntel CorporationR4-1905795Correction to a description of PRB for in-band emission in FR1Anritsu CorporationR4-1905797Correction to power control in FR1Anritsu CorporationR4-1906140draft CR for TS 38.101-1 Rx requirement for CAHuaweiR4-1906153Draft CR for TS 38.101-1: Editorial corrections to intra-band contiguous CA ACS and in-band blocking requirementsMediaTek Inc.R4-1906154Draft CR for TS 38.101-1: Adding symbol definitions for intra-band contiguous CA Rx maximum input level and ACS requirementsMediaTek Inc.R4-1906871Draft CR for TS 38.101-1 UE optional bandwidth for FR1HuaweiR4-1907131Draft CR to 38.101-1. Clarification to  FR1 NS_43 AMPR frequency rangesQualcomm IncorporatedR4-1907135Draft CR to 38.101-1 rel. 15 to fix missing Exceptions for Out-of-band BlockingAppleR4-1907419Draft CR for TS 38.101-1: Editorial improvement to EVM equalizer spectrum flatness requirements for Pi/2 BPSKMediaTek Inc.R4-1907429Draft CR to TS38.101-1 A-MPR for Inter-band CAIntel CorporationR4-1907434[Rx]Draft CR for 38.101-1 modifying characteristics of the interfering signal in Annex DHuaweiR4-1907435Draft CR to TS38.101-1_introduction of n41C and corrections on Rx requirements for NR intra-band contiguous CAZTE CorporationR4-1907439Draft CR to TS 38.101-1 on CA bandwidth class descriptionZTE CorporationR4-1907471Draft CR to 38.101-1. Clarify all RB reference so transmission BW applies for all SCSQualcomm IncorporatedR4-1907474Draft CR for TS 38.101-1 Correction of channel bandwidth set for NR CAHuaweiR4-1907477Draft CR to TS 38.101-1 on maximum aggregated bandwidth for NR CA configurationsZTE CorporationR4-1907481Correction of RefSens exceptions due to UL harmonic interference for NR CA in 38.101-1vivoR4-1907687Correction to CA carrier spacingEricsson",15.6.0,
2019-06,RAN#84,RP-191248,0037,1,B,Introduction of n48 in to TS 38.101-1,16.0.0,
2019-06,RAN#84,RP-191241,0040,,B,CR to REL-16 TS 38.101-1: Implementation of endorsed draft CRs on NR combinations and dual Connectivity combinations,16.0.0,
2019-06,RAN#84,RP-191242,0041,1,B,CR to TS 38.101-1: Introduction of band n14 – Endorsed R4-1904008 in RAN4#90b,16.0.0,
2019-06,RAN#84,RP-191246,0042,1,B,CR to TS 38.101-1: Introduction of band n30 + editorial in table 7.6.2-2,16.0.0,
2019-06,RAN#84,RP-191244,0043,1,B,CR to introduce n18 to TS 38.101-1,16.0.0,
2019-06,RAN#84,RP-191250,0044,1,B,n65 introduction to 38.101-1,16.0.0,
2019-06,RAN#84,RP-191251,0045,,B,Addition channel bandwidth of 30MHz for n50 in TS 38.101-1,16.0.0,
2019-06,RAN#84,RP-191252,0046,1,B,Introduction of a new NR band for LTE/NR spectrum sharing in Band 41/n41,16.0.0,
2019-06,RAN#84,RP-191241,0048,,B,CR on introducing NR inter-band CA of 3DL Bands and 1UL band,16.0.0,
2019-06,RAN#84,RP-191241,0049,,B,CR to reflect the completed NR inter-band CA/DC combinations into Rel16 TS38.101-1,16.0.0,
2019-06,RAN#84,RP-191241,0050,,B,CR to reflect the completed NR inter-band CA/DC combinations for 3 bands DL with 2 bands UL into Rel16 TS38.101-1,16.0.0,
2019-06,RAN#84,RP-191241,0051,,B,CR introduction completed band combinations 38.716-01-01 -> 38.101-1,16.0.0,
2019-09,RAN#85,RP-192038,0052,,F,Correction to FR1 ASEM NS_27,16.1.0,
2019-09,RAN#85,RP-192032,0053,,B,Addition of NS information on 30MHz support for n41,16.1.0,
2019-09,RAN#85,RP-192031,0054,1,B,Addition of new channel bandwidths for n7 into TS 38.101-1,16.1.0,
2019-09,RAN#85,RP-192027,0055,,B,CR on introducing NR intra-band CA for 3DL Bands and 1UL band,16.1.0,
2019-09,RAN#85,RP-192027,0057,1,F,Minor corrections of intra-band non-contiguous CA operating bands in TS 38.101-1,16.1.0,
2019-09,RAN#85,RP-192027,0058,1,F,Adding DeltaFHD for CA_n1-n77 refersense requirments,16.1.0,
2019-09,RAN#85,RP-192032,0060,,B,CR to introduce 30MHz bandwidth of n41 into TS 38.101-1,16.1.0,
2019-09,RAN#85,RP-192026,0061,1,B,Characteristics of Interfering signal for Contiguous Intra-band CA Class B,16.1.0,
2019-09,RAN#85,RP-192027,0062,1,F,Correction Inter-band CA configurations,16.1.0,
2019-09,RAN#85,RP-192027,0063,1,F,Finalizing Generic Intra-band Contiguous CA Class B requirements,16.1.0,
2019-09,RAN#85,RP-192034,0064,1,B,n29 introduction to 38.101,16.1.0,
2019-09,RAN#85,RP-192027,0065,,F,[SUL] CR on SUL band combinations into Rel-16 TS 38.101-1,16.1.0,
2019-09,RAN#85,RP-192029,0066,,B,CR on Introduction of SUL band n89 into Rel-16 TS 38.101-1,16.1.0,
2019-09,RAN#85,RP-192046,0068,2,F,Correction to Band n66,16.1.0,
2019-09,RAN#85,RP-192026,0070,1,F,CR to 38.101-1. Revamp CA ACS and IBB tables to differentiate by band numbers and not frequency,16.1.0,
2019-09,RAN#85,RP-192038,0071,,F,CR to 38.101-1. Add missing AMPR to NS27,16.1.0,
2019-09,RAN#85,RP-192026,0072,,B,CR for 38.101-1 Rx requirement for NR intra-band non-contiguous CA,16.1.0,
2019-09,RAN#85,RP-192036,0073,,F,CR for 38.101-1: Correction to the Spurious Emission for UE Coexistence table for n14,16.1.0,
2019-09,RAN#85,RP-192037,0074,,F,CR for 38.101-1: Correction to the Spurious Emission for UE Coexistence table for n30,16.1.0,
2019-09,RAN#85,RP-192027,0075,,B,CR introduction completed band combinations 38.716-01-01 -> 38.101-1,16.1.0,
2019-09,RAN#85,RP-192027,0076,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into Rel16 TS 38.101-1,16.1.0,
2019-09,RAN#85,RP-192027,0077,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into Rel16 TS 38.101-1,16.1.0,
2019-09,RAN#85,RP-192049,0079,,A,CR to TS 38.101-1: Implementation of endorsed draft CRs from RAN4#92 (Rel-16)- Mirrors changes in R4-1910350 (of RAN4#92)  for Rel-15 TS 38.101-1,16.1.0,
2019-12,RAN#86,RP-193022,0097,,F,CR to align NS27 AMPR to CA_NS_10 AMPR for 40MHz BW at the center of band 48.,16.2.0,
2019-12,RAN#86,RP-193028,0099,,A,CR for 38.101- RX Out-of-Band Blocking for B38 and B41,16.2.0,
2019-12,RAN#86,RP-193028,0103,,A,CR for 38.101-1 n39 AMPR,16.2.0,
2019-12,RAN#86,RP-193013,0105,1,B,Introduction of 2010-2025MHz SUL band into Rel-16 TS 38.101-1,16.2.0,
2019-12,RAN#86,RP-193015,0110,,B,"Addition of 25, 30 and 40 MHz to NR band n25 in TS 38.101-1",16.2.0,
2019-12,RAN#86,RP-193028,0112,,A,Sync raster to SSB resource element mapping,16.2.0,
2019-12,RAN#86,RP-193028,0114,,A,CR to TS 38.101-1 Almost contiguous A-MPR (R16),16.2.0,
2019-12,RAN#86,RP-193028,0118,,A,CR to 38.101-1 (Rel-16) to clarify measurement interval and observation window on frequency error,16.2.0,
2019-12,RAN#86,RP-193020,0119,,D,Format misalignment on NS_47 protection requirement table,16.2.0,
2019-12,RAN#86,RP-193028,0121,,A,CR to TS 38.101-1: Replace CBW with symbols defined in the specification,16.2.0,
2019-12,RAN#86,RP-193012,0124,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into Rel16 TS 38.101-1,16.2.0,
2019-12,RAN#86,RP-193012,0125,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into Rel16 TS 38.101-1,16.2.0,
2019-12,RAN#86,RP-193012,0126,,F,CR to remove square brackets for n90 in TS38.101-1,16.2.0,
2019-12,RAN#86,RP-193028,0128,,A,"CR for TS38.101-1, Clarification and Editorial corrections",16.2.0,
2019-12,RAN#86,RP-193012,0132,,B,Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,16.2.0,
2019-12,RAN#86,RP-193029,0133,,B,Adding band n71 and n28 to 4 Rx antenna ports support in 38.101-1,16.2.0,
2019-12,RAN#86,RP-193028,0137,,A,CR for TS 38.101-1: Editorial correction for n2 uplink configuration note index in Table 7.3.2-3,16.2.0,
2019-12,RAN#86,RP-193028,0138,,A,CR to TS 38.101-1 on A-MPR table cleanup (Rel-16),16.2.0,
2019-12,RAN#86,RP-193029,0140,,A,"CR for TS 38.101-1: Removing CA configurations for CA_n77D/E, CA_n78D/E, and CA_n79D/E",16.2.0,
2019-12,RAN#86,RP-193029,0144,,A,CR for TS 38.101-1: Fix out-of-band blocking issue for n50 and n75,16.2.0,
2019-12,RAN#86,RP-193029,0146,,A,CR to TS 38.101-1 on corrections to channel raster entries for NR band (Rel-16),16.2.0,
2019-12,RAN#86,RP-193029,0150,,A,CR to transmit modulation quality in FR1,16.2.0,
2019-12,RAN#86,RP-193012,0151,,F,Corrections Intra-band CA simultaneous TX/RX requirements,16.2.0,
2019-12,RAN#86,RP-193029,0153,,F,Removal of brackets from reciever requirements in 38.101-1 REL-16,16.2.0,
2019-12,RAN#86,RP-193012,0155,,B,Extension of CA BW class B,16.2.0,
2019-12,RAN#86,RP-193029,0157,,A,CR to 38.101-1: Editorial correction of UL RMCs,16.2.0,
2019-12,RAN#86,RP-193012,0164,,B,CR for 38.101-1 introduce SUL band combination CA_n78(2A)_SUL_n78A-n86A,16.2.0,
2019-12,RAN#86,RP-193010,0165,,F,CR for 38.101-1: add BCS1 configurations for CA_n78(2A),16.2.0,
2019-12,RAN#86,RP-193017,0166,,B,CR to 38.101-1 - Band n75 - wider CBW,16.2.0,
2019-12,RAN#86,RP-193018,0167,,B,CR for TS 38.101: adding wider channel bandwidths,16.2.0,
2019-12,RAN#86,RP-193016,0168,,B,CR to 38.101-1: Addition of channel bandwidth for band n38,16.2.0,
2019-12,RAN#86,RP-193012,0169,,B,CR introduction completed band combinations 38.716-01-01 -> 38.101-1,16.2.0,
2019-12,RAN#86,RP-193012,0170,,B,CR introduction completed band combinations 38.716-04-01 -> 38.101-1,16.2.0,
2019-12,RAN#86,RP-193021,0171,,C,"CR for 38.101-1: Making 90 MHz channel bandwidth mandatory for n41, n78 and n90",16.2.0,
2019-12,RAN#86,RP-193020,0172,,B,CR for 38.101-1: adding 30 MHz CHBW to NS_04 for n41,16.2.0,
2019-12,RAN#86,RP-193029,0174,,A,CR to 38.101-1-g10 Corrections to Transient Time Masks,16.2.0,
2019-12,RAN#86,RP-193010,0176,1,F,CR for intra-band DL contiguous CA RF requirements,16.2.0,
2019-12,RAN#86,RP-193010,0179,,B,Introduction of almost contiguous MPR for PC2,16.2.0,
2019-12,RAN#86,RP-193029,0180,,A,CR for asynchronous operation for NR CA n78-n79,16.2.0,
2019-12,RAN#86,RP-193028,0182,,A,CR to 38.101-1: DMRS Exceptions,16.2.0,
2020-03,RAN#87,RP-200408,0191,,F,Corrections to n65,16.3.0,
2020-03,RAN#87,RP-200377,0201,1,F,CR for 38.101-1 to introduce BCS1 for CA_n77C and CA_n78C,16.3.0,
2020-03,RAN#87,RP-200394,0203,,A,CR to TS 38.101-1 on corrections to network signalling value (Rel-16),16.3.0,
2020-03,RAN#87,RP-200484,0208,,A,CR for 38.101- n39 NS flag change due to conflict,16.3.0,
2020-03,RAN#87,RP-200394,0210,,A,Mirror CR for 38.101-1: n41 and n25 corrections,16.3.0,
2020-03,RAN#87,RP-200380,0211,2,F,CR for 38.101-1: Corrections to intra-band CA tables,16.3.0,
2020-03,RAN#87,RP-200387,0212,,F,CR for 38.101-1: Missing 70 MHz for NS_01,16.3.0,
2020-03,RAN#87,RP-200381,0215,,B,CR for 38.101-1: Introduction of n26,16.3.0,
2020-03,RAN#87,RP-200380,0216,,F,CR to TS 38.101-1: Corrections on MSD tables for CA_n20-n78 and CA_n66-n78,16.3.0,
2020-03,RAN#87,RP-200394,0218,,A,CR to TS 38.101-1: corrections on ACS for intra-band contiguous CA,16.3.0,
2020-03,RAN#87,RP-200380,0219,1,F,CR to TS 38.101-1: Improvement on NR 3DL inter-band CA combination,16.3.0,
2020-03,RAN#87,RP-200394,0221,,A,"CR to TS 38.101-1: Replace CBW with symbols defined in the specification.NOTE:The CR is based on something else than the latest version of the specification and therefore it is not implemented, e.g. Tables 6.2.3.1-1, 7.6.2-2 and Table 7.6.2-4 in CR0221 are different compared to those in 38.101-1 v16.2.0.",16.3.0,
2020-03,RAN#87,RP-200380,0222,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into Rel16 TS 38.101-1,16.3.0,
2020-03,RAN#87,RP-200380,0223,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into Rel16 TS 38.101-1,16.3.0,
2020-03,RAN#87,RP-200394,0224,1,B,Introduction of n53 into TS 38.101-1,16.3.0,
2020-03,RAN#87,RP-200394,0229,,A,"CR for TS38.101-1, Remove notes for UE channel bandwidth",16.3.0,
2020-03,RAN#87,RP-200394,0231,,A,"CR for TS38.101-1, Correction of IE RF-Parameters name of maxUplinkDutyCycle",16.3.0,
2020-03,RAN#87,RP-200380,0234,1,B,Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,16.3.0,
2020-03,RAN#87,RP-200377,0239,1,F,CR for TS 38.101-1: Corrections for n48 receiver requirements,16.3.0,
2020-03,RAN#87,RP-200386,0240,1,B,CR for TS 38.101: adding wider channel bandwidths for n66,16.3.0,
2020-03,RAN#87,RP-200392,0241,1,F,Maintenance on the UE BW for n92 and n94,16.3.0,
2020-03,RAN#87,RP-200392,0242,,F,Maintenance on the Rx-Tx separation terms,16.3.0,
2020-03,RAN#87,RP-200394,0244,,A,CR for 38.101-1: to remove fallback group 1 in table 5.5A.1-1,16.3.0,
2020-03,RAN#87,RP-200389,0247,,F,CR for 38.101-1: to correct CA_n8A-n75A REFSENS,16.3.0,
2020-03,RAN#87,RP-200384,0249,1,B,CR for 38.101-1: to introduce UE RF requirements for adding wider channel bandwidth in band n28,16.3.0,
2020-03,RAN#87,RP-200383,0250,1,B,CR to 38.101-1 Band n1 - wider CBW - Additional Channel BW,16.3.0,
2020-03,RAN#87,RP-200385,0252,1,B,CR to 38.101-1 Band n38 - wider CBW - Additional Channel BW,16.3.0,
2020-03,RAN#87,RP-200380,0260,1,F,Editorial corrections,16.3.0,
2020-03,RAN#87,RP-200377,0263,,F,CR for alomost contiguous allocation applicability,16.3.0,
2020-03,RAN#87,RP-200394,0265,1,A,CR for inter-band CA Tx requirement,16.3.0,
2020-03,RAN#87,RP-200377,0266,1,F,CR for intra-band CA configuration and DL RF requirements,16.3.0,
2020-03,RAN#87,RP-200391,0273,,F,CR for 38.101-1: Mandatory support for n41 by UEs that support n90,16.3.0,
2020-03,RAN#87,RP-200394,0275,,A,"CR for [agreed] asynchronous operation for NR CA n78-n79NOTE:The CR is based on something else than the latest version of the specification and therefore it is not implemented, e.g. Tables 6.2A.4.2.3-1, Table 7.3A.6-1, 7.3A.6.2 and table notes are different compared to those in 38.101-1 v16.2.0.",16.3.0,
2020-03,RAN#87,RP-200380,0280,,F,CR for 38.101-1: delta Tib corrections,16.3.0,
2020-03,RAN#87,RP-200394,0281,,A,"Removal of unnecessary definition of offsetmax,IMD3 from Table 6.2.3.2-1",16.3.0,
2020-06,RAN#88,RP-201338,0293,4,B,CR to TS 38.101-1: Switching time mask between two uplink carriers in UL CA and SUL,16.4.0,
2020-06,RAN#88,RP-200959,0294,,F,Corrections to CA n48,16.4.0,
2020-06,RAN#88,RP-200985,0300,,A,CR to asymmetric CBW operation in FR1,16.4.0,
2020-06,RAN#88,RP-200985,0302,,A,CR on ACLR MBW definition in FR1,16.4.0,
2020-06,RAN#88,RP-200959,0305,,B,Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-1,16.4.0,
2020-06,RAN#88,RP-200959,0307,,F,CR Coexistence cleanup for 38101-1 Rel16,16.4.0,
2020-06,RAN#88,RP-200985,0310,,A,CR to TS 38.101-1 R16: corrections on ACS for intra-band contiguous CA,16.4.0,
2020-06,RAN#88,RP-200966,0311,,F,CR for TS 38.101-1: UL harmonic MSD and OOBB exception,16.4.0,
2020-06,RAN#88,RP-200981,0315,,F,Update 4Rx Requirement for Band n30,16.4.0,
2020-06,RAN#88,RP-200958,0317,,B,CR on NR V2X UE RF requirements for single carrier in TS38.101-1,16.4.0,
2020-06,RAN#88,RP-200985,0327,,A,Maintenance CR to 38101-1 on relative power tolerance R16,16.4.0,
2020-06,RAN#88,RP-200974,0329,,F,Endorsed CR on default AMPR signaling for n91 n92 n93 and n94,16.4.0,
2020-06,RAN#88,RP-200985,0331,,A,Update of CSI-RS definition for FR1 DL RMCs,16.4.0,
2020-06,RAN#88,RP-200985,0335,,A,Correction to FR1 QPSK UL RMC,16.4.0,
2020-06,RAN#88,RP-200966,0336,,B,CR to TS38.101-1: Introduction of NR DC(Clauses 3,16.4.0,
2020-06,RAN#88,RP-200985,0338,,A,CR to TS 38.101-1: Correction on the CA nominal channel spacing,16.4.0,
2020-06,RAN#88,RP-200985,0340,,A,CR to TS 38.101-1: Replace CBW with symbols defined in the specification.,16.4.0,
2020-06,RAN#88,RP-200959,0341,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into Rel16 TS 38.101-1,16.4.0,
2020-06,RAN#88,RP-200985,0345,,A,30k SSB SCS for n50,16.4.0,
2020-06,RAN#88,RP-200985,0347,,A,Addition of 30k SSB SCS for Band n38,16.4.0,
2020-06,RAN#88,RP-200985,0354,,A,IBE measurements for Pi/2 BPSK with spectrum shaping,16.4.0,
2020-06,RAN#88,RP-200959,0357,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into Rel16 TS 38.101-1,16.4.0,
2020-06,RAN#88,RP-200959,0360,,B,CR introduction completed band combinations 38.716-01-01 -,16.4.0,
2020-06,RAN#88,RP-200959,0361,,B,CR introduction completed band combinations 38.716-04-01 -,16.4.0,
