CA_48C,CA_48C,"5, 10, 15, 20",20,,,,40,0
,,20,"5, 10, 15",,,,,
CA_48D,CA_48C,"5,10,15,20",20,20,,,60,0
,,20,20,"5,10,15",,,,
CA_48E,CA_48C,"5,10,15,20",20,20,20,,80,0
,,20,20,20,"5,10,15",,,
CA_48F,-,"5, 10, 15, 20",20,20,20,20,100,0
,,20,20,20,20,"5, 10, 15, 20",,
CA_66B,CA_66B,5,"5, 10, 15",,,,20,0
,,10,"5, 10",,,,,
,,15,5,,,,,
CA_66C,CA_66C,5,20,,,,40,0
,,10,"15, 20",,,,,
,,15,"10, 15, 20",,,,,
,,20,"5, 10, 15, 20",,,,,
CA_66D,-,5,20,20,,,60,0
,,20,5,20,,,,
,,20,20,5,,,,
,,10,20,15,,,,
,,15,20,10,,,,
,,"10, 15, 20","15, 20",20,,,,
,,"15, 20",10,20,,,,
,,15,"15, 20",15,,,,
,,20,"15, 20","10, 15",,,,
,,20,10,15,,,,
CA_70C,-,5,20,,,,25,0
,,10,15,,,,,
,,15,10,,,,,
"NOTE 1:The CA configuration refers to an operating band and a CA bandwidth class specified in Table 5.6A-1 (the indexing letter). Absence of a CA bandwidth class for an operating band implies support of all classes.NOTE 2:For the supported CC bandwidth combinations, the CC downlink and uplink bandwidths are equal.NOTE 3: Uplink CA configurations are the configurations supported by the present release of specifications.NOTE 4: Restricted to E-UTRA operation when inter-band carrier aggregation is configured. The downlink operating band is paired with the uplink operating band (external) of the carrier aggregation configuration that is supporting the configured Pcell.NOTE 5:8Rx Requirements are applicable for this band configuration if UE supports 8Rx.",,,,,,,,
