NR CA configuration,Uplink CA configuration,NR Band,Channel bandwidth (MHz) (note 3),Bandwidth combination set
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258J,
CA_n66A-n258K,CA_n66A-n258A/G/H/I/J/K,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n258,CA_n258K,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258K,
CA_n66A-n258L,CA_n66A-n258A/G/H/I/J/K/L,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n258,CA_n258L,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258L,
CA_n66A-n258M,CA_n66A-n258A/G/H/I/J/K/L/M,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n258,CA_n258M,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258M,
CA_n66A-n258O,CA_n66A-n258A/O,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n258,CA_n258O,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258O,
CA_n66A-n258P,CA_n66A-n258A/O/P,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n258,CA_n258P,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258P,
CA_n66A-n258Q,CA_n66A-n258A/O/P/Q,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n258,CA_n258Q,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258Q,
CA_n66A-n258(2A),CA_n66A-n258A,n66,"5, 10, 15, 20, 40",0
,,n258,CA_n258(2A),
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258(2A),
CA_n66A-n258(3A),CA_n66A-n258A,n66,"5, 10, 15, 20, 40",0
,,n258,CA_n258(3A),
CA_n66A-n258(4A),CA_n66A-n258A,n66,"5, 10, 15, 20, 40",0
,,n258,CA_n258(4A),
CA_n66A-n258(5A),CA_n66A-n258A,n66,"5, 10, 15, 20, 40",0
,,n258,CA_n258(5A),
CA_n66A-n258(2G),CA_n66A-n258A/G,n66,"5, 10, 15, 20, 25, 30, 40",0
,,n258,CA_n258(2G),
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258(2G),
CA_n66A-n258(A-G),CA_n66A-n258A/G,n66,"5, 10, 15, 20, 25, 30, 40",0
,,n258,CA_n258(A-G),
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258(A-G),
CA_n66A-n258(A-H),CA_n66A-n258A/G/H,n66,"5, 10, 15, 20, 25, 30, 40",0
,,n258,CA_n258(A-H),
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258(A-H),
CA_n66A-n258(A-I),CA_n66A-n258A/G/H/I,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258(A-I),
CA_n66A-n258(A-J),CA_n66A-n258A/G/H/I/J,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258(A-J),
CA_n66A-n258(G-H),CA_n66A-n258A/G/H,n66,"5, 10, 15, 20, 25, 30, 40",0
,,n258,CA_n258(G-H),
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258(G-H),
CA_n66A-n258(G-I),CA_n66A-n258A/G/H/I,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258(G-I),
CA_n66A-n258(G-J),CA_n66A-n258A/G/H/I/J,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258(G-J),
CA_n66A-n260A,CA_n66A-n260A,n66,"5, 10, 15, 20, 40",0
,,n260,"50, 100, 200, 400",
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,See n260 channel bandwidths in Table 5.3.5-1,
CA_n66A-n260(2A),CA_n66A-n260A,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260(2A),
CA_n66A-n260(3A),CA_n66A-n260A,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260(3A),
CA_n66A-n260(4A),CA_n66A-n260A,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260(4A),
CA_n66A-n260(5A),CA_n66A-n260A,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260(5A),
CA_n66A-n260(6A),CA_n66A-n260A,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260(6A),
CA_n66A-n260(7A),CA_n66A-n260A,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260(7A),
CA_n66A-n260(8A),CA_n66A-n260A,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260(8A),
CA_n66A-n260G,CA_n66A-n260A/G,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260G,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260G,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260G,
CA_n66A-n260H,CA_n66A-n260A/G/H,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260H,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260H,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260H,
CA_n66A-n260I,CA_n66A-n260A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260I,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260I,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260I,
CA_n66A-n260J,CA_n66A-n260A/G/H/I/J,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260J,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260J,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260J,
CA_n66A-n260K,CA_n66A-n260A/G/H/I/J/K,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260K,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260K,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260K,
CA_n66A-n260L,CA_n66A-n260A/G/H/I/J/K/L,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260L,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260L,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260L,
CA_n66A-n260M,CA_n66A-n260A/G/H/I/J/K/L/M,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260M,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260M,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260M,
CA_n66A-n260O,CA_n66A-n260A/O,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n260,CA_n260O,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260O,
CA_n66A-n260P,CA_n66A-n260A/O/P,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n260,CA_n260P,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260P,
CA_n66A-n260Q,CA_n66A-n260A/O/P/Q,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",0
,,n260,CA_n260Q,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260Q,
CA_n66A-n260R2,CA_n66A-n260A/R2,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260R2,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260R2,
CA_n66A-n260R3,CA_n66A-n260A/R2/R3,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260R3,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260R3,
CA_n66A-n260R4,CA_n66A-n260A/R2/R3/R4,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260R4,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260R4,
CA_n66A-n260R5,CA_n66A-n260A/R2/R3/R4,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260R5,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260R5,
CA_n66A-n260R6,CA_n66A-n260A/R2/R3/R4,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260R6,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260R6,
CA_n66A-n260R7,CA_n66A-n260A/R2/R3/R4,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260R7,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260R7,
CA_n66A-n260R8,CA_n66A-n260A/R2/R3/R4,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260R8,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260R8,
CA_n66A-n260R9,CA_n66A-n260A/R2/R3/R4,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260R9,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260R9,
CA_n66A-n260R10,CA_n66A-n260A/R2/R3/R4,n66,"5, 10, 15, 20, 40",0
,,n260,CA_n260R10,
,,n66,"5, 10, 15, 20, 25, 30, 40",1
,,n260,CA_n260R10,
CA_n66(2A)-n260A,CA_n66A-n260A,n66,CA_n66(2A)_BCS1,0
,,n260,"50, 100, 200, 400",
CA_n66(2A)-n260G,CA_n66A-n260A/G,n66,CA_n66(2A)_BCS1,0
,,n260,CA_n260G,
CA_n66(2A)-n260H,CA_n66A-n260A/G/H,n66,CA_n66(2A)_BCS1,0
,,n260,CA_n260H,
CA_n66(2A)-n260I,CA_n66A-n260A/G/H/I,n66,CA_n66(2A)_BCS1,0
,,n260,CA_n260I,
CA_n66(2A)-n260J,CA_n66A-n260A/G/H/I/J,n66,CA_n66(2A)_BCS1,0
,,n260,CA_n260J,
CA_n66(2A)-n260K,CA_n66A-n260A/G/H/I/J/K,n66,CA_n66(2A)_BCS1,0
,,n260,CA_n260K,
CA_n66(2A)-n260L,CA_n66A-n260A/G/H/I/J/K/L,n66,CA_n66(2A)_BCS1,0
,,n260,CA_n260L,
CA_n66(2A)-n260M,CA_n66A-n260A/G/H/I/J/K/L/M,n66,CA_n66(2A)_BCS1,0
,,n260,CA_n260M,
CA_n66A-n261A,CA_n66A-n261A,n66,"5, 10, 15, 20, 40",0
,,n261,"50, 100, 200, 400",
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,See n261 channel bandwidths in Table 5.3.5-1,
CA_n66A-n261(2A),CA_n66A-n261A,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(2A),
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261(2A),
CA_n66A-n261(3A),CA_n66A-n261A,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(3A),
CA_n66A-n261(4A),CA_n66A-n261A,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(4A),
CA_n66A-n261G,CA_n66A-n261A/G,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261G,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261G,
CA_n66A-n261H,CA_n66A-n261A/G/H,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261H,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261H,
CA_n66A-n261I,CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261I,
,,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261I,
CA_n66A-n261J,CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261J,
,CA_n66A-n261A/G/H/I/J,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261J,
CA_n66A-n261K,CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261K,
,CA_n66A-n261A/G/H/I/J/K,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261K,
CA_n66A-n261L,CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261L,
,CA_n66A-n261A/G/H/I/J/K/L,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261L,
CA_n66A-n261M,CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261M,
,CA_n66A-n261A/G/H/I/J/K/L/M,n66,See n66 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261M,
CA_n66A-n261O,CA_n66A-n261A,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261O,
CA_n66A-n261P,CA_n66A-n261A,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261P,
CA_n66A-n261Q,CA_n66A-n261A,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261Q,
CA_n66A-n261(2G),CA_n66A-n261A/G,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(2G),
CA_n66A-n261(2H),CA_n66A-n261A/G/H,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(2H),
CA_n66A-n261(2I),CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(2I),
CA_n66A-n261(A-G),CA_n66A-n261A/G,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(A-G),
CA_n66A-n261(A-H),CA_n66A-n261A/G/H,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(A-H),
CA_n66A-n261(A-I),CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(A-I),
CA_n66A-n261(A-J),CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(A-J),
CA_n66A-n261(A-K),CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(A-K),
CA_n66A-n261(A-L),CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(A-L),
CA_n66A-n261(G-H),CA_n66A-n261A/G/H,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(G-H),
CA_n66A-n261(H-I),CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(H-I),
CA_n66A-n261(G-I),CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(G-I),
CA_n66A-n261(A-G-H),CA_n66A-n261A/G/H,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(A-G-H),
CA_n66A-n261(A-G-I),CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(A-G-I),
CA_n66A-n261(2A-H),CA_n66A-n261A/G/H,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(2A-H),
CA_n66A-n261(2A-G),CA_n66A-n261A/G,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(2A-G),
CA_n66A-n261(2A-I),CA_n66A-n261A/G/H/I,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(2A-I),
CA_n66A-n261(A-2G),CA_n66A-n261A/G,n66,"5, 10, 15, 20, 40",0
,,n261,CA_n261(A-2G),
CA_n71A-n257A,CA_n71A-n257A,n71,"5, 10, 15, 20",0
,,n257,"50, 100, 200, 400",
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,See n257 channel bandwidths in Table 5.3.5-1,
CA_n71A-n257G,CA_n71A-n257A/G,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257G,
CA_n71A-n257H,CA_n71A-n257A/G/H,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257H,
CA_n71A-n257I,CA_n71A-n257A/G/H/I,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257I,
CA_n71A-n257J,CA_n71A-n257A/G/H/I/J,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257J,
CA_n71A-n257K,CA_n71A-n257A/G/H/I/J/K,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257K,
CA_n71A-n257L,CA_n71A-n257A/G/H/I/J/K/L,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257L,
CA_n71A-n257M,CA_n71A-n257A/G/H/I/J/K/L/M,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257M,
CA_n71A-n257O,CA_n71A-n257A/O,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n257,CA_n257O,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257O,
CA_n71A-n257P,CA_n71A-n257A/O/P,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n257,CA_n257P,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257P,
CA_n71A-n257Q,CA_n71A-n257A/O/P/Q,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n257,CA_n257Q,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n257,CA_n257Q,
CA_n71A-n258A,CA_n71A-n258A,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,"50, 100, 200, 400",
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,See n258 channel bandwidths in Table 5.3.5-1,
CA_n71A-n258G,CA_n71A-n258A/G,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258G,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258G,
CA_n71A-n258H,CA_n71A-n258A/G/H,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258H,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258H,
CA_n71A-n258I,CA_n71A-n258A/G/H/I,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258I,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258I,
CA_n71A-n258J,CA_n71A-n258A/G/H/I/J,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258J,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258J,
CA_n71A-n258K,CA_n71A-n258A/G/H/I/J/K,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258K,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258K,
CA_n71A-n258L,CA_n71A-n258A/G/H/I/J/K/L,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258L,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258L,
CA_n71A-n258M,CA_n71A-n258A/G/H/I/J/K/L/M,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258M,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258M,
CA_n71A-n258O,CA_n71A-n258A/O,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258O,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258O,
CA_n71A-n258P,CA_n71A-n258A/O/P,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258P,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258P,
CA_n71A-n258Q,CA_n71A-n258A/O/P/Q,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n258,CA_n258Q,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n258,CA_n258Q,
CA_n71A-n260A,CA_n71A-n260A,n71,"5, 10, 15, 20",0
,,n260,"50, 100, 200, 400",
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,See n260 channel bandwidths in Table 5.3.5-1,
CA_n71A-n260G,CA_n71A-n260A/G,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260G,
CA_n71A-n260H,CA_n71A-n260A/G/H,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260H,
CA_n71A-n260I,CA_n71A-n260A/G/H/I,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260I,
CA_n71A-n260J,CA_n71A-n260A/G/H/I/J,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260J,
CA_n71A-n260K,CA_n71A-n260A/G/H/I/J/K,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260K,
CA_n71A-n260L,CA_n71A-n260A/G/H/I/J/K/L,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260L,
CA_n71A-n260M,CA_n71A-n260A/G/H/I/J/K/L/M,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260M,
CA_n71A-n260O,CA_n71A-n260A/O,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n260,CA_n260O,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260O,
CA_n71A-n260P,CA_n71A-n260A/O/P,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n260,CA_n260P,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260P,
CA_n71A-n260Q,CA_n71A-n260A/O/P/Q,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n260,CA_n260Q,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n260,CA_n260Q,
CA_n71A-n260(2A),-,n71,"5, 10, 15, 20",0
,,n260,CA_n260(2A),
CA_n71A-n260(3A),-,n71,"5, 10, 15, 20",0
,,n260,CA_n260(3A),
CA_n71A-n260(4A),-,n71,"5, 10, 15, 20",0
,,n260,CA_n260(4A),
CA_n71A-n261A,CA_n71A-n261A,n71,"5, 10, 15, 20",0
,,n261,"50, 100, 200, 400",
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,See n261 channel bandwidths in Table 5.3.5-1,
CA_n71A-n261G,CA_n71A-n261A/G,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n261,CA_n261G,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261G,
CA_n71A-n261H,CA_n71A-n261A/G/H,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n261,CA_n261H,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261H,
CA_n71A-n261I,CA_n71A-n261A/G/H/I,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n261,CA_n261I,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261I,
CA_n71A-n261J,CA_n71A-n261A/G/H/I/J,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n261,CA_n261J,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261J,
CA_n71A-n261K,CA_n71A-n261A/G/H/I/J/K,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n261,CA_n261K,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261K,
CA_n71A-n261L,CA_n71A-n261A/G/H/I/J/K/L,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n261,CA_n261L,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261L,
CA_n71A-n261M,CA_n71A-n261A/G/H/I/J/K/L/M,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n261,CA_n261M,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261M,
CA_n71A-n261O,CA_n71A-n261A/O,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n261,CA_n261O,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261O,
CA_n71A-n261P,CA_n71A-n261A/O/P,n71,"5, 10, 15, 20, 25, 30, 35",0
,,n261,CA_n261P,
,,n71,See n71 channel bandwidths in Table 5.3.5-1,4 and 5
,,n261,CA_n261P,
