Duplex,Table,Name,BW,Mod,TCR,RB,RBOffset,UE Categ,Notes
TDD,Table A.3.4.2.2-2,R.72 TDD,10,256QAM,0.62,50,,≥ 11,
TDD,Table A.3.4.2.2-2,R.72-1 TDD,5,256QAM,0.62,25,,≥ 11,
TDD,Table A.3.4.2.2-2,R.72-2 TDD,15,256QAM,0.62,75,,≥ 11,
TDD,Table A.3.4.2.2-2,R.72-3 TDD,20,256QAM,0.62,100,,≥ 11,
TDD,Table A.3.4.2.2-2,R.73 TDD,10,64QAM,0.44,50,,≥ 5,
TDD,Table A.3.4.2.2-2,R.74 TDD,10,16QAM,1/2,50,,≥ 5,
TDD,Table A.3.4.2.2-3,R.74-1 TDD,5,16QAM,1/2,25,,≥ 5,
TDD,Table A.3.4.2.2-3,R.74-2 TDD,15,16QAM,1/2,75,,≥ 5,
TDD,Table A.3.4.2.2-3,R.74-3 TDD,20,16QAM,1/2,100,,≥ 5,
TDD,Table A.3.4.2.2-2,R.85 TDD,10,64QAM,1/2,24,,≥ 1,
TDD,Table A.3.4.2.2-2,R.93 TDD,10,64QAM,0.50,24,,≥ 1,
TDD,Table A.3.4.2.2-4,R.95 TDD,10,16QAM,1/2,3,,M2,
