Duplex,Table,Name,BW,Mod,TCR,RB,RBOffset,UE Categ,Notes
TDD,Table A.2.3.2.1-1A,,10 - 20,QPSK,1/3,48,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,15 - 20,QPSK,1/3,50,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,15 - 20,QPSK,1/3,54,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,15 - 20,QPSK,1/4,60,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,15 - 20,QPSK,1/4,64,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,15 - 20,QPSK,1/4,72,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,20,QPSK,1/5,75,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,20,QPSK,1/5,80,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,20,QPSK,1/5,81,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,20,QPSK,1/6,90,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1A,,20,QPSK,1/6,96,,≥ 1,UL-DL configuration 0
TDD,Table A.2.3.2.1-1a,,1.4 - 20,QPSK,1/3,1,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,1.4 - 20,QPSK,1/3,2,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,1.4 - 20,QPSK,1/3,3,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,1.4 - 20,QPSK,1/3,4,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,1.4 - 20,QPSK,1/3,5,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,3-20,QPSK,1/3,6,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,3-20,QPSK,1/3,8,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,3-20,QPSK,1/3,9,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,3-20,QPSK,1/3,10,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,3-20,QPSK,1/4,12,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,5-20,QPSK,1/5,15,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,5-20,QPSK,1/5,16,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,5-20,QPSK,1/6,18,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,5-20,QPSK,1/6,20,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,5-20,QPSK,1/8,24,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,10-20,QPSK,1/8,25,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,10-20,QPSK,1/8,27,,-,UE UL category 0
TDD,Table A.2.3.2.1-1a,,10-20,QPSK,1/10,30,,-,UE UL category 0
TDD,Table A.2.3.2.1-1b,,1.4-20,QPSK,1/3,1,,-,UE UL category M1
TDD,Table A.2.3.2.1-1b,,1.4-20,QPSK,1/3,2,,-,UE UL category M1
TDD,Table A.2.3.2.1-1b,,1.4-20,QPSK,1/3,3,,-,UE UL category M1
TDD,Table A.2.3.2.1-1b,,1.4-20,QPSK,1/3,4,,-,UE UL category M1
TDD,Table A.2.3.2.1-1b,,1.4-20,QPSK,1/3,5,,-,UE UL category M1
TDD,Table A.2.3.2.1-1b,,3-20,QPSK,1/3,6,,-,UE UL category M1
TDD,Table A.2.3.2.1-1c,,1.4-20,QPSK,1/3,1,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,1.4-20,QPSK,1/3,2,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,1.4-20,QPSK,1/3,3,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,1.4-20,QPSK,1/3,4,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,1.4-20,QPSK,1/3,5,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,3-20,QPSK,1/3,6,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,3-20,QPSK,1/3,9,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,3-20,QPSK,1/3,12,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,5-20,QPSK,1/3,15,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,5-20,QPSK,1/3,18,,-,UE UL category M2
TDD,Table A.2.3.2.1-1c,,5-20,QPSK,1/3,21,,-,UE UL category M2
