Duplex,Table,Name,BW,Mod,TCR,RB,RBOffset,UE Categ,Notes
TDD,Table A.3.9.2-1,R.31-4A TDD,20,64QAM,0.87-0.90,,,≥ 3,
TDD,Table A.3.9.2-1,R.31-5 TDD,15,64QAM,0.85-0.88,,,≥ 3,
TDD,Table A.3.9.2-1,R.31-5A TDD,15,64QAM,0.85-0.88,,,≥ 3,
TDD,Table A.3.9.2-1,R.31-6 TDD,10,64QAM,0.85-0.88,,,≥ 2,
TDD,Table A.3.9.2-1A,R.31-7 TDD,10,64QAM,0.78-0.82,,,≥ 6,
TDD,Table A.3.9.2-1A,R.31-8 TDD,15,64QAM,0.77-0.79,,,≥ 6,
TDD,Table A.3.9.2-1A,R.31-9 TDD,20,64QAM,0.79-0.81,,,≥ 6,
TDD,Table A.3.9.2-1A,R.31-7 TDD,10,64QAM,0.75-0.85,,,8,
TDD,Table A.3.9.2-1A,R.31-8 TDD,15,64QAM,0.76-0.84,,,8,
TDD,Table A.3.9.2-1A,R.31-9 TDD,20,64QAM,0.74-0.85,,,8,
TDD,Table A.3.9.2-2,R.68 TDD,20,256QAM,,,,11-12,
TDD,Table A.3.9.2-2,R.68-1 TDD,15,256QAM,,,,11-12,
TDD,Table A.3.9.2-2,R.68-2 TDD,10,256QAM,,,,11-12,
TDD,Table A.3.9.2-2,R.68-3 TDD,20,256QAM,,,,11-12,
TDD,Table A.3.9.2-2,R.68-4 TDD,15,256QAM,,,,11-12,
TDD,Table A.3.9.2-3,R.68-5 TDD,10,256QAM,0.78-0.82,,,11-12,
TDD,Table A.3.9.2-3,R.68-6 TDD,15,256QAM,0.79-0.82,,,11-12,
TDD,Table A.3.9.2-3,R.68-7 TDD,20,256QAM,0.78-0.80,,,11-12,
TDD,Table A.3.9.2-3,R.68-8 TDD,10,256QAM,0.70-0.77,,,8,
TDD,Table A.3.9.2-3,R.68-9 TDD,15,256QAM,0.70-0.76,,,8,
TDD,Table A.3.9.2-3,R.68-10 TDD,20,256QAM,0.69-0.77,,,8,
"FDD, EPDCCH scheduling",,,,,,,,,
FDD,Table A.3.9.3-1,R.31E-1 FDD,10,64QAM,0.40-0,,,≥ 1,
FDD,Table A.3.9.3-1,R.31E-2 FDD,10,64QAM,0.59-0.66,,,≥ 2,
FDD,Table A.3.9.3-1,R.31E-3 FDD,20,64QAM,0.59-0.63,,,≥ 2,
FDD,Table A.3.9.1-1,R.31E-3C FDD,15,64QAM,0.87-0.92,,,≥ 3,
FDD,Table A.3.9.3-1,R.31E-3A FDD,10,64QAM,0.85-0.92,,,≥ 2,
FDD,Table A.3.9.3-1,R.31E-4 FDD,20,64QAM,0.87-0.91,,,≥ 3,
FDD,Table A.3.9.1-1,R.31E-4B FDD,15,64QAM,0.87-0.90,,,≥ 4,
"TDD, EPDCCH scheduling",,,,,,,,,
TDD,Table A.3.9.4-1,R.31E-1 TDD,10,64QAM,0.40-0.41,,,≥ 1,
TDD,Table A.3.9.4-1,R.31E-2 TDD,10,64QAM,0.59-0.65,,,≥ 2,
TDD,Table A.3.9.4-1,R.31E-3 TDD,20,64QAM,0.59-0.63,,,≥ 2,
TDD,Table A.3.9.4-1,R.31E-3A TDD,15,64QAM,0.87-0.92,,,≥ 2,
TDD,Table A.3.9.4-1,R.31E-4 TDD,20,64QAM,0.87-0.90,,,≥ 3,
