Duplex,Table,Name,BW,Mod,TCR,RB,RBOffset,UE Categ,Notes
FDD,Table A.3.3.2.2-1,R.14-6 FDD,5,16QAM,1/2,25,,≥ 1,
FDD,Table A.3.3.2.2-1,R.14-7 FDD,15,16QAM,1/2,75,,≥ 2,
FDD,Table A.3.3.2.2-2,R.72 FDD,10,256QAM,0.62,50,,≥ 11,
FDD,Table A.3.3.2.2-2,R.72-1 FDD,5,256QAM,0.62,25,,≥ 11,
FDD,Table A.3.3.2.2-2,R.72-2 FDD,15,256QAM,0.62,75,,≥ 11,
FDD,Table A.3.3.2.2-2,R.72-3 FDD,20,256QAM,0.62,100,,≥ 11,
FDD,Table A.3.3.2.2-2,R.73 FDD,10,64QAM,0.43,50,,≥ 5,
FDD,Table A.3.3.2.2-2,R.74 FDD,10,16QAM,1/2,50,,≥ 5,
FDD,Table A.3.3.2.2-3,R.74-1 FDD,5,16QAM,1/2,25,,≥ 5,
FDD,Table A.3.3.2.2-3,R.74-2 FDD,15,16QAM,1/2,75,,≥ 5,
FDD,Table A.3.3.2.2-3,R.74-3 FDD,20,16QAM,1/2,100,,≥ 5,
FDD,Table A.3.3.2.2-2,R.85 FDD,10,64QAM,1/2,24,,≥ 1,
FDD,Table A.3.3.2.2-2,R.93 FDD,10,64QAM,0.52,24,,≥ 1,
FDD,Table A.3.3.2.2-4,R.95 FDD,10,16QAM,1/2,3,,M2,
FDD,Table A.3.3.2.2-3,R.xx1 FDD,10,1024QAM,,50,,"20, ≥ 22",UE DL Category
