SMTC configuration,,1~3,,SMTC.1,,SMTC.1,
reportConfigType,,1~3,,periodic,,periodic,
reportQuantity,,1~3,,ssb-Index-RSRP,,ssb-Index-RSRP,
Number of reported RS,,1~3,,1,,1,
L1-RSRP reporting period,,1~3,,slot80,,slot80,
EPRE ratio of PSS to SSS,,1~3,dB,0,,0,
EPRE ratio of PBCH DMRS to SSS,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,,,
EPRE ratio of OCNG DMRS to SSSNote 1,,,,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,,,,
Note2,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5",1~3,dBm/15 kHz,-94.65,,( for Channel 2 +8 dB),-117
,s,,,,,,-116.5
,NR_TDD_FR1_C,,,,,,-116
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-115.5
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-115
,NR_FDD_FR1_F,,,,,,-114.5
,NR_FDD_FR1_G,,,,,,-114
,NR_FDD_FR1_H,,,,,,-113.5
,NR_FDD_FR1_N,,,,,,-110.5
Note2,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5","1,2",dBm/SSB SCS,-94.65,,( for Channel 2 +8 dB),-117
,NR_FDD_FR1_B,,,,,,-116.5
,NR_TDD_FR1_C,,,,,,-116
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-115.5
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-115
,NR_FDD_FR1_F,,,,,,-114.5
,NR_FDD_FR1_G,,,,,,-114
,NR_FDD_FR1_H,,,,,,-113.5
,NR_FDD_FR1_N,,,,,,-110.5
,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5",3,,-91.65,,( for Channel 2 +8 dB),-114
,NR_FDD_FR1_B,,,,,,-113.5
,NR_TDD_FR1_C,,,,,,-114
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-112.5
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-112
,NR_FDD_FR1_F,,,,,,-111.5
,NR_FDD_FR1_G,,,,,,-111
,NR_FDD_FR1_H,,,,,,-110.5
,NR_FDD_FR1_N,,,,,,-107.5
,,1~3,dB,10,10,13,-3
SSB RSRP Note3,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5","1,2",dBm/SSB SCS,-84.65,,(RSRP for Cell 2 +24 dB),-120
,NR_FDD_FR1_B,,,,,,-119.5
,NR_TDD_FR1_C,,,,,,-119
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-118.5
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-118
,NR_FDD_FR1_F,,,,,,-117.5
,NR_FDD_FR1_G,,,,,,-117
,NR_FDD_FR1_H,,,,,,-116.5
,NR_FDD_FR1_N,,,,,,-113.5
,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5",3,,-81.65,,(RSRP for Cell 2 +24 dB),-117
,NR_FDD_FR1_B,,,,,,-116.5
,NR_TDD_FR1_C,,,,,,-116
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-115.5
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-115
,NR_FDD_FR1_F,,,,,,-114.5
,NR_FDD_FR1_G,,,,,,-114
,NR_FDD_FR1_H,,,,,,-113.5
,NR_FDD_FR1_N,,,,,,-110.5
Io Note3,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5","1,2",dBm/9.36 MHz,-56.28,,(Io for Channel 2 +19.75 dB),-87.28
,NR_FDD_FR1_B,,,,,,-86.78
,NR_TDD_FR1_C,,,,,,-86.28
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-85.78
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-85.28
,NR_FDD_FR1_F,,,,,,-84.78
,NR_FDD_FR1_G,,,,,,-84.28
,NR_FDD_FR1_H,,,,,,-83.78
,NR_FDD_FR1_N,,,,,,-80.78
,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5",3,dBm/38.16 MHz,-50.19,,(Io for Channel 2 +19.75 dB),-81.19
,NR_FDD_FR1_B,,,,,,-80.69
,NR_TDD_FR1_C,,,,,,-80.19
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,-79.69
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,-79.19
,NR_FDD_FR1_F,,,,,,-78.69
,NR_FDD_FR1_G,,,,,,-78.19
,NR_FDD_FR1_H,,,,,,-77.69
,NR_FDD_FR1_N,,,,,,-74.69
,,1~3,dB,10,10,13,-3
Propagation condition,,1~3,,AWGN,,AWGN,
Antenna configuration,,1~3,,1x2,,1x2,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 5: The test configuration excludes support for band n51 and it is not required to run this test on band n51 in this release of the specification.,,,,,,,
