Change history,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New Version
2024/06,RP-104,RP-241569,0135,3,F,Miscellaneous Rapporteur Corrections to 38.323 for SL Relay,18.2.0
,RP-104,RP-241573,0139,-,F,PDCP SN gap reporting,18.2.0
2024/09,RP-105,RP-242240,0140,-,F,Correction on data transmission and data volume calculation in MP,18.3.0
2024/12,RP-106,RP-243232,0141,2,F,Corrections on security for L2 U2U relay,18.4.0
,RP-106,RP-243233,0142,1,F,Correction for stored SDUs handling when a t-Reordering expires,18.4.0
,RP-106,RP-243233,0144,1,F,Correction for Delay Critical Indication from PDCP to RLC,18.4.0
2025/03,RP-107,RP-250663,0147,1,F,PDCP SN Gap report Corrections,18.5.0
2025/09,RP-109,RP-252779,0149,2,B,Introduction of R19 XR enhancements for PDCP spec.,19.0.0
,RP-109,RP-252780,0150,2,B,Introduction of multi-hop U2N relay in TS 38.323,19.0.0
2025/12,RP-110,RP-253730,0151,1,F,XR PDCP corrections,19.1.0
