Change history,,,,,,,
Date,TSG #,TSG Doc.,CR,Rev,Cat,Subject/Comment,New version
,RP-78,RP-172616,0115,3,F,Correction on downlink reception type combination for SC-PTM in feMTC,14.4.0
,RP-78,RP-172624,0117,1,A,Correction to description of uplink and downlink shared channel physical layer model for MTC and NB-IoT.,14.4.0
,RP-78,RP-172615,1191,1,F,Table 8.2-2 correction of the remarks for DL reception type of Sidelink and FeMBMS and move of EPDCCH remark to the bottom of the table,14.4.0
06/2018,RP-80,RP-181218,1192,2,B,Introduction of shortened TTI and processing time for LTE,15.0.0
,RP-80,RP-181252,1193,1,B,Introduction of Rel-15 NB-IoT enhancementsin 36.302,15.0.0
,RP-80,RP-181224,1194,-,B,Introduction of Rel-15 eMTC enhancements in 36.302,15.0.0
12/2018,RP-82,RP-182671,1195,2,F,Minor corrections to services provided by physical layer,15.1.0
,RP-82,RP-182678,1196,2,F,Correction on MCS for V2X sidelink communication in TS 36.302,15.1.0
03/2019,RP-83,RP-190549,1198,2,F,Number of PDCCH/EPDCCH/SPDCCH received parallel,15.2.0
,RP-83,RP-190552,1199,1,F,Correction on PDCCH order,15.2.0
,RP-83,RP-190549,1201,-,A,Correction on PDCCH reception type combinations on CSS,15.2.0
03/2020,RP-87,RP-200361,1202,1,B,Introduction of additional enhancements for NB-IoT in TS 36.302,16.0.0
,RP-87,RP-200360,1203,1,B,Introduction of additional enhancements for R16 eMTC,16.0.0
07/2020,RP-88,RP-201167,1207,1,A,Correction on reception type combination for eMTC,16.1.0
,RP-88,RP-201168,1210,-,A,Adding Reception Type for uplink HARQ ACK feedback for Rel-15 eMTC,16.1.0
03/2022,RP-95,RP-220507,1211,1,B,Introduction of Rel-17 enhancements for NB-IoT and eMTC,17.0.0
03/2024,RP-103,,,,,"Upgraded to Rel-18, no technical change",18.0.0
09/2025,RP-109,,,,,"Upgraded to Rel-19, no technical change",19.0.0
