Change history (after approval),,,,,,,
Date,TSG #,TSG Doc.,CR,Rev,Cat,Subject/Comment,New version
,RP-42,RP-081016,0039,1,,Data handling in UE during Inter-RAT mobility,8.7.0
,RP-42,RP-081016,0040,-,,Removing of end time for dedicated preamble,8.7.0
,RP-42,RP-081016,0041,-,,Remove the Note about RA preamble for FS2,8.7.0
,RP-42,RP-081016,0042,-,,Clarification of AS-NAS concatenation - Stage 2,8.7.0
,RP-42,RP-081016,0044,-,,CR 0044 to 36.300 on Miscellaneous corrections,8.7.0
,RP-42,RP-081016,0046,1,,Proposed CR to 36.300 [Rel-8] on Security Overview,8.7.0
,RP-42,RP-081016,0047,-,,Proposed CR to 36.300 [Rel-8] on MBMS,8.7.0
,RP-42,RP-081016,0050,-,,PDCP reordering function removal,8.7.0
,RP-42,RP-081016,0052,-,,Align Number of Cell Identities,8.7.0
,RP-42,RP-081016,0055,2,,Periodic Updates In Connected Mode DRX,8.7.0
,RP-42,RP-081016,0056,-,,Cleaning of the figure w.r.t Handover Control Plane - CR to TS 36.300,8.7.0
,RP-42,RP-081016,0057,-,,CR to 36.300 to capture measurement model for EUTRAN,8.7.0
,RP-42,RP-081016,0058,2,,CSG Mobility Updates from RAN2 #63bis and RAN2 #64,8.7.0
,RP-42,RP-081016,0059,-,,CR to 36.300 on Correction of the Description of FS2,8.7.0
,RP-42,RP-081016,0060,-,,Changes to TS 36.300 agreed in RAN3#61bis and RAN3#62,8.7.0
2009-03,RP-43,RP-090123,0061,1,,CR to 36.300 - Clarification on RAPreambles,8.8.0
,RP-43,RP-090123,0062,-,,CR to 36.300 on E-UTRAN Identities,8.8.0
,RP-43,RP-090123,0063,1,,CR to 36.300 - MME in temporary UE identity,8.8.0
,RP-43,RP-090123,0064,-,,UE with SIM in EUTRA,8.8.0
,RP-43,RP-090123,0065,-,,Collected 36.300 corrections,8.8.0
,RP-43,RP-090123,0066,-,,CR for 36.300 on Local NACK feature,8.8.0
,RP-43,RP-090123,0067,-,,CR for allowed CSG list,8.8.0
,RP-43,RP-090123,0068,3,,UE capability transfer upon handover to E-UTRA,8.8.0
,RP-43,RP-090123,0069,1,,Inter-RAT ANR Function for CDMA2000,8.8.0
,RP-43,RP-090123,0070,-,,Corrections to Handover Scenario,8.8.0
,RP-43,RP-090123,0071,-,,Corrections to Security for alignment with 33.401,8.8.0
,RP-43,RP-090134,0072,-,,Establishment of X2 Interface to HeNB GW,8.8.0
,RP-43,RP-090134,0073,-,,Clarification of PLMN id to be used in E-CGI and Global eNB ID,8.8.0
,RP-43,RP-090134,0074,-,,Specification of UL PDUs handling,8.8.0
,RP-43,RP-090134,0075,-,,Update of AMBR Concept with UE-AMBR and APN-AMBR,8.8.0
,RP-43,RP-090134,0076,-,,Aligning E-RAB release request procedure with E-RAB release indication in 36.413,8.8.0
,RP-43,RP-090134,0077,-,,Stage 2 CR on S1 CDMA2000 Tunnelling Function,8.8.0
,RP-43,RP-090134,0078,-,,Finalisation of dynamic configuration of the X2 and S1 interfaces,8.8.0
,RP-43,RP-090134,0079,-,,Addition and correction of X2 procedures in stage 2 specification,8.8.0
,RP-43,RP-090134,0080,-,,NNSF Description,8.8.0
,RP-43,RP-090134,0081,-,,Collection of minor corrections to 36.300 agreed by RAN3,8.8.0
,RP-43,RP-090134,0082,-,,Data Forwarding Resource Release,8.8.0
,RP-43,RP-090134,0083,-,,Support of Paging Optimisation for CSG cells,8.8.0
,RP-43,RP-090134,0084,-,,Handling of trace session and location reporting during UE context release,8.8.0
2009-06,RP-44,RP-090507,0085,-,,Proposed CR to 36.300 on RLC status report triggers,8.9.0
,RP-44,RP-090507,0086,2,,Updates on UE capability transfer and container handling for E-UTRA,8.9.0
,RP-44,RP-090507,0089,-,,Proposed CR to 36.300 Rel-8 on FFS and outdated statements,8.9.0
,RP-44,RP-090508,0096,-,,Removal of no longer necessary notes,8.9.0
,RP-44,RP-090508,0097,-,,Introduction of support for Cell traffic trace,8.9.0
,RP-44,RP-090508,0098,-,,Correction the text about the UE History Information,8.9.0
,RP-44,RP-090538,0102,-,,Configuration transfer,8.9.0
2009-06,RP-44,-,-,-,,TS 36.300 v9.0.0 was created based on TS 36.300 v8.9.0,9.0.0
,RP-44,RP-090523,0087,1,,MBMS baseline for Rel-9 LTE,9.0.0
,RP-44,RP-090524,0088,-,,Idle mode requirements to support Hybrid Cells,9.0.0
,RP-44,RP-090523,0099,-,,eMBMS Stage 2 description,9.0.0
,RP-44,RP-090523,0100,-,,CR for eMBMS Deployment Alternatives in 36.300,9.0.0
,RP-44,RP-090534,0101,1,,QoS support for Hybrid CSG cells,9.0.0
,RP-44,RP-090537,0103,-,,TAI based handover routing for HeNBs,9.0.0
2009-09,RP-45,RP-090906,0106,1,,Correction regarding SRVCC,9.1.0
,RP-45,RP-090906,0108,-,,Clarification on UE behaviour in case of L2 buffer overflow,9.1.0
,RP-45,RP-090926,0112,1,,IMS Emergency Call,9.1.0
,RP-45,RP-090927,0113,-,,Introduction of position cause for dedicated PRACH allocation,9.1.0
,RP-45,RP-090929,0114,-,,Adding Support for Explicit Congestion Notification,9.1.0
,RP-45,RP-090930,0115,2,,Agreements on inbound mobility to CSG,9.1.0
,RP-45,RP-090934,0116,-,,Alignment to the stage3 specification,9.1.0
,RP-45,RP-090928,0117,2,,MBMS agreements RAN2#66bis and RAN2#67,9.1.0
,RP-45,RP-090934,0123,-,,CR to 36.300 for Stage 2 alignment of Enhanced CSFB to 1xRTT,9.1.0
,RP-45,RP-090906,0129,-,,Corrections to ECGI Specification,9.1.0
,RP-45,RP-090932,0130,-,,Support for Mobility Robustness Optimization SON Function,9.1.0
,RP-45,RP-090919,0132,-,,Addition of missing Resource Status Reporting procedures,9.1.0
,RP-45,RP-090931,0133,-,,HeNB Access Mode Sginalling,9.1.0
,RP-45,RP-090931,0134,-,,QoS principles in Hybrid access cell,9.1.0
,RP-45,RP-090933,0136,-,,Introduction of PWS (which includes ETWS and CMAS) delivery function,9.1.0
,RP-45,RP-090928,0137,1,,Dynamic service multiplexing,9.1.0
,RP-45,RP-090928,0138,-,,MBMS SYNC configuration,9.1.0
,RP-45,RP-090932,0140,-,,Adding Mobility Load Balancing (MLB) use case to the SON clause,9.1.0
,RP-45,RP-090919,0141,-,,Handling of Radio Link Failure and S1 UE Context Release Request,9.1.0
,RP-45,RP-090919,0142,-,,Introduction of informative text on Initial Context Setup failure,9.1.0
,RP-45,RP-090931,0143,-,,Support for paging optimization with CSG membership changes,9.1.0
2009-12,RP-46,RP-091314,0145,-,,CR on the usage of Transparent Mode MAC,9.2.0
,RP-46,RP-091343,0146,2,,Capturing HeNB inbound mobility agreements,9.2.0
,RP-46,RP-091331,0148,1,,ETWS correction to 36.300,9.2.0
,RP-46,RP-091314,0150,-,,Inclusion of INTER RAT HANDOVER INFO at HO from UTRAN to GERAN,9.2.0
,RP-46,RP-091341,0151,1,,MBMS Agreements,9.2.0
,RP-46,RP-091346,0152,-,,Measurement Overview,9.2.0
,RP-46,RP-091345,0153,1,,High level feature description of CMAS,9.2.0
,RP-46,RP-091344,0154,1,,RACH optimization in 36.300,9.2.0
,RP-46,RP-091314,0156,1,,Correction on the precondition for cell reselection to HRPD,9.2.0
,RP-46,RP-091346,0158,1,,Miscellaneous corrections to 36.300 (Rel-9),9.2.0
,RP-46,RP-091343,0162,-,,"Renaming Allowed CSG List (36.300, Rel-9)",9.2.0
,RP-46,RP-091344,0165,-,,The scope and method for HO negotiations,9.2.0
,RP-46,RP-091151,0166,1,,Access control for handover procedures to LTE CSG/hybrid cells,9.2.0
,RP-46,RP-091341,0167,-,,Admission Control in MCE,9.2.0
,RP-46,RP-091341,0168,-,,Clarification on SFN Synchronization,9.2.0
,RP-46,RP-091341,0169,1,,BMSC-MCE signaling synchronization in session start message,9.2.0
,RP-46,RP-091341,0170,-,,CR on multiplexing decision and DSP length,9.2.0
,RP-46,RP-091237,0171,1,,M3AP stage 2,9.2.0
,RP-46,RP-091150,0172,1,,M2AP stage 2,9.2.0
,RP-46,RP-091340,0173,-,,CR for Transportation support for LPPa,9.2.0
,RP-46,RP-091341,0174,-,,Introduction of MBMS for LTE: C- and U-Plane synchronisation principles,9.2.0
,RP-46,RP-091341,0175,-,,CR on Mechanism for Consecutive Packet Loss in 36.300,9.2.0
,RP-46,RP-091332,0177,-,,Overload reduction,9.2.0
,RP-46,RP-091344,0178,-,,The scope and method for HO negotiations,9.2.0
,RP-46,RP-091344,0179,-,,Introduction of MRO procedures in stage 2,9.2.0
,RP-46,RP-091341,0180,1,,MCE to MME session start response,9.2.0
,RP-46,RP-091332,0182,-,,In order delivery of the multiple NAS PDUs,9.2.0
2010-03,RP-47,RP-100305,0183,-,,Correction regarding support of multiple MBSFN areas,9.3.0
,RP-47,RP-100305,0184,1,,Correction to MBMS terminology,9.3.0
,RP-47,RP-100305,0185,-,,Corrections on eNB muting MBSFN transmission,9.3.0
,RP-47,RP-100305,0186,-,,Corrections to TS 36.300 on MBMS,9.3.0
,RP-47,RP-100306,0187,-,,CR capturing HeNB inbound mobility agreeements,9.3.0
,RP-47,RP-100308,0188,-,,Remove FFSs from RAN2 specifications,9.3.0
,RP-47,RP-100296,0189,-,,SIM based access for Emergency calls in LTE,9.3.0
,RP-47,RP-100304,0191,-,,RA for Positioning,9.3.0
,RP-47,RP-100305,0192,-,,Corrections to TS 36.300 on MBMS,9.3.0
,RP-47,RP-100308,0196,1,,Stage 2 update for Full Configuration Handover for handling earlier eNB releases,9.3.0
,RP-47,RP-100296,0197,-,,Handling Kasme mismatch for IMS Emergency calls,9.3.0
,RP-47,RP-100308,0199,-,,Correction to MTU endpoint,9.3.0
,RP-47,RP-100307,0200,-,,Stage 2 correction of Load Reporting for MLB,9.3.0
,RP-47,RP-100307,0201,-,,CR for Allowed Range in Negotiation,9.3.0
,RP-47,RP-100307,0202,-,,Clarification of definitions of HO failure cases,9.3.0
,RP-47,RP-100307,0203,-,,Clarification on the usage of the mechanism to transfer IRAT MLB information,9.3.0
,RP-47,RP-100305,0204,-,,MBMS Session Update in M3AP stage 2,9.3.0
,RP-47,RP-100305,0205,-,,Correction on radio bearer configuration,9.3.0
,RP-47,RP-100305,0206,-,,Correction to the MSAP occasion implied by SYNC timestamp,9.3.0
,RP-47,RP-100305,0207,-,,MCCH related BCCH content,9.3.0
,RP-47,RP-100305,0208,-,,MCCH update synchronization,9.3.0
,RP-47,RP-100305,0209,-,,MBMS Session Update in M2AP stage 2,9.3.0
,RP-47,RP-100305,0210,-,,CR for MBMS User Data flow synchronisation in 36.300,9.3.0
,RP-47,RP-100305,0211,-,,MBMS User Data flow synchronisation,9.3.0
,RP-47,RP-100305,0212,-,,Packet dropping,9.3.0
,RP-47,RP-100305,0213,-,,SYNC sequence duration configuration in MCE,9.3.0
,RP-47,RP-100305,0214,-,,Adding the description of simultaneously change of SIB13 and MCCH,9.3.0
,RP-47,RP-100305,0215,-,,Addition u-plane protocol stack for M1,9.3.0
,RP-47,RP-100295,0217,-,,Queue concurrent NAS messages if necessary for in seq delivery,9.3.0
,RP-47,RP-100295,0219,-,,Support of X2 Inter-PLMN HO,9.3.0
,RP-47,RP-100300,0220,-,,Clarifications on CSG process definition and mobility procedures,9.3.0
,RP-47,RP-100300,0221,-,,Corrections of HeNB,9.3.0
,RP-47,RP-100300,0222,-,,CSG expiry Handling,9.3.0
,RP-47,RP-100295,0224,-,,eNB/MME Status Transfer procedure,9.3.0
,RP-47,RP-100308,0225,-,,SPID implementation guidelines,9.3.0
,RP-47,RP-100308,0226,-,,Handling of handover restriction for emergency call,9.3.0
,RP-47,RP-100300,0227,-,,Some corrections for HeNB,9.3.0
2010-06,RP-48,RP-100556,0228,-,,CR to 36.300 for CSFB to 1xRTT,9.4.0
,RP-48,RP-100554,0229,1,,Proposed CR to 36.322 on RLC re-establishment for MBMS,9.4.0
,RP-48,RP-100551,0231,-,,Stage2 correction for HeNB inbound handover,9.4.0
,RP-48,RP-100554,0235,-,,CR to 36.300 on MBMS terminology,9.4.0
,RP-48,RP-100570,0238,1,,Add MOBILITY SETTINGS CHANGE Procedure to X2-CP Procedure clause,9.4.0
,RP-48,RP-100556,0239,-,,Introduction of trace functions and procedures in S1 clauses of 36.300 (contact: Motorola),9.4.0
,RP-48,RP-100554,0240,-,,"Correction of Synchronization Sequence (contact: Alcatel-Lucent Shanghai Bell, Alcatel-Lucent)",9.4.0
,RP-48,RP-100552,0241,-,,Clarification of CSG / Hybrid cell definitions (contact: Ericsson),9.4.0
,RP-48,RP-100555,0242,-,,"SON stage 2 clean up (contact: Samsung, Nokia Siemens Networks)",9.4.0
,RP-48,RP-100555,0243,-,,"Updating Stage-2 on R9 Automatic Neighbour Relation Function (contact: ETRI, Samsung)",9.4.0
,RP-48,RP-100554,0244,1,,Adding of description in EUTRAN for IP Multicast (contact: NEC),9.4.0
,RP-48,RP-100556,0245,-,,"Correction of trace failure description in Stage 2 (contact: NEC, Motorola, Huawei)",9.4.0
,RP-48,RP-100554,0246,-,,"Correction of packet dropping (contact: Alcatel-Lucent Shanghai Bell, Alcatel-Lucent)",9.4.0
,RP-48,RP-100552,0247,-,,Clarification of paging optimization (contact: Qualcomm),9.4.0
2010-06,RP-48,-,-,-,,TS 36.300 v10.0.0 was created based on TS 36.300 v9.4.0,10.0.0
,RP-48,RP-100561,0230,3,,Stage 2 description of Carrier Aggregation,10.0.0
,RP-48,RP-100562,0232,1,,Stage-2 description of relaying into 36.300,10.0.0
2010-09,RP-49,RP-100865,0248,4,,Corrections and new Agreements on Carrier Aggregation,10.1.0
,RP-49,RP-100866,0249,1,,36.300 CR for stage 2 RAN #70bis and #71 agreements of relaying,10.1.0
,RP-49,RP-100866,0255,-,,Start-up procedure for relays,10.1.0
,RP-49,RP-100851,0257,-,,Keeping neighbouring eNBs up-to-date with complete list of served cells (contact: NSN),10.1.0
,RP-49,RP-100851,0259,-,,Description of Energy Saving mechanisms (contact: Ericsson),10.1.0
,RP-49,RP-100866,0260,-,,Handover request routing toward RN (contact: Huawei),10.1.0
,RP-49,RP-100853,0262,-,,MBMS Session Update procedure (contact: Motorola),10.1.0
,RP-49,RP-100860,0264,-,,CS Fallback Indication and Handover Restriction List (contact: NEC),10.1.0
,RP-49,RP-100866,0265,-,,X2-AP non UE dedicated messages handling (contact: Huawei),10.1.0
,RP-49,RP-100866,0266,-,,Detach procedure for relays (contact: NTT DOCOMO),10.1.0
,RP-49,RP-100866,0267,1,,RN and DeNB OAMs should be able to exchange info (contact: Ericsson),10.1.0
,RP-49,RP-100882,0268,-,,CSFB summary,10.1.0
2010-12,RP-50,RP-101226,0269,2,,Corrections and new agreements on Carrier Aggregation,10.2.0
,RP-50,RP-101206,0271,-,,36300_CRxxx_Handover for Hybrid Cells,10.2.0
,RP-50,RP-101208,0273,-,,Correction on MAC padding on MCH,10.2.0
,RP-50,RP-101228,0274,3,,Additions and corrections to relaying description,10.2.0
,RP-50,RP-101231,0275,1,,LTE - Stage 2 agreements on MBMS enhancement,10.2.0
,RP-50,RP-101214,0276,1,,CR to 36.300 adding e1xCSFB support for dual Rx/Tx UE,10.2.0
,RP-50,RP-101214,0277,-,,Editorial Clean-Up,10.2.0
,RP-50,RP-101229,0278,1,,Introduction of enhanced ICIC,10.2.0
,RP-50,RP-101214,0285,2,,Setting of Maximum Bit Rate (MBR) to be greater than the Guaranteed Bit Rate (GBR) over E-UTRA: MBR enforcement at eNB side.,10.2.0
,RP-50,RP-101214,0286,-,,CR for Description of Energy Saving,10.2.0
,RP-50,RP-101228,0287,-,,S1 non UE associated message handling,10.2.0
,RP-50,RP-101214,0288,-,,Clarification to ANR Operation,10.2.0
,RP-50,RP-101228,0289,-,,P-GW function embedded in DeNB and addressing requirements,10.2.0
,RP-50,RP-101228,0290,-,,eNB Configuration Update procedure in RN startup and detach procedure,10.2.0
,RP-50,RP-101231,0291,-,,Introduction of MCE initiated MBMS Session Start Request,10.2.0
,RP-50,RP-101228,0292,-,,No NNSF function in RN,10.2.0
,RP-50,RP-101228,0293,-,,S1 handover routing toward RN,10.2.0
,RP-50,RP-101228,0294,-,,TNL address Handling,10.2.0
,RP-50,RP-101214,0295,-,,Correction on SPID Transfer,10.2.0
,RP-50,RP-101231,0296,-,,Support of ARP Pre-emption,10.2.0
,RP-50,RP-101231,0297,-,,Support of MBMS Service Counting Report procedure,10.2.0
,RP-50,RP-101222,0298,-,,Stage 2 for the X2 based mobility enhancement between HeNBs,10.2.0
,RP-50,RP-101230,0299,-,,Introduction of event-triggered inter-RAT cell load reporting,10.2.0
,RP-50,RP-101216,0300,-,,Introduction of LIPA function,10.2.0
,RP-50,RP-101228,0301,-,,OAM requirements for QCI to DSCP mapping config for relays,10.2.0
,RP-50,RP-101228,0302,-,,Non UE associated message handling,10.2.0
,RP-50,RP-101224,0303,-,,Introduction of MTC Overload Support,10.2.0
,RP-50,RP-101228,0304,-,,Relay Node Un Signalling Transport Support,10.2.0
,RP-50,RP-101214,0305,-,,Complete S1 Interface Signalling Procedures,10.2.0
,RP-50,RP-101229,0306,1,,X2 procedure and OAM requirements to support eICIC,10.2.0
,RP-50,RP-101228,0307,-,,Stage-2 updates to RN initial attachment,10.2.0
,RP-50,RP-101230,0308,-,,Functionality of SON MRO defined for Rel.10,10.2.0
2011-03,RP-51,RP-110280,0309,-,,Enforcing uplink MBR in the eNodeB,10.3.0
,RP-51,RP-110291,0310,-,,Implementation Updates on Non-UE associated S1X2 message Handling,10.3.0
,RP-51,RP-110292,0311,-,,Introduction of 2 subsets for pattern 3,10.3.0
,RP-51,RP-110280,0312,-,,MBR management for uplink grant,10.3.0
,RP-51,RP-110289,0313,-,,Measurements in CA,10.3.0
,RP-51,RP-110289,0314,1,,Annex J Clean Up,10.3.0
,RP-51,RP-110291,0317,-,,Stage-2 relay updates,10.3.0
,RP-51,RP-110291,0320,2,,stage-2 clarification on relay security,10.3.0
,RP-51,RP-110280,0321,-,,stage-2 Clarification on handover and system information description,10.3.0
,RP-51,RP-110280,0324,-,,CR to 36.300 adding UE capability indicator for dual Rx/Tx e1xCSFB,10.3.0
,RP-51,RP-110292,0328,1,,Update of Inter-cell Interference Coordination Feature Description,10.3.0
,RP-51,RP-110292,0330,1,,CR on ABS definition,10.3.0
,RP-51,RP-110280,0331,-,,Fix incorrect name for CT4 GTP message in HO Procedure,10.3.0
,RP-51,RP-110280,0332,-,,CR for MBMS User Data flow synchronisation,10.3.0
,RP-51,RP-110294,0333,-,,Remove Procedure Lists for MBMS,10.3.0
,RP-51,RP-110283,0334,-,,Routing functionality for X2 handover between HeNB,10.3.0
,RP-51,RP-110291,0335,-,,Update to OAM Traffic QoS requirements,10.3.0
,RP-51,RP-110278,0336,-,,Completion of LIPA feature,10.3.0
,RP-51,RP-110293,0337,-,,Editorial update for inter-RAT load reporting,10.3.0
,RP-51,RP-110280,0338,-,,Correction of MBMS Deployment consideration,10.3.0
,RP-51,RP-110292,0339,-,,OAM requirement for time domain eICIC for macro-pico scenario,10.3.0
,RP-51,RP-110293,0340,-,,Cleanup of MRO,10.3.0
,RP-51,RP-110291,0341,-,,Stage-2 Updates of Relaying,10.3.0
,RP-51,RP-110278,0342,-,,Clean up of LIPA,10.3.0
,RP-51,RP-110272,0344,-,,Correction to usage of Handover Report for MRO,10.3.0
,RP-51,RP-110291,0345,-,,Clarification of the RN authorisation,10.3.0
,RP-51,RP-110293,0346,-,,Requirements for OAM control of MRO,10.3.0
,RP-51,RP-110278,0347,-,,LIPA packets reordering in downlink,10.3.0
,RP-51,RP-110282,0348,-,,Support for MDT,10.3.0
,RP-51,RP-110280,0349,-,,Introduction of a Stepwise Load Reduction Indication for the Overload procedure in Stage 2,10.3.0
,RP-51,RP-110294,0350,-,,Remove FFS on Differentiating the Receiving or Interested UEs,10.3.0
,RP-51,RP-110223,0352,-,,Correction on MBMS Reset procedure,10.3.0
,RP-51,RP-110291,0353,-,,Clarification of RN Architecture and Startup,10.3.0
,RP-51,RP-110291,0354,-,,Miscellaneous small corrections to TS 36.300 on Relay,10.3.0
,RP-51,RP-110294,0355,-,,Suspension and Resume function,10.3.0
,RP-51,RP-110280,0356,-,,Correction on physical layer part on TS 36.300,10.3.0
,RP-51,RP-110405,0358,3,,CSFB to GERAN,10.3.0
2011-06,RP-52,RP-110839,0359,-,,clarification on redirection in 36.300,10.4.0
,RP-52,RP-110850,0360,-,,CR to 36.300 for eICIC updates,10.4.0
,RP-52,RP-110836,0361,-,,Update of the MCCH Structure description for CountingRequest message,10.4.0
,RP-52,RP-110839,0362,-,,Miscellaneous corrections to 36.300,10.4.0
,RP-52,RP-110850,0363,1,,Correctoin on eICIC description,10.4.0
,RP-52,RP-110839,0365,2,,Some small corrections to 36.300,10.4.0
,RP-52,RP-110846,0369,-,,UE receiver window for Inter-band non-contiguous CA,10.4.0
,RP-52,RP-110843,0370,1,,Capture the stage2 RLF agreement,10.4.0
,RP-52,RP-110839,0372,-,,Clarification on MME selection,10.4.0
,RP-52,RP-110839,0373,-,,Correction on the Release of Supporting SRVCC,10.4.0
,RP-52,RP-110839,0374,-,,Correction of the area restrictions description,10.4.0
,RP-52,RP-110839,0375,-,,Correcting the Note regarding the usage of the GUMMEI,10.4.0
,RP-52,RP-110836,0376,-,,Correction of Counting Function,10.4.0
,RP-52,RP-110836,0377,-,,Correction of MBMS Service Suspension and Resumption Function,10.4.0
,RP-52,RP-110849,0378,-,,Relaying Stage 2 Corrections,10.4.0
,RP-52,RP-110839,0379,-,,Correction of Reset,10.4.0
,RP-52,RP-110839,0380,-,,Cleanup general topics before Rel-10 closure,10.4.0
,RP-52,RP-110839,0381,-,,Cleanup of HeNB related topics before Rel-10 closure,10.4.0
,RP-52,RP-110713,0382,-,,Clarification to detection of unnecessary IRAT handover,10.4.0
,RP-52,RP-110714,0383,-,,Release the UE context in the source HeNB-GW after HeNB-HeNB X2 HO,10.4.0
,RP-52,RP-110851,0384,-,,Corrections of MRO,10.4.0
2011-09,RP-53,RP-111280,0388,-,,RLC/MAC synchronization for MBSFN,10.5.0
,RP-53,RP-111297,0390,-,,Miscellaneous correction to 36.300 on Security Overview,10.5.0
,RP-53,RP-111297,0391,-,,Corrections to 1xRTT CS Fallback,10.5.0
,RP-53,RP-111287,0392,-,,Corrections on MCCH and MBMS counting,10.5.0
,RP-53,RP-111297,0393,-,,Correction on the MME Direct Information Transfer procedure,10.5.0
,RP-53,RP-111290,0394,-,,"Security Mechanism for H(e)NB ""no-IPsec"" usage option",10.5.0
,RP-53,RP-111287,0395,-,,Correction of MBMS Suspension Function,10.5.0
,RP-53,RP-111288,0396,-,,Cleanup of editor's notes for relay,10.5.0
,RP-53,RP-111292,0397,-,,Correction on LIPA PDN Deactivation for X2 HO,10.5.0
,RP-53,RP-111290,0398,-,,Correction of Release Indication,10.5.0
,RP-53,RP-111297,0399,-,,Correction of Trace Function,10.5.0
,RP-53,RP-111288,0400,-,,RN security correction,10.5.0
,RP-53,RP-111297,0401,-,,Correction of Emergency Call,10.5.0
,RP-53,RP-111290,0402,-,,Overload Handling by HeNB GW,10.5.0
,RP-53,RP-111287,0403,-,,Synchronisation of MBMS Service Resumption,10.5.0
,RP-53,RP-111287,0404,-,,Miscellaneous Correction for MBMS,10.5.0
,RP-53,RP-111291,0405,1,,Small correction on unnecessary IRAT HO,10.5.0
,RP-53,RP-111297,0406,-,,Clarification of TAI handling between MME and HeNB(-GW),10.5.0
2011-12,RP-54,RP-111714,0411,-,,Correction on RN security,10.6.0
,RP-54,RP-111711,0413,-,,HeNB Architecture Clarification,10.6.0
,RP-54,RP-111604,0414,1,,Correction of Support for RACH optimization,10.6.0
,RP-54,RP-111711,0415,-,,Correction of inbound mobility,10.6.0
,RP-54,RP-111714,0416,-,,Correction of MBMS Resumption Function,10.6.0
,RP-54,RP-111711,0418,-,,Routing of MME Direct Information Transfer message,10.6.0
,RP-54,RP-111714,0419,-,,Correction of support for Mobility Robustness Optimisation,10.6.0
,RP-54,RP-111714,0420,-,,Clarification of MRO Unnecessary Handover,10.6.0
,RP-54,RP-111716,0421,-,,Correction of the MRO stage-2 description,10.6.0
2011-12,RP-54,-,-,-,,TS 36.300 v11.0.0 was created based on TS 36.300 v10.6.0,11.0.0
,RP-54,RP-111644,0417,1,,MME behavior in case of broken SCTP connection,11.0.0
,RP-54,RP-111721,0422,-,,Addition of M3 Setup,11.0.0
,RP-54,RP-111721,0423,-,,Correction of MCCH Update Synchronization mechanism,11.0.0
