NR Band,SCS (kHz),BS channel bandwidth (MHz),,,,,,,,,,,,,,,,
n38,30,,,,10,15,20,25,30,,40,,,,,,,
,60,,,,10,15,20,25,30,,40,,,,,,,
,15,,5,,10,15,20,25,30,35,40,,,,,,,
n39,30,,,,10,15,20,25,30,35,40,,,,,,,
,60,,,,10,15,20,25,30,35,40,,,,,,,
,15,,52,,10,15,20,25,30,,40,,50,,,,,
n40,30,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,60,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,15,,58,,10,15,20,25,30,35,40,45,50,,,,,
n41,30,,,,10,15,20,25,30,35,40,45,50,60,70,80,90,100
,60,,,,10,15,20,25,30,35,40,45,50,60,70,80,90,100
,15,,,,106,,20,,,,40,,,,,,,
n46,30,,,,106,,20,,,,40,,,60,,80,,100
,60,,,,106,,20,,,,40,,,60,,80,,100
,15,,52,,10,15,20,,30,,40,,50,,,,,
n48,30,,,,10,15,20,,30,,40,,50,60,70,80,90,100
,60,,,,10,15,20,,30,,40,,50,60,70,80,90,100
,15,,52,,10,15,20,,30,,40,,50,,,,,
n50,30,,,,10,15,20,,30,,40,,50,60,,80,,
,60,,,,10,15,20,,30,,40,,50,60,,80,,
,15,,5,,,,,,,,,,,,,,,
n51,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,,,,,,,,,,,,,
n53,30,,,,10,,,,,,,,,,,,,
,60,,,,10,,,,,,,,,,,,,
n54,15,,5,,,,,,,,,,,,,,,
,15,,5,,10,15,20,,,,,,50,,,,,
n65,30,,,,10,15,20,,,,,,50,,,,,
,60,,,,10,15,20,,,,,,50,,,,,
,15,,5,,10,15,20,25,30,35,40,45,,,,,,
n66,30,,,,10,15,20,25,30,35,40,45,,,,,,
,60,,,,10,15,20,25,30,35,40,45,,,,,,
,15,,5,,10,15,20,,,,,,,,,,,
n67,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,25,,,,,,,,,,
n70,30,,,,10,15,20,25,,,,,,,,,,
,60,,,,10,15,20,25,,,,,,,,,,
,15,,5,,10,15,20,25,30,35,,,,,,,,
n71,30,,,,10,15,20,25,30,35,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,3,5,,,,,,,,,,,,,,,
n72,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,,,,,,,,,,,
n74,30,,,,10,15,20,,,,,,,,,,,
,60,,,,10,15,20,,,,,,,,,,,
,15,,5,,10,15,20,25,30,,40,,50,,,,,
n75,30,,,,10,15,20,25,30,,40,,50,,,,,
,60,,,,10,15,20,25,30,,40,,50,,,,,
,15,,5,,,,,,,,,,,,,,,
n76,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,,,10,15,20,25,30,,40,,50,,,,,
n77,30,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,60,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,15,,,,10,15,20,25,30,,40,,50,,,,,
n78,30,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,60,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,15,,,,10,,20,,30,,40,,50,,,,,
n79,30,,,,10,,20,,30,,40,,50,60,70,80,90,100
,60,,,,10,,20,,30,,40,,50,60,70,80,90,100
,15,,5,,10,15,20,25,30,,40,,,,,,,
n80,30,,,,10,15,20,25,30,,40,,,,,,,
,60,,,,10,15,20,25,30,,40,,,,,,,
,15,,5,,10,15,20,,,,,,,,,,,
n81,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,,,,,,,,,,,
n82,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,25,30,,40,,,,,,,
n83,30,,,,10,15,20,25,30,,40,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,25,30,,40,,50,,,,,
n84,30,,,,10,15,20,25,30,,40,,50,,,,,
,60,,,,10,15,20,25,30,,40,,50,,,,,
,15,3,5,,10,15,,,,,,,,,,,,
n85,30,,,,10,15,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,,,,40,,,,,,,
n86,30,,,,10,15,20,,,,40,,,,,,,
,60,,,,10,15,20,,,,40,,,,,,,
,15,,5,,10,15,20,,,,,,,,,,,
n89,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,25,30,35,40,45,50,,,,,
n90,30,,,,10,15,20,25,30,35,40,45,50,60,70,80,90,100
,60,,,,10,15,20,25,30,35,40,45,50,60,70,80,90,100
,15,,5,,103,,,,,,,,,,,,,
n91,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,,,,,,,,,,,
n92,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,103,,,,,,,,,,,,,
n93,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,20,,,,,,,,,,,
n94,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,5,,10,15,,,,,,,,,,,,
n95,30,,,,10,15,,,,,,,,,,,,
,60,,,,10,15,,,,,,,,,,,,
,15,,,,,,20,,,,40,,,,,,,
n96,30,,,,,,20,,,,40,,,60,,80,,100
,60,,,,,,20,,,,40,,,60,,80,,100
n97,15,,5,,10,15,20,25,30,,40,,50,,,,,
,30,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,60,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
n98,15,,5,,10,15,20,25,30,35,40,,,,,,,
,30,,,,10,15,20,25,30,35,40,,,,,,,
,60,,,,10,15,20,25,30,35,40,,,,,,,
n99,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,10,,,,,,,,,,,,,
,15,3,5,,,,,,,,,,,,,,,
n100,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n101,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
,15,,,,,,20,,,,40,,,,,,,
n102,30,,,,,,20,,,,40,,,60,,80,,100
,60,,,,,,20,,,,40,,,60,,80,,100
,15,,,,,,20,,30,,40,,50,,,,,
n104,30,,,,,,20,,30,,40,,50,60,70,80,90,100
,60,,,,,,20,,30,,40,,50,60,70,80,90,100
,15,,5,,10,15,20,257,307,357,,,,,,,,
n105,30,,,,10,15,20,257,307,357,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n106,15,3,,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n109,15,,5,,10,15,20,25,30,,407,,507,,,,,
,30,,,,10,15,20,25,30,,407,,507,,,,,
,60,,,,,,,,,,,,,,,,,
,15,3,,,,,,,,,,,,,,,,
n110,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
"NOTE 1:Void.NOTE 2:For this bandwidth, the minimum requirements are restricted to operation when carrier is configured as an SCell part of DC or CA configuration.NOTE 3:For this bandwidth, it only applies for UL transmission.NOTE 4:Void.NOTE 5: Void.NOTE 6:This bandwidth can only be applied in certain regions where the absence of non 3GPP technologies can be guaranteed on a long term basis in this version of specification.NOTE 7:For this bandwidth, it only applies for DL transmission.NOTE 8:Not all frequency positions of 5 MHz carriers are possible due limitations of the SSB position relative to the 5 MHz channels. 5 MHz channels with Fc such that 2499+N*1.2 ≤Fc<2499.3+N*1.2MHz for 0≤N<157 are not compatible with SSB positions and cannot be used for 5 MHz n41.NOTE 9: In FR1 bands applicable to SBFD operation, the BS channel bandwidth for SBFD operation shall be no less than 40MHz and no less than 20MHz for band n39.",,,,,,,,,,,,,,,,,,
