NR CA configuration,Uplink CA configuration or single uplink carrier10,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,CA_n48BCA_n2A-n48ACA_n2A-n48B,n2,See n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS 4 and 5,
CA_n2A-n48C,CA_n2A-n48A,n2,"5, 10, 15, 20",0
,,n48,CA_n48C_BCS0,
CA_n2A-n48(2A),CA_n2A-n48A,n2,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS0,
,,n2,"5, 10, 15, 20",1
,,n48,CA_n48(2A)_BCS1,
,,n2,See n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS 4 and 5,
CA_n2A-n48(A-B),CA_n2A-n48A,n2,"5, 10, 15, 20",0
,,n48,CA_n48(A-B)_BCS0,
,,n2,"5, 10, 15, 20",1
,,n48,CA_n48(A-B)_BCS1,
,,n2,See n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(A-B)_BCS 4 and 5,
CA_n2(2A)-n48A,CA_n2A-n48A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n48,See n48 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n48B,CA_n48BCA_n2A-n48ACA_n2A-n48B,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n48,CA_n48B_BCS 4 and 5,
CA_n2(2A)-n48(2A),CA_n2A-n48A,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS 4 and 5,
CA_n2(3A)-n48A,CA_n2A-n48A,n2,CA_n2(3A)_BCS 4 and 5,4 and 5
,,n48,See n48 channel bandwidths in Table 5.3.5-1,
CA_n2A-n66A,n28n668,n2,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 40",
,n28n668CA_n2A-n66A,n2,"5, 10, 15, 20",1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,CA_n2A-n66A,n2,See n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n66A,CA_n2A-n66A,n2,CA_n2(2A)_BCS0,0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n66,See n66 channel bandwidths in Table 5.3.5-1,
CA_n2A-n66(2A),CA_n2A-n66A,n2,"5, 10, 15, 20",0
,,n66,CA_n66(2A)_BCS1,
,,n2,See n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
CA_n2(2A)-n66(2A),CA_n2A-n66A,n2,CA_n2(2A)_BCS0,0
,,n66,CA_n66(2A)_BCS1,
,,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS 4 and 5,
CA_n2(2A)-n66(3A),CA_n2A-n66A,n2,CA_n2(2A)_BCS0,0
,,n66,CA_n66(3A)_BCS0,
CA_n2A-n66(3A),CA_n2A-n66A,n2,"5, 10, 15, 20",0
,,n66,CA_n66(3A)_BCS0,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(3A)_BCS4 and 5,
CA_n2A-n66B,CA_n2A-n66A,n2,"5, 10, 15, 20",0
,,n66,CA_n66B_BCS0,
CA_n2A-n71A,CA_n2A-n71A,n2,"5, 10, 15, 20",0
,,n71,"5, 10, 15, 20",
,-,n2,See n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n71A,CA_n2A-n71A,n2,CA_n2(2A)_BCS0,0
,,n71,"5, 10, 15, 20",
,-,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n71,See n71 channel bandwidths in Table 5.3.5-1,
CA_n2A-n77A,"n28n778,9CA_n2A-n77A8,13,14",n2,"5, 10, 15, 20",0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n77(2A),"n778,9CA_n2A-n77A8CA_n77(2A)7",n2,"5, 10, 15, 20",0
,,n77,CA_n77(2A)_BCS0,
,,n2,"5, 10, 15, 20",1
,,n77,CA_n77(2A)_BCS1,
,,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n2A-n77B,CA_n2A-n77A,n2,"5, 10, 15, 20",0
,,n77,CA_n77B_BCS0,
,-,n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,CA_n77B_BCS 4 and 5,
CA_n2A-n77C,"n778, 9CA_n77C8,9CA_n2A-n77A8,13,14",n2,"5, 10, 15, 20",0
,,n77,CA_n77C_BCS0,
,"n778, 9CA_n77CCA_n2A-n77A8CA_n2A-n77C",n2,n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n77,CA_n77C_BCS 4 and 5,
CA_n2(2A)-n77A,"n778, 9CA_n2A-n77A8,13,14",n2,CA_n2(2A)_BCS0,0
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n2(2A)-n77B,CA_n2A-n77A,n2,CA_n2(2A)_BCS0,0
,,n77,CA_n77B_BCS0,
,-,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n77,CA_n77B_BCS 4 and 5,
CA_n2(2A)-n77(2A),"n778,9CA_n2A-n77A8CA_n77(2A)7",n2,CA_n2(2A)_BCS0,0
,,n77,CA_n77(2A)_BCS1,
,,n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n2A-n77(3A),CA_n2A-n77A,n2,"5, 10, 15, 20",0
,,n77,CA_n77(3A)_BCS0,
,,n2,"5, 10, 15, 20",1
,,n77,CA_n77(3A)_BCS1,
CA_n2(2A)-n77C,"n778,9CA_n77C8,9CA_n2A-n77A8,13,14",n2,CA_n2(2A)_BCS0,0
,,n77,CA_n77C_BCS1,
,"n778,9CA_n77C8,9CA_n2A-n77A13,14CA_n2A-n77C",n2,CA_n2(2A)_BCS 4 and 5,4 and 5
,,n77,CA_n77C_BCS 4 and 5,
CA_n2(3A)-n77A,CA_n2A-n77A,n2,CA_n2(3A)_BCS 4 and 5,4 and 5
,,n77,See n77 channel bandwidths in Table 5.3.5-1,
CA_n2A-n78A,CA_n2A-n78A,n2,"5, 10, 15, 20",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,,n2,"5, 10, 15, 20",1
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n2,See n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n78,See n78 channel bandwidths in Table 5.3.5-1,
CA_n2A-n78(2A),CA_n2A-n78A,n2,"5, 10, 15, 20",0
,,n78,CA_n78(2A)_BCS1,
,,n2,"5, 10, 15, 20",1
,,n78,CA_n78(2A)_BCS2,
,,n2,See n2 channel bandwidths in Table 5.3.5-1,4 and 5
,,n78,CA_n78(2A)_BCS4 and 5,
