Dedicated BWP configuration,,1~4,,DLBWP.1.1ULBWP.1.1,,,DLBWP.1.1ULBWP.1.1,,
Time offset with Cell 1,,"1,4",ms,-,3,,-,3,
,,"2,3",s,-,3,,-,3,
SMTC configuration,,"1,4",,SMTC.2,,,SMTC.2,,
,,"2,3",,SMTC.1,,,SMTC.1,,
EPRE ratio of PSS to SSS,,1~4,dB,0,,0,0,,0
EPRE ratio of PBCH DMRS to SSS,,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,,,,,
EPRE ratio of OCNG DMRS to SSSNote 1,,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,,,,,,
Note2,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5",1~4,dBm/15 kHz,-94.65,,,( for Channel 2 +8 dB),,-115
,NR_FDD_FR1_B,,,,,,,,-114.5
,NR_TDD_FR1_C,,,,,,,,-114
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,,-113.5
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,,-113
,NR_FDD_FR1_F,,,,,,,,-112.5
,NR_FDD_FR1_G,,,,,,,,-112
,NR_FDD_FR1_H,,,,,,,,-111.5
,NR_FDD_FR1_N,,,,,,,,-108.5
Note2,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5,","1,2,4",dBm/SSB SCS,-94.65,,,( for Channel 2 +8 dB),,-115
,NR_FDD_FR1_B,,,,,,,,-114.5
,NR_TDD_FR1_C,,,,,,,,-114
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,,-113.5
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,,-113
,NR_FDD_FR1_F,,,,,,,,-112.5
,NR_FDD_FR1_G,,,,,,,,-112
,NR_FDD_FR1_H,,,,,,,,-111.5
,NR_FDD_FR1_N,,,,,,,,-108.5
,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5,",3,,-91.65,,,( for Channel 2 +8 dB),,-112.00
,NR_FDD_FR1_B,,,,,,,,-111.50
,NR_TDD_FR1_C,,,,,,,,-111.00
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,,-110.50
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,,-110.00
,NR_FDD_FR1_F,,,,,,,,-109.50
,NR_FDD_FR1_G,,,,,,,,-109.00
,NR_FDD_FR1_H,,,,,,,,-108.50
,NR_FDD_FR1_N,,,,,,,,-105.50
,,1~4,dB,10,,10,13,,-3
SS-RSRPNote3,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5,","1,2,4",dBm/SCS,-84.65,,,(RSRP for Cell 2 +24 dB),,-118.00
,NR_FDD_FR1_B,,,,,,,,-117.50
,NR_TDD_FR1_C,,,,,,,,-117.00
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,,-116.50
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,,-116.00
,NR_FDD_FR1_F,,,,,,,,-115.50
,NR_FDD_FR1_G,,,,,,,,-115.00
,NR_FDD_FR1_H,,,,,,,,-114.50
,NR_FDD_FR1_N,,,,,,,,-111.50
,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5,",3,,-84.65,,,(RSRP for Cell 2 +24 dB),,-115.00
,NR_FDD_FR1_B,,,,,,,,-114.50
,NR_TDD_FR1_C,,,,,,,,-114.00
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,,-113.50
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,,-113.00
,NR_FDD_FR1_F,,,,,,,,-112.50
,NR_FDD_FR1_G,,,,,,,,-112.00
,NR_FDD_FR1_H,,,,,,,,-111.50
,NR_FDD_FR1_N,,,,,,,,-108.50
IoNote3,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5,","1,2,4",dBm/9.36 MHz,-56.28,,,(Io for Channel 2 +19.45 dB),,-85.28
,NR_FDD_FR1_B,,,,,,,,-84.78
,NR_TDD_FR1_C,,,,,,,,-84.28
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,,-83.78
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,,-83.28
,NR_FDD_FR1_F,,,,,,,,-82.78
,NR_FDD_FR1_G,,,,,,,,-82.28
,NR_FDD_FR1_H,,,,,,,,-81.78
,NR_FDD_FR1_N,,,,,,,,-78.78
,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 5,",3,dBm/18.36 MHz,-53.33,,,(Io for Channel 2 +19.45 dB),,-82.35
,NR_FDD_FR1_B,,,,,,,,-81.85
,NR_TDD_FR1_C,,,,,,,,-81.35
,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,,,,-80.85
,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,,,,-80.35
,NR_FDD_FR1_F,,,,,,,,-79.85
,NR_FDD_FR1_G,,,,,,,,-79.35
,NR_FDD_FR1_H,,,,,,,,-78.85
,NR_FDD_FR1_N,,,,,,,,-75.85
,,1~4,dB,10,,10,13,,-3
Propagation condition,,1~4,-,AWGN,,,AWGN,,
Antenna configuration,,1~4,,1x1,,,1x1,,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 5: The test configuration excludes support for band n51 and it is not required to run this test on band n51 in this release of the specification.,,,,,,,,,
