,,NR_FDD_FR1_N,,,,-106.5,
,,,dB,0,-3.19,-5.46,-5.46
,,,dB,4.54,2.66,-4,-4
SS-RSRPNote3,"Config 1,2,4","NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 6",dBm/SCS,-88.46,-90.34,-120,-120
,,NR_FDD_FR1_B,,,,-119.5,-119.5
,,NR_TDD_FR1_C,,,,-119,-119
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,-118.5,-118.5
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,-118,-118
,,NR_FDD_FR1_F,,,,-117.5,-117.5
,,NR_FDD_FR1_G,,,,-117,-117
,,NR_FDD_FR1_H,,,,-116.5,-116.5
,,NR_FDD_FR1_N,,,,-113.5,-113.5
,Config 3,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 6",,-85.46,-87.34,-117,-117
,,NR_FDD_FR1_B,,,,-116.5,-116.5
,,NR_TDD_FR1_C,,,,-116,-116
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,-115.5,-115.5
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,-115,-115
,,NR_FDD_FR1_F,,,,-114.5,-114.5
,,NR_FDD_FR1_G,,,,-114,-114
,,NR_FDD_FR1_H,,,,-113.5,-113.5
,,NR_FDD_FR1_N,,,,-110.5,-110.5
SS-SINR Note3,,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 6",dB,0,-3.19,-5.46,-5.46
,,NR_FDD_FR1_B,,,,,
,,NR_TDD_FR1_C,,,,,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,,
,,NR_FDD_FR1_F,,,,,
,,NR_FDD_FR1_G,,,,,
,,NR_FDD_FR1_H,,,,,
,,NR_FDD_FR1_N,,,,,
IoNote3,"Config 1,2,4","NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 6",dBm/9.36 MHz,-57.5,,-85.51,
,,NR_FDD_FR1_B,,,,-85.01,
,,NR_TDD_FR1_C,,,,-84.51,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,-84.01,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,-83.51,
,,NR_FDD_FR1_F,,,,-83.01,
,,NR_FDD_FR1_G,,,,-82.51,
,,NR_FDD_FR1_H,,,,-82.01,
,,NR_FDD_FR1_N,,,,-79.01,
,Config 3,"NR_FDD_FR1_A, NR_TDD_FR1_A NOTE 6",dBm/18.36 MHz,-54.57,,-82.57,
,,NR_FDD_FR1_B,,,,-82.07,
,,NR_TDD_FR1_C,,,,-81.57,
,,"NR_FDD_FR1_D, NR_TDD_FR1_D",,,,-81.07,
,,"NR_FDD_FR1_E, NR_TDD_FR1_E",,,,-81.07,
,,NR_FDD_FR1_F,,,,-80.57,
,,NR_FDD_FR1_G,,,,-80.07,
,,NR_FDD_FR1_H,,,,-79.57,
,,NR_FDD_FR1_N,,,,-76.57,
Propagation condition,,,-,AWGN,,,
Antenna configuration,,,-,1x2,,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:SS-SINR, SS-RSRP, and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:SS-SINR, SS-RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 5:NR operating band groups are as defined in clause 3.5.2. NOTE 6: The test configuration excludes support for band n51 and it is not required to run this test on band n51 in this release of the specification.",,,,,,,
