Date,TSG #,TSG Doc.,CR,Rev,Cat,Subject/Comment,New version
2019-06,RAN#84,RP-191283,0048,-,F,CR on PDCCH Monitoring for NR-DC,15.6.0
2019-06,RAN#84,RP-191283,0049,-,F,CR on Timing for MAC CE Applicability,15.6.0
2019-09,RAN#85,RP-191942,0051,-,F,Correction on RA procedure triggered by higher layers,15.7.0
2019-09,RAN#85,RP-191942,0052,1,F,CR on UE procedure for reporting multiple UCI types,15.7.0
2019-09,RAN#85,RP-191942,0053,-,F,CR to 38.213 fix to HARQ-ACK Type-1 codebook pseudo-code,15.7.0
2019-09,RAN#85,RP-191942,0054,-,F,CR to 38.213 on clarification of the RNTI used for scrambling a PUSCH transmission scheduled by RAR UL grant,15.7.0
2019-09,RAN#85,RP-191942,0055,2,F,Corrections to 38.213 including alignment of terminology across specifications in RAN1#98,15.7.0
2019-09,RAN#85,RP-191942,0056,-,F,Correction on intra-band EN-DC with single TAG,15.7.0
2019-09,RAN#85,RP-191942,0057,-,F,Correction on PHR in EN-DC/NE-DC/NR-CA,15.7.0
2019-09,RAN#85,RP-191942,0058,-,F,Correction on the time gap definition,15.7.0
2019-09,RAN#85,RP-191942,0059,-,F,Correction on slot configuration,15.7.0
2019-09,RAN#85,RP-191942,0060,-,F,CR to 38.213 on PUCCH configuration for NR-DC,15.7.0
2019-09,RAN#85,RP-191942,0061,-,F,Correction on PUCCH power control,15.7.0
2019-12,RAN#86,RP-192626,0062,1,F,CR on beta_offset values for UCI reporting in PUSCH,15.8.0
2019-12,RAN#86,RP-192626,0063,-,F,Correction on RACH occasion,15.8.0
2019-12,RAN#86,RP-192626,0064,-,F,Correction on HARQ-ACK transmission with BWP change,15.8.0
2019-12,RAN#86,RP-192626,0065,-,F,CR on slot configuration regarding PUSCH scheduled by RAR,15.8.0
2019-12,RAN#86,RP-192626,0066,-,F,Correction on power control for NE-DC,15.8.0
2019-12,RAN#86,RP-192626,0067,-,F,Correction on time gap definition for HARQ-ACK transmission,15.8.0
2019-12,RAN#86,RP-192626,0068,-,F,Correction on time gap definition for random access procedure,15.8.0
2019-12,RAN#86,RP-192626,0069,3,F,Corrections to 38.213 including alignment of terminology across specifications in RAN1#98bis and RAN1#99,15.8.0
2019-12,RAN#86,RP-193121,0070,1,B,Introduction of two-step RACH in NR,16.0.0
2019-12,RAN#86,RP-193221,0071,2,B,Introduction of shared spectrum channel access,16.0.0
2019-12,RAN#86,RP-193123,0072,1,B,Introduction of integrated access and backhaul in NR,16.0.0
2019-12,RAN#86,RP-193222,0073,2,B,Introduction of Industrial IoT,16.0.0
2019-12,RAN#86,RP-193125,0074,1,B,Introduction of Ultra Reliable Low Latency Communications Enhancements,16.0.0
2019-12,RAN#86,RP-193127,0075,1,B,Introduction of MIMO enhancements in NR,16.0.0
2019-12,RAN#86,RP-193128,0076,1,B,Introduction of UE power savings,16.0.0
2019-12,RAN#86,RP-193131,0077,1,B,Introduction of NR-DC in same Frequency Range and of Cross-carrier Scheduling with Different Numerologies,16.0.0
2019-12,RAN#86,RP-193132,0078,1,B,Introduction of multiple LTE CRS rate matching patterns,16.0.0
2019-12,RAN#86,RP-193124,0079,1,B,Introduction of V2X in NR,16.0.0
2019-12,RAN#86,RP-193129,0080,1,B,Introduction of positioning support in NR,16.0.0
2019-12,RAN#86,RP-193223,0081,2,B,Introduction of mobility enhancements in NR,16.0.0
2020-03,RAN#87-e,RP-200184,0085,-,F,Corrections on two-step RACH,16.1.0
2020-03,RAN#87-e,RP-200194,0086,-,F,Corrections on NR-DC and on Cross-carrier Scheduling with Different Numerologies,16.1.0
2020-03,RAN#87-e,RP-200186,0087,-,F,Corrections on integrated access and backhaul,16.1.0
2020-03,RAN#87-e,RP-200189,0088,-,F,Corrections on Industrial IoT,16.1.0
2020-03,RAN#87-e,RP-200190,0089,-,F,Corrections on MIMO enhancements,16.1.0
2020-03,RAN#87-e,RP-200193,0090,-,F,Corrections on Mobility Enhancements,16.1.0
2020-03,RAN#87-e,RP-200185,0091,-,F,Corrections on shared spectrum channel access,16.1.0
2020-03,RAN#87-e,RP-200192,0092,-,F,Corrections on Positioning,16.1.0
2020-03,RAN#87-e,RP-200187,0093,-,F,Corrections on Sidelink,16.1.0
2020-03,RAN#87-e,RP-200191,0094,-,F,Corrections on UE power savings,16.1.0
2020-03,RAN#87-e,RP-200188,0095,-,F,Corrections on Ultra Reliable Low Latency Communications Enhancements,16.1.0
2020-03,RAN#87-e,RP-200195,0097,-,F,Introduction of half-duplex operation in CA with unpaired spectrum,16.1.0
2020-03,RAN#87-e,RP-200447,0098,-,A,Corrections to 38.213 including alignment of terminology across specifications in RAN1#100-e,16.1.0
2020-06,RAN#88-e,RP-200683,0102,-,A,Correction on PDCCH Blind Detection for NR-DC,16.2.0
2020-06,RAN#88-e,RP-200688,0103,1,F,Corrections on integrated access and backhaul,16.2.0
2020-06,RAN#88-e,RP-200690,0104,1,F,Corrections on Ultra Reliable Low Latency Communications Enhancements,16.2.0
2020-06,RAN#88-e,RP-200693,0105,1,F,Corrections on UE power savings,16.2.0
2020-06,RAN#88-e,RP-200689,0106,1,F,Corrections on Sidelink,16.2.0
2020-06,RAN#88-e,RP-200694,0107,1,F,Corrections on Positioning,16.2.0
2020-06,RAN#88-e,RP-200687,0108,1,F,Corrections on shared spectrum channel access,16.2.0
2020-06,RAN#88-e,RP-200692,0109,1,F,Corrections on MIMO enhancements,16.2.0
2020-06,RAN#88-e,RP-200691,0110,1,F,Corrections on Industrial IoT,16.2.0
2020-06,RAN#88-e,RP-200696,0111,1,F,Corrections on NR-DC and on Cross-carrier Scheduling with Different Numerologies,16.2.0
2020-06,RAN#88-e,RP-200686,0112,1,F,Corrections on two-step RACH,16.2.0
2020-06,RAN#88-e,RP-200697,0113,1,F,Corrections on half-duplex operation in CA with unpaired spectrum,16.2.0
2020-06,RAN#88-e,RP-200705,0114,-,B,Introduction of UL transmission switching,16.2.0
2020-06,RAN#88-e,RP-200695,0115,-,F,Corrections on Mobility Enhancements,16.2.0
2020-06,RAN#88-e,RP-201349,0117,1,A,Extending 8 SSB support to the newly introduced 30 kHz Case C SSB pattern on band n40,16.2.0
2020-09,RAN#89-e,RP-201803,0119,-,A,Correction on the definition for timeline condition,16.3.0
2020-09,RAN#89-e,RP-201803,0120,-,F,Correction for PUCCH repetition transmission,16.3.0
2020-09,RAN#89-e,RP-201814,0121,-,F,CR on determination of the number of RS for RLM,16.3.0
2020-09,RAN#89-e,RP-201803,0123,-,A,CR on determining P0 for a PUSCH retransmission corresponding to a RAR UL grant in TS 38.213,16.3.0
2020-09,RAN#89-e,RP-201803,0125,-,F,PRACH power ramping suspension,16.3.0
2020-09,RAN#89-e,RP-201806,0126,-,F,Clarify starting slot within DCI 2_5 indication,16.3.0
2020-09,RAN#89-e,RP-201804,0127,-,F,CR on 2-step RACH for 38.213,16.3.0
2020-09,RAN#89-e,RP-201813,0128,-,F,CR on Power Control for NR-DC,16.3.0
2020-09,RAN#89-e,RP-201810,0129,-,F,Type-3 CSS monitoring with PS-RNTI on primary cell,16.3.0
2020-09,RAN#89-e,RP-201812,0131,-,F,CR on correction on uplink power sharing for DAPS HO,16.3.0
2020-09,RAN#89-e,RP-201812,0132,-,F,CR on correction on PDCCH monitoring for DAPS HO,16.3.0
2020-09,RAN#89-e,RP-201813,0133,-,F,CR to 38.213 on RRC parameter alignment for SCell dormancy,16.3.0
2020-09,RAN#89-e,RP-201813,0134,-,F,CR to 38.213 on BWP triggering via SCell dormancy indication,16.3.0
2020-09,RAN#89-e,RP-201813,0135,-,F,CR to 38.213 on HARQ-ACK processing timeline for DCI format 1_1 with Scell dormancy indication without scheduling PDSCH,16.3.0
2020-09,RAN#89-e,RP-201807,0136,-,F,Corrections on Sidelink,16.3.0
2020-09,RAN#89-e,RP-201809,0137,-,F,Corrections on MIMO enhancements,16.3.0
2020-09,RAN#89-e,RP-201805,0138,-,F,Corrections on shared spectrum channel access,16.3.0
2020-09,RAN#89-e,RP-201808,0139,-,F,Corrections on Ultra Reliable Low Latency Communications Enhancements,16.3.0
2020-09,RAN#89-e,RP-202015,0141,1,A,Extending 8 SSB support to the TDD bands with newly introduced 30 kHz Case C SSB pattern,16.3.0
2020-09,RAN#89-e,RP-201847,0142,-,A,Correction on supplementary uplink in Rel-16 TS 38.213,16.3.0
2020-12,RAN#90-e,RP-202379,0144,-,A,CR on HARQ-ACK Determination for SPS Release,16.4.0
2020-12,RAN#90-e,RP-202383,0145,-,F,Corrections related to sidelink physical layer procedures,16.4.0
2020-12,RAN#90-e,RP-202382,0146,-,F,Clarify DCI Format 2_5 search space sets,16.4.0
2020-12,RAN#90-e,RP-202380,0147,-,F,CR on 2-step RACH for 38.213,16.4.0
2020-12,RAN#90-e,RP-202385,0148,-,F,Correction on UL power control,16.4.0
2020-12,RAN#90-e,RP-202388,0149,1,F,Correction on uplink transmission cancellation for DAPS handover,16.4.0
2020-12,RAN#90-e,RP-202388,0150,1,F,Correction on PUSCH processing capability for DAPS handover,16.4.0
2020-12,RAN#90-e,RP-202388,0151,1,F,Correction on intra-frequency DAPS handover,16.4.0
2020-12,RAN#90-e,RP-202383,0152,-,F,Corrections on the use of TDRA and FDRA fields SCI for Mode 1,16.4.0
2020-12,RAN#90-e,RP-202383,0153,-,F,Corrections for the prioritization between uplink transmission and sidelink transmission/reception,16.4.0
2020-12,RAN#90-e,RP-202383,0154,-,F,Corrections related to the sidelink slot index,16.4.0
2020-12,RAN#90-e,RP-202383,0155,-,F,Correction on sidelink pathloss calculation for S-SSB power control,16.4.0
2020-12,RAN#90-e,RP-202383,0156,1,F,Correction on sidelink TDD configuration for OoC UEs,16.4.0
2020-12,RAN#90-e,RP-202379,0158,-,A,Correction on HARQ-ACK generation for DL transmission with single TB when multi-TB is configured,16.4.0
2020-12,RAN#90-e,RP-202381,0159,-,F,Miscellaneous corrections on NR unlicensed configured grant,16.4.0
2020-12,RAN#90-e,RP-202383,0160,-,F,Introduction of the preparation time for SL retransmissions in Mode 1,16.4.0
2020-12,RAN#90-e,RP-202395,0161,-,F,Correction on uplink Tx switching,16.4.0
2020-12,RAN#90-e,RP-202381,0163,-,F,Correction of NRU HARQ procedure in the presence of SPS PDSCH,16.4.0
2020-12,RAN#90-e,RP-202381,0165,-,F,CR to 38.213 on NR-U 2-step RACH PO configuration,16.4.0
2020-12,RAN#90-e,RP-202389,0166,-,F,38.213 CR for NR-DC power control,16.4.0
2020-12,RAN#90-e,RP-202389,0167,-,F,38.213 CR Correction on HARQ-ACK codebook for secondary PUCCH group,16.4.0
2020-12,RAN#90-e,RP-202384,0168,-,F,Correction on Type2 HARQ-ACK codebook construction,16.4.0
2020-12,RAN#90-e,RP-202384,0169,-,F,Correction on UL grant Type 2 PUSCH release for search space sharing,16.4.0
2020-12,RAN#90-e,RP-202384,0170,-,F,Correction on PDCCH monitoring on cell(s) configured with Rel-15 PDCCH monitoring capability,16.4.0
2020-12,RAN#90-e,RP-202383,0171,-,F,Correction on periodicity of resource pool bitmap,16.4.0
2020-12,RAN#90-e,RP-202383,0172,-,F,Correction on PSFCH and PSCCH mapping,16.4.0
2020-12,RAN#90-e,RP-202385,0173,-,F,CR on CBRA based BFR,16.4.0
2020-12,RAN#90-e,RP-202381,0174,-,F,CR to  38.213 to correct references to 38.212 for RACH procedure,16.4.0
2020-12,RAN#90-e,RP-202381,0175,-,F,Correction on remaining channel occupancy assumption,16.4.0
2020-12,RAN#90-e,RP-202398,0176,-,F,Alignment CR for TS 38.213,16.4.0
2020-12,RAN#90-e,RP-202389,0177,-,F,Corrections for SCell dormancy indication,16.4.0
2020-12,RAN#90-e,RP-202384,0178,-,F,CR on handling overlapping PUCCH/PUSCH transmissions with repetitions and with different priorities,16.4.0
2021-03,RAN#91-e,RP-210055,0180,-,F,Type-1 HARQ-ACK for PDSCH repetition with different SCSs in DL and UL,16.5.0
2021-03,RAN#91-e,RP-210047,0182,-,A,Correction on the search space configuration of PUCCH-SCell,16.5.0
2021-03,RAN#91-e,RP-210055,0183,-,F,Correction on UCI multiplexing with PUCCH overriding,16.5.0
2021-03,RAN#91-e,RP-210048,0184,-,F,CR on transmission timing adjustment procedure in 38.213,16.5.0
2021-03,RAN#91-e,RP-210055,0186,-,F,Correction for cancellation due to PDSCH/CSI-RS/SFI,16.5.0
2021-03,RAN#91-e,RP-210049,0187,-,F,Correction of Type-3 HARQ-ACK codebook generation for a PDSCH with one transport block for a configuration with a maximum number of two TBs,16.5.0
2021-03,RAN#91-e,RP-210049,0188,-,F,Correction of UE reception of DL control when a DCI indicates a request for a Type-3 HARQ-ACK codebook report without scheduling PDSCH,16.5.0
2021-03,RAN#91-e,RP-210049,0189,-,D,Correction on PUCCH power control for enhanced Type-2 HARQ-ACK codebook and for Type-3 HARQ-ACK codebook,16.5.0
2021-03,RAN#91-e,RP-210052,0190,-,F,CR on HARQ-ACK,16.5.0
2021-03,RAN#91-e,RP-210049,0191,-,F,Correction on search space set group switching without channel occupancy duration field,16.5.0
2021-03,RAN#91-e,RP-210052,0192,-,F,Corrections on Scell BFR in Rel-16,16.5.0
2021-03,RAN#91-e,RP-210058,0193,-,F,Correction on uplink Tx switching,16.5.0
2021-03,RAN#91-e,RP-210050,0194,-,F,Corrections related to prioritization between uplink and sidelink,16.5.0
2021-03,RAN#91-e,RP-210050,0195,-,F,Determination of indexes for slots for S-SS/PSBCH block transmission(s),16.5.0
2021-03,RAN#91-e,RP-210050,0196,-,F,Restrictions of the slots for S-SSB transmission/reception,16.5.0
2021-03,RAN#91-e,RP-210051,0197,-,F,CR on Timing for secondary cell activation / deactivation with sub-slot PUCCH,16.5.0
2021-03,RAN#91-e,RP-210051,0198,-,F,CR on number of PUCCHs with HARQ-ACK in a slot,16.5.0
2021-03,RAN#91-e,RP-210050,0199,1,F,Correction of SL HARQ-ACK information reporting to the gNB in Mode 1,16.5.0
2021-03,RAN#91-e,RP-210049,0200,-,F,Correction on LBT Type and CP Extension Indication for Semi-Static Channel Occupancy in RAR,16.5.0
2021-03,RAN#91-e,RP-210054,0201,-,F,CR to 38.213 on PRACH handling for NR-DC power control,16.5.0
2021-03,RAN#91-e,RP-210054,0202,-,F,CR to 38.213 on HARQ-ACK priority determination for SCell dormancy indication,16.5.0
2021-03,RAN#91-e,RP-210055,0203,-,F,38.213 CR on DCI ordering in a search space set,16.5.0
2021-03,RAN#91-e,RP-210051,0204,-,F,Correction on dci-FormatsExt in clause 10.1 in TS 38.213,16.5.0
2021-03,RAN#91-e,RP-210051,0205,-,F,Resolving collision with semi-static DL and SSB symbols,16.5.0
2021-03,RAN#91-e,RP-210051,0206,-,F,Correction on PUCCH resource determination in clause 9.2.1 in TS 38.213,16.5.0
2021-03,RAN#91-e,RP-210059,0207,-,F,Editorial corrections for 38.213,16.5.0
2021-03,RAN#91-e,RP-210126,0208,-,A,Resubmission of CR179r1 on Correction on supplementary uplink in 38.213,16.5.0
2021-06,RAN#92-e,RP-211234,0209,-,F,Correction on multiplexing timeline definition for Type-3 HARQ-ACK codebook,16.6.0
2021-06,RAN#92-e,RP-211234,0210,-,F,Correction on Type-3 HARQ-ACK codebook size ambiguity,16.6.0
2021-06,RAN#92-e,RP-211250,0211,-,F,CR to TS 38.213 on clarifying DAPS HO impact on PUCCH repetition counting,16.6.0
2021-06,RAN#92-e,RP-211235,0212,-,F,Corrections for the reference signal used for sidelink power control,16.6.0
2021-06,RAN#92-e,RP-211237,0214,-,F,Corrections for separate HARQ-ACK feedback of multi-TRP transmission,16.6.0
2021-06,RAN#92-e,RP-211240,0215,-,F,Correction on half-duplex operation in CA with unpaired spectrum,16.6.0
2021-06,RAN#92-e,RP-211239,0216,-,F,Correction on MR-DC Uplink Power Control in 38.213,16.6.0
2021-06,RAN#92-e,RP-211234,0217,-,F,Correction on MsgA PUSCH validation for semistatic channel access,16.6.0
2021-06,RAN#92-e,RP-211238,0218,-,F,CR on the number of pathloss estimates maintained by the UE for SRS for positioning.,16.6.0
2021-06,RAN#92-e,RP-211249,0219,-,F,Conditions for IAB-DU soft resource availability,16.6.0
2021-06,RAN#92-e,RP-211235,0220,-,F,Correction of search space configuration for DCI formats 3_0 and 3_1,16.6.0
2021-06,RAN#92-e,RP-211234,0221,-,F,Correction on SR reporting due to consistent LBT failure recovery,16.6.0
2021-06,RAN#92-e,RP-211236,0222,-,F,Correction on Prioritization Timeline,16.6.0
2021-06,RAN#92-e,RP-211236,0223,-,F,CR on the configuration for one PUCCH-Config with subslotLengthForPUCCH-r16,16.6.0
2021-06,RAN#92-e,RP-211236,0224,-,F,CR on not supporting Type 1 HARQ-ACK codebook for sub-slot HARQ-ACK in R16,16.6.0
2021-06,RAN#92-e,RP-211236,0225,-,F,CR on Number of PUCCH resource sets per PUCCH-config,16.6.0
2021-06,RAN#92-e,RP-211236,0226,-,F,Correction on UL cancellation due to dynamic SFI,16.6.0
2021-06,RAN#92-e,RP-211233,0228,1,A,Rel-15 editorial corrections for TS 38.213 (mirrored to Rel-16),16.6.0
2021-06,RAN#92-e,RP-211243,0229,1,F,Rel-16 editorial corrections for TS 38.213,16.6.0
2021-06,RAN#92-e,RP-211236,0230,-,F,Correction on UE procedure for determining physical downlink control channel assignment for Rel-16 PDCCH monitoring capability,16.6.0
2021-06,RAN#92-e,RP-211235,0232,-,F,Corrections for the multiplexing SL HARQ-ACK information on a PUSCH,16.6.0
2021-06,RAN#92-e,RP-211237,0233,-,F,Correction on simultaneous multi-CC TCI indication for CORESET,16.6.0
2021-06,RAN#92-e,RP-211234,0234,-,F,Correction on HARQ-ACK codebook RRC parameter,16.6.0
2021-06,RAN#92-e,RP-211234,0235,-,F,Initial UL BWP size restriction for NR-U,16.6.0
2021-06,RAN#92-e,RP-211235,0236,-,F,Correction of SL HARQ-ACK reporting when SL feedback is not used,16.6.0
2021-06,RAN#92-e,RP-211235,0237,-,F,Correction of SL HARQ-ACK reporting on UL for SL CG type 2,16.6.0
2021-06,RAN#92-e,RP-211240,0239,-,F,Correction on UL cancellation due to DCI format 2_0,16.6.0
2021-06,RAN#92-e,RP-211240,0240,-,F,Correction on half-duplex operation in CA with unpaired spectrum,16.6.0
2021-06,RAN#92-e,RP-211236,0241,-,F,Handling collision between PUCCH/PUSCH and semi-static DL symbols and SSBs,16.6.0
2021-06,RAN#92-e,RP-211236,0242,-,F,Correction on Type-1 HARQ-ACK codebook,16.6.0
2021-06,RAN#92-e,RP-211252,0243,-,F,Correction on value of 1-bit counter DAI,16.6.0
2021-06,RAN#92-e,RP-211236,0244,-,F,CR on correction for sub-slot based PUCCH,16.6.0
2021-06,RAN#92-e,RP-211236,0245,-,F,CR on clarification for reference point of sub-slot based PUCCH resource,16.6.0
2021-09,RAN#93-e,RP-211842,0246,-,F,Clarification on SL power control and SL type-1 HARQ-ACK codebook in out of coverage case,16.7.0
2021-09,RAN#93-e,RP-211842,0247,-,F,Parameter name correction for PSSCH power control,16.7.0
2021-09,RAN#93-e,RP-211844,0248,-,F,CR on number of received PDSCHs for multi-TRP transmission,16.7.0
2021-09,RAN#93-e,RP-211842,0249,-,F,Correction on synchronization procedure for sidelink transmission,16.7.0
2021-09,RAN#93-e,RP-211846,0250,1,F,Corrections on SCell dormancy indication,16.7.0
2021-09,RAN#93-e,RP-211843,0251,1,F,Correction on overlapping between SPS HARQ-ACK with HP and SP HARQ-ACK with LP,16.7.0
2021-09,RAN#93-e,RP-211842,0252,-,F,CR on Simultaneous NR SL and LTE SL Operation,16.7.0
2021-09,RAN#93-e,RP-211842,0253,-,F,Clarification on PUCCH Power control,16.7.0
2021-09,RAN#93-e,RP-211843,0254,-,F,Corrections on Sub-slot Based HARQ-ACK Feedback for MAC CE Activation/deactivation,16.7.0
2021-09,RAN#93-e,RP-211842,0255,-,F,Correction of SL HARQ-ACK reporting on UL for skipped DG,16.7.0
2021-09,RAN#93-e,RP-211842,0256,-,F,Correction on HARQ reporting for multiple pools with PSFCH,16.7.0
2021-09,RAN#93-e,RP-211843,0257,-,F,CR for SPS Release and SPS PDSCH Receptions with Slot Aggregation,16.7.0
2021-09,RAN#93-e,RP-211850,0258,-,F,Editorial corrections for TS 38.213,16.7.0
2021-09,RAN#93-e,RP-211843,0259,-,F,Correction on HARQ-ACK timing,16.7.0
2021-12,RAN#94-e,RP-212962,0260,-,F,Correction on Case 1 dormancy operation with data scheduling,16.8.0
2021-12,RAN#94-e,RP-212959,0261,-,F,CR on SL HARQ-ACK feedback reporting to gNB,16.8.0
2021-12,RAN#94-e,RP-212959,0262,-,F,Clarification on UCI and SL HARQ-ACK,16.8.0
2021-12,RAN#94-e,RP-212959,0263,-,F,Correction on priority order in power control for PSFCH,16.8.0
2021-12,RAN#94-e,RP-212960,0264,-,F,Clarification on intra-UE prioritization/multiplexing on semi-static symbols,16.8.0
2021-12,RAN#94-e,RP-212961,0265,-,F,Correction on frequency hopping for PUCCH,16.8.0
2021-12,RAN#94-e,RP-212960,0266,-,F,PUCCH multiplexing with SPS HARQ-ACK or SR within a sub-slot,16.8.0
2021-12,RAN#94-e,RP-212964,0267,1,F,Editorial corrections for TS 38.213,16.8.0
2021-12,RAN#94-e,RP-212973,0268,-,B,Introduction of coverage enhancements in NR,17.0.0
2021-12,RAN#94-e,RP-212980,0269,-,B,Introduction of dynamic spectrum sharing enhancements in NR,17.0.0
2021-12,RAN#94-e,RP-212977,0270,-,B,Introduction of enhanced IAB in NR,17.0.0
2021-12,RAN#94-e,RP-212967,0271,-,B,Introduction for extending NR operation to 71 GHz,17.0.0
2021-12,RAN#94-e,RP-212968,0272,-,B,Introduction of IIoT/URLLC enhancements in NR,17.0.0
2021-12,RAN#94-e,RP-212979,0273,-,B,Introduction of multicast-broadcast services in NR,17.0.0
2021-12,RAN#94-e,RP-212969,0274,-,B,Introduction of non-terrestrial network operation in NR,17.0.0
