UL band,DL band,UL BW,SCS of UL band,UL RB Allocation,DL BW,MSD,UL/DL fc condition,UL/DL harmonic order
12,n78,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
13,n77,5,15,,10,10.4,NOTE 5,UL5/DL1direct-hit
13,n77,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
14,n77,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
14,n77,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
18,n77,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
18,n77,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
18,n78,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
18,n78,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
19,n77,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
19,n77,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
19,n77,5,15,6,10,10.5,NOTE 4,UL4/DL1direct-hit
19,n77,5,15,6,100,2.9,NOTE 4,UL4/DL1direct-hit
19,n78,5,15,6,10,10.5,NOTE 4,UL4/DL1direct-hit
19,n78,5,15,6,100,2.9,NOTE 4,UL4/DL1direct-hit
20,n38,5,15,8,5,12.9,NOTE 3,UL3/DL1direct-hit
20,n38,5,15,8,50,4.3,NOTE 3,UL3/DL1direct-hit
20,n41,5,15,8,10,10.3,NOTE 3,UL3/DL1direct-hit
20,n41,5,15,8,100,1.5,NOTE 3,UL3/DL1direct-hit
20,n77,5,15,6,10,10.8,NOTE 4,UL4/DL1direct-hit
20,n77,5,15,6,100,3.1,NOTE 4,UL4/DL1direct-hit
20,n78,5,15,6,10,10.8,NOTE 4,UL4/DL1direct-hit
20,n78,5,15,6,100,3.1,NOTE 4,UL4/DL1direct-hit
25,n77,5,15,12,10,23.9,NOTE 2,UL2/DL1direct-hit
25,n77,5,15,12,100,13.8,NOTE 2,UL2/DL1direct-hit
25,n78,5,15,12,10,23.9,NOTE 2,UL2/DL1direct-hit
25,n78,5,15,12,100,13.8,NOTE 2,UL2/DL1direct-hit
n25,48,5,15,25,5,8.1,NOTE 6,UL2/DL1near-miss
26,n41,5,15,8,10,10.3,NOTE 3,UL3/DL1direct-hit
26,n41,5,15,8,100,2.7,NOTE 3,UL3/DL1direct-hit
26,n77,5,15,6,10,10.8,NOTE 4,UL4/DL1direct-hit
26,n77,5,15,6,100,3.1,NOTE 4,UL4/DL1direct-hit
26,n78,5,15,6,10,10.8,NOTE 4,UL4/DL1direct-hit
26,n78,5,15,6,100,3,NOTE 4,UL4/DL1direct-hit
28,n1,5,15,8,5,10.2,NOTE 3,UL3/DL1direct-hit
28,n1,5,15,8,50,2.6,NOTE 3,UL3/DL1direct-hit
n28,1,5,15,8,5,10.2,NOTE 3,UL3/DL1direct-hit
n28,1,5,15,8,20,5.3,NOTE 3,UL3/DL1direct-hit
n28,4,5,15,8,5,10.2,NOTE 3,UL3/DL1direct-hit
n28,4,5,15,8,20,5.3,NOTE 3,UL3/DL1direct-hit
n28,11,5,15,12,5,24.8,NOTE 2,UL2/DL1direct-hit
n28,11,5,15,12,10,21.8,NOTE 2,UL2/DL1direct-hit
n28,2112,NA,NA,NA,NA,NA,NOTE 2,UL2/DL1direct-hit
n28,2112,NA,NA,NA,NA,NA,NOTE 2,UL2/DL1direct-hit
n28,32,5,15,12,5,28.1,NOTE 2,UL2/DL1direct-hit
n28,32,5,15,12,20,21.9,NOTE 2,UL2/DL1direct-hit
n28,42,5,15,5,5,14.1,NOTE 5,UL5/DL1direct-hit
n28,42,5,15,5,20,8.6,NOTE 5,UL5/DL1direct-hit
28,n50,5,15,5,10,24.6,NOTE 2,UL2/DL1direct-hit
28,n50,5,15,12,80,15.8,NOTE 2,UL2/DL1direct-hit
28,n51,5,15,12,5,28.1,NOTE 2,UL2/DL1direct-hit
n28,66,5,15,8,5,10.2,NOTE 3,UL3/DL1direct-hit
n28,66,5,15,8,20,5.3,NOTE 3,UL3/DL1direct-hit
28,n66,5,15,8,5,10.2,NOTE 3,UL3/DL1direct-hit
28,n66,5,15,8,40,3.2,NOTE 3,UL3/DL1direct-hit
28,n75,5,15,12,5,28.1,NOTE 2,UL2/DL1direct-hit
28,n75,5,15,12,50,17.9,NOTE 2,UL2/DL1direct-hit
28,n77,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
28,n77,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
28,n78,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
28,n78,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
66,n48,5,15,12,10,24.4,NOTE 2,UL2/DL1direct-hit
n66,48,5,15,12,5,27.1,NOTE 2,UL2/DL1direct-hit
66,n77,5,15,12,10,23.9,NOTE 2,UL2/DL1direct-hit
66,n77,5,15,12,100,13.8,NOTE 2,UL2/DL1direct-hit
66,n78,5,15,12,10,23.9,NOTE 2,UL2/DL1direct-hit
66,n78,5,15,12,100,13.8,NOTE 2,UL2/DL1direct-hit
68,n1,5,15,8,5,10.2,NOTE 3,UL3/DL1direct-hit
68,n77,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
68,n78,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
71,n7,5,15,6,5,14.6,NOTE 4,UL4/DL1direct-hit
71,n7,5,15,6,50,2.1,NOTE 4,UL4/DL1direct-hit
n71,7,5,15,6,5,14.6,NOTE 4,UL4/DL1direct-hit
n71,7,5,15,6,20,9,NOTE 4,UL4/DL1direct-hit
71,n2510,5,15,8,5,6.9,NOTE 3,UL3/DL1direct-hit
71,n2510,5,15,8,20,2.9,NOTE 3,UL3/DL1direct-hit
71,n41,5,15,6,10,10.8,NOTE 4,UL4/DL1direct-hit
71,n41,5,15,6,100,3.1,NOTE 4,UL4/DL1direct-hit
71,n77,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
71,n77,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
71,n78,5,15,5,10,10.4,NOTE 5,UL5/DL1direct-hit
71,n78,5,15,5,100,2.9,NOTE 5,UL5/DL1direct-hit
n105,7,5,15,6,5,18,NOTE 4,UL4/DL1direct-hit
n105,7,5,15,6,20,12,NOTE 4,UL4/DL1direct-hit
106,n41,3,15,8,10,13,NOTE 3,UL3/DL1direct-hit
106,n41,3,15,8,100,4.5,NOTE 3,UL3/DL1direct-hit
106,n48,3,15,6,10,10.5,NOTE 4,UL4/DL1direct-hit
106,n48,3,15,6,100,2.9,NOTE 4,UL4/DL1direct-hit
"NOTE 1:The direct-hit requirements apply when there is at least one individual RE within the uplink transmission bandwidth of the aggressor (lower) band for which the 2nd / 3rd / 4th / 5th transmitter harmonic is within the downlink transmission bandwidth of a victim (higher) band. The requirements should be verified using RBstart = floor((NRB-LCRB)/2), where floor(x) is the greatest integer less than or equal to x, and where the UL parameters NRB and LCRB are respectively, the transmission bandwidth configuration and the number of RB’s for the specified UL band channel bandwidth and the UL band subcarrier spacing.NOTE 2:The requirements should be verified for UL EARFCN or NR ARFCN of the aggressor (lower) band (superscript LB) such that in MHz and  with carrier frequency in the victim (higher) band in MHz and  the channel bandwidth configured in the lower band.This DL band may be affected by near-miss interference for which the MSD is not specified. NOTE 3:The requirements should be verified for UL EARFCN or NR ARFCN of the aggressor (lower) band (superscript LB) such that  in MHz and  with the carrier frequency in the victim (higher) band in MHz and  the channel bandwidth configured in the low band.NOTE 4:The requirements should be verified for UL EARFCN or NR ARFCN of the aggressor (lower) band (superscript LB) such that in MHz and  with carrier frequency in the victim (higher) band in MHz and  the channel bandwidth configured in the lower band.NOTE 5:The requirements should be verified for UL EARFCN or NR-ARFCN of the aggressor (lower) band (superscript LB) such that in MHz and  with carrier frequency in the victim (higher) band in MHz and  the channel bandwidth configured in the lower band.NOTE 6:The near-miss requirements are only applicable when direct-hit requirements do not apply.   These requirements should be verified for downlink channel bandwidths no larger than 10 MHz and with a carrier frequency at  MHz offset from  in the victim (higher band) with , whereandare the channel bandwidths configured in the aggressor (lower) and victim (higher) bands in MHz, respectively.NOTE 7:For these bandwidths, the minimum requirements are restricted to operation when carrier is configured as a downlink carrier part of CA configuration.NOTE 8:For a UE which supports this band combination only when the Band n77 frequency range restriction defined in NOTE 12 of Table 5.2-1 from TS 38.101-1 applies, the MSD test point(s) cannot be verified for the band combination and the test point(s) can be skipped.NOTE 9:Void.NOTE 10:These requirements apply when the upper edge frequency of the 5 MHz uplink channel in Band 71 is located at or below 668 MHz and the downlink channel in Band n25 is located with its upper edge at 1995 MHz.NOTE 11:No requirements apply when there is at least one individual RE within the uplink transmission bandwidth of the low band for which the 2nd transmitter harmonic is within the downlink transmission bandwidth of the high band. The reference sensitivity for all active downlink component carriers is only verified when this is not the case (the requirements specified in clause 7.3.1 from TS 36.101-1 apply unless otherwise specified).NOTE 12:The frequency range in band n28 is restricted for this band combination to 728 - 738 MHz for the UL. This band is subject to 2nd harmonic fall in B21 also which MSD is not specified.NOTE 13:Void.±10+BWChannelHB/2",,,,,,,,
