Change history,,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version,
2025-12,RAN#110,RP-253667,1444,,A,(DC_R16_1BLTE_1BNR_2DL2UL-Core) Second harmonic exceptions for spurious emissions for ENDC_41A_n41A operation,19.4.0,
2025-12,RAN#110,RP-253639,1445,1,F,CR-Bugfix 38101-3-j30_s00-05,19.4.0,
2025-12,RAN#110,RP-253661,1446,,F,(NonCol_intraB_ENDC_NR_CA_Ph2) Type 4 UE requirement alignment with RAN2 signalling,19.4.0,
2025-12,RAN#110,RP-253659,1451,,F,CR for 38.101-3 clause 6 changes of Rel.19 Inter-band EN-DC HPUE with 2Tx and 3Tx,19.4.0,
2025-12,RAN#110,RP-253639,1453,,B,Big CR for DC_R19_xBLTE_yBNR,19.4.0,
2025-12,RAN#110,RP-253659,1454,1,B,CR on HPUE MSD requirements simplification for TS38.101-3,19.4.0,
2025-12,RAN#110,RP-253671,1456,,A,(NR_CADC_R18_2BDL_xBUL-Core) CR to 38.101-3 to correct uplink configuration for CA_n66-n257 and CA_n71-n257 and CA_n71-n260_R19_CAT_A,19.4.0,
2025-12,RAN#110,RP-253671,1458,,A,(NR_CADC_R18_3BDL_xBUL-Core) CR to 38.101-3 to add missing uplink configurations for CA_n2-n12-n260_R19_CAT_A,19.4.0,
2025-12,RAN#110,RP-253667,1460,,A,(DC_R18_1BLTE_1BNR_2DL2UL-Core) CR to 38.101-3 to remove the empty rows from EN-DC and NE-DC spurious emission requirement tables_R19_CAT_A,19.4.0,
2025-12,RAN#110,RP-253640,1461,,B,big CR 38.101-3 for NR_CADC_SUL_R19,19.4.0,
2025-12,RAN#110,RP-253639,1462,1,F,CR 38.101-3 correcting MSD table for 3DL combinations,19.4.0,
2026-03,RAN#111,RP-260444,1463,,F,CR-Bugfix 38.101-3,19.5.0,
2026-03,RAN#111,RP-260444,1471,,F,(DC_R19_xBLTE_yBNR-Core) CR to 38.101-3 to correct MSD test points due to dual uplink operation for 3 bands configurations_R19,19.5.0,
2026-03,RAN#111,RP-260452,1475,,A,(DC_R18_1BLTE_1BNR_2DL2UL-Core) CR to TS38.101-3: Remove UL3/DL1 harmonic near-miss MSD cases,19.5.0,
2026-03,RAN#111,RP-260444,1477,,F,CR 38.101-3 corrections NR CA configurations,19.5.0,
2026-03,RAN#111,RP-260452,1484,,F,"(DC_R18_2BLTE_1BNR_3DL2UL-Core) CR to correct some DL Fc for DC_7A-28A_n5A, DC_7A-20A_n3A & DC_3A-28A_n5A MSDs and CBW for DC_2A-13A_n77A MSD in clause 7.3B.2.3.5.2 - Rel-19 TS 38.101-3",19.5.0,
2026-03,RAN#111,RP-260446,1466,1,F,(NR_ENDC_RF_Ph4-Core) CR on HPUE MSD simplification requirements for TS38.101-3,19.5.0,
2026-03,RAN#111,RP-260467,1479,1,A,(NR_cov_enh2-Core) CR on the configured power for EN-DC enabling Rel-18 power boosting,19.5.0,
2026-03,RAN#111,RP-260444,1467,1,F,(DC_R19_xBLTE_yBNR-Core) CR to 38.101-3 to correct the test frequency for DC_8_n40-n71 and notes for DC_2_n77,19.5.0,
2026-03,RAN#111,RP-260452,1465,2,A,(NR_CADC_R18_yBDL_xBUL-Core) CR for 38.101-3: Correction on NRDC combination of n3A-n28A-n77A-n257A/G/H/I,19.5.0,
2026-06,RAN#112,RP-261410,1488,,A,Requirement applicability for inter-band non-collocated EN-DC with overlapping DL frequency,19.6.0,
2026-06,RAN#112,RP-261399,1497,,A,(DC_R17_1BLTE_1BNR_2DL2UL-Core) CR to clarify the applicable RB allocations for 30kHz SCS when UE testing and remove related redundant notes in clause 7.3B - TS 38.101-3,19.6.0,
2026-06,RAN#112,RP-261399,1499,,A,(NR_CADC_R18_2BDL_xBUL-Core) CR to modify NOTE 2 to NOTE 5 in the table of MSDs due to UL harmonic for EN-DC in NR FR1 in clause 7.3B.2 - TS 38.101-3,19.6.0,
2026-06,RAN#112,RP-261399,1500,,A,(DC_R18_1BLTE_1BNR_2DL2UL) CR on correction of UL configuration for DC_71A_n25A,19.6.0,
2026-06,RAN#112,RP-261388,1502,,F,( HPUE_DC_LTE_NR_R19) CR to correct the DL Fc for DC_18A_n78A in clause 7.3B.2.3.5.1 PC2 - Rel-19 TS 38.101-3,19.6.0,
2026-06,RAN#112,RP-261399,1509,,A,(DC_R17_2BLTE_1BNR_3DL2UL) CR to correct the DL Fc for 7.3B.2.3.5.2-1 in clause 7.3B.2.3.5.2 - Rel-19 TS 38.101-3,19.6.0,
2026-06,RAN#112,RP-261399,1511,,A,(DC_R18_xBLTE_2BNR_yDL2UL-Core) CR to correct the DL Fc for Table 7.3B.2.3.5.2-1 in clause Table 7.3B.2.3.5.2 - Rel-19 TS 38.101-3,19.6.0,
2026-06,RAN#112,RP-261392,1512,,F,CAT F CR to R19 38.101-3-j50 to add HPUE MSD simplication for 1UL band 2CC and 2UL bands 3CC,19.6.0,
2026-06,RAN#112,RP-261388,1516,,F,(NR_CADC_SUL_R19) CR to 38.101-3 to add operating band for inter-band CA between FR1 and FR2,19.6.0,
