Change history,,,,,,,,
Date,Meeting,TDoc,CR,Rev,Cat,Subject/Comment,New version,
2018-12,RAN#82,RP-182773,0033,1,F,Completion of configured maximum output power for intra-band contiguous EN-DC,15.4.0,
2018-12,RAN#82,RP-182774,0034,1,F,Configured maximum output power for intra-band non-contiguous EN-DC,15.4.0,
2019-03,RAN#83,RP-190403,0035,,F,"CR to TS 38.101-3: Implementation of endorsed draft CRs from RAN4#90Endorced draft CRs from RAN4#90R4-1900034, Editorial corrections for 38.101-3, Qualcomm IncorporatedR4-1900460, Draft CR to TS38.101-3_corrections on MSD, ZTE CorporationR4-1900461, Draft CR to TS38.101-3_inter-band NR DC between FR1 and FR2, ZTE CorporationR4-1900524, Draft CR to TS 38.101-3 on inter-band CA & inter-band EN-DC configurations, ZTE CorporationR4-1900529, Draft CR to TS 38.101-3 on Single Uplink Allowed for EN-DC combinations of order 3 or higher, ZTE CorporationR4-1900726, Editorial corrections to delta Tib for EN-DC, Rohde & SchwarzR4-1901359, draft CR for correction for missing operating band for EN-DC, NTT DOCOMO INC.R4-1901428, draft CR to make editorial corrections in 38-101-3 Rel-15, EricssonR4-1901848, Draft CR for 38.101-3: Addition of default power class, Sprint CorporationR4-1901850, Draft CR for 38.101-3: Intra-band Pcmax P_EN-DC_Total for non-DPS UEs, Sprint CorporationR4-1901851, Draft CR for 38.101-3: Intra-band Pcmax Editorial corrections, Sprint CorporationR4-1901874, Guardband for harmonic exception to reference sensitivity, Qualcomm IncorporatedR4-1901878, Non-simultaneous Tx/Rx for TDD intra-band EN-DC, Qualcomm IncorporatedR4-1901890, A-MPR for DC_(n)71AA without Dynamic Power Sharing, Motorola Mobility France S.A.SR4-1901926, Draft CR to 38.101-3 to clarify ACS2 wanted level, Qualcomm IncorporatedR4-1901997, draft_CR TS 38.101-3 type 2 UE DC_(n)41 and DC_41_n41 NS04 AMPR correction, Skyworks Solutions Inc.R4-1902002, Draft CR to 38.101-3 on DC_n41-41 – B40 coexistence, Qualcomm IncorporatedR4-1902154, Draft CR to TS38.101-3_clean up on inter-band CA between FR1 and FR2, ZTE CorporationR4-1902155, Draft CR for TS 38.101-3: Corrections to Table 7.3B.2.3.5.1-1 for reference sensitivity exceptions (two bands), MediaTek Inc.R4-1902156, draftCR corrections for TS 38.101-3, HuaweiR4-1902157, CR on intraband ENDC channel configurations, Intel CorporationR4-1902160, Draft CR on some errors to TS 38.101-3, HuaweiR4-1902161, CR to 38.101-3 to clarify non-simultaneous RXTX capability for co-bands, Qualcomm IncorporatedR4-1902163, Draft CR to 38.101-3 to clarify DL carrier levels for bands in close frequency proximity, Qualcomm IncorporatedR4-1902164, Draft CR to reflect agreed MSD analysis of DC_25A-n41A for TS 38.101-3, MediaTek Inc.R4-1902169, draft CR for inter-band EN-DC Pcmax, HuaweiR4-1902172, Draft CR ACLR for NC intra-band EN-DC, Skyworks Solutions Inc.R4-1902176, Draft CR for 38.101-3 modification of requirements for intra-band non-contiguous EN-DC SEM, HuaweiR4-1902179, draft CR for introduction of Tx IM for Inter-band EN-DC in TS38.101-3, NTT DOCOMO, INC.R4-1902182, Clarification for OOBE boundary for intra-band contiguous and non-contiguous EN-DC, vivoR4-1902195, draft_CR TS 38.101-3 Footnote correction in Table 7.3B.2.3.1-2, Skyworks Solutions Inc.R4-1902232, Draft CR on SUL band combinations to TS 38.101-3, HuaweiR4-1902478, Addition of power class 2 EN-DC ACLR requirement, NokiaR4-1902481, draftCR on inter-band EN-DC Rx requirement for TS 38.101-3, HuaweiR4-1902486, Draft CR for 38.101-3 modification of requirements for network signalled value NS_04, HuaweiR4-1902496, Draft CR for TS 38.101-3: Switching time for intra-band EN-DC upon dual PA UE capability, HuaweiR4-1902500, Draft CR for 38.101-3: adding MPR for intra-band ENDC,Skyworks Solutions IncR4-1902660, Introduction of modified MPR for 38.101-3, NokiaEditorial changes after RAN#83To align the annex numbering with other specifications (TS 38.101-x series), 'Modified MPR behavior' was moved to annex H.",15.5.0,
2019-06,RAN#84,RP-191240,0041,,F,"CR to TS 38.101-3: Implementation of endorsed draft CRs from RAN4#90bis and RAN4#91Endorced draft CRs from RAN4#90BisR4-1902829, Draft CR for 38.101-3 editoral correction for editorial correction for intra-band contiguous EN-DC uplink configuration when Rx requirements are measured, HuaweiR4-1903074Draft CR to 38.101-3 rel. 15 to fix missing SUO noteApple Inc.R4-1903090Pcmax for Rel-15 intra-band EN-DC within FR1 wrong references - fixesInterDigital CommunicationsR4-1903150Draft CR to TS 38.101-3_Spurious emission and Tx IM for inter-band CA between FR1 and FR2ZTE CorporationR4-1903302Draft CR to TS 38.101-3 correction for the DC_3_n3 delta R IBNC tableCHTTLR4-1903426draft CR for 38.101-3: Reflect the agreed MSD for DC_5_n78China TelecomR4-1903515Removal of reference sensitivity exception due to close proximity of bands for EN-DC in NR FR1 clauseNokiaR4-1903958Completion of defintions of EN-DC configured powerEricssonR4-1904639Draft CR to 38.101-3 on DC_n41-41 – B40 coexistence, Qualcomm IncorporatedR4-1904934Harmonization of reference sensitivity level for DC clauseNokiaR4-1904935Change description 4.2(e) in Applicability of minimum requirements for TS 38.101-3vivoR4-1904945Draft CR to TS38.101-3_adding some exclusion frequencies for SEM and spurious emission for EN-DCZTE CorporationR4-1904946Draft CR to TS 38.101-3 on some minor correctionsZTE CorporationR4-1904951Draft CR for 38.101-3 intra-band EN-DC AMPRHuaweiR4-1904953Draft CR for 38.101-3: NS_04 A-MPR power class relationship clarificationSprint CorporationR4-1904959Draft CR on UE to UE coexistence for TS 38.101-3HuaweiR4-1904988Draft CR to 38.101-1. Clarify EN-DC category for requirements of carrier imbalanceQualcomm IncorporatedR4-1904995draft CR to 38.101-3 Configured output power for inter-band EN-DC including both FR1 and FR2Intel CorporationR4-1905085Draft CR for TR 38.101-3 NE-DC RF requirementHuaweiR4-1904925Draft CR for improving EN-DC configuration tables in TS38.101-3CATTEndorced draft CRs from RAN4#91R4-1905628Draft CR to TS38.101-3_Frequency error for intra-band for EN-DCZTE CorporationR4-1905629Draft CR to TS 38.101-3_removal of the reference sensitivity exception for NR CA between FR1 and FR2ZTE CorporationR4-1905767draft CR to 38.101-3 Correction ot DeltaTIB,c in configured output power for EN-DCIntel CorporationR4-1905774Draft CR to TS38.101-3 Correction to intra-band and inter-band EN-DC PcmaxIntel CorporationR4-1905793CR for TS 38.101-3 (Rel-15): Support of n257D-F for DC_1-42_n257 and DC_3-42_n257SoftBank Corp.R4-1905799Correction of LTE anchor condition to Spurious response for EN-DCAnritsu CorporationR4-1907057Draft CR for 38.101-3: Further UE coexistence table clean-upSprint CorporationR4-1907063Draft CR for 38.101-3: Global replacement of LTE with E-UTRASprint CorporationR4-1907136Draft CR to 38.101-3 rel. 15 to fix missing Exceptions for Out-of-band BlockingAppleR4-1907137Draft CR to 38.101-3 rel. 15 to fix missing SUO noteAppleR4-1907181Draft CR for 38.101-3: Removal of unnecessary ACLR notesSprint CorporationR4-1907422Draft CR for TS 38.101-1 Correction of channel bandwidth set for NR CAHuaweiR4-1907424Draft CR for clarification of note for B42_n77 and B42_n78NTT DOCOMO, INC.R4-1907425DraftCR TS 38.101-3 Corrections to Intra-band ENDC MPR textSkyworks Solutions Inc.R4-1907426Definition of BCS support in inter-band EN-DC modeQualcomm IncorporatedR4-1907448Correction to EN-DC spurious emissionsROHDE & SCHWARZR4-1907476draft CR for TS 38.101-3 intra-band EN-DC PcmaxHuaweiR4-1907482Correction of RefSens exceptions due to UL harmonic interference for EN-DC in 38.101-3vivoR4-1907483[Rx]Draft CR for 38.101-3 defining Reference sensitivity for intra-band non-contiguous, HuaweiR4-1907485Corrections to MPR/A-MPR and additional requirements for intra-band EN-DCEricssonR4-1907489Draft CR to 38.101-3. Revise MSD for DC_20A-n8AQualcomm IncorporatedR4-1907492Modification of reference sensitivity and general spurious emissions in 38.101-3Qualcomm IncorporatedR4-1907594draft CR of modification on reference for inter-band EN-DC including FR2 for TS 38.101-3NTT DOCOMO INC.R4-1907808Draft CR to 38.101-3 NE-DC introducationInterDigital Communications",15.6.0,
2019-06,RAN#84,RP-191241,0036,,B,CR to REL-16 TS 38.101-3: Implementation of endorsed draft CRs on NR combinations and dual Connectivity combinations,16.0.0,
2019-06,RAN#84,RP-191241,0037,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#91 into TS 38.101-3,16.0.0,
2019-06,RAN#84,RP-191241,0039,,B,Introducing CR on new EN-DC LTE(xDL/1UL)+ NR(2DL/1UL) DC in rel-16,16.0.0,
2019-06,RAN#84,RP-191252,0040,1,B,Introduction of band combinations and requirements for Band n87 (LTE/NR sharing),16.0.0,
2019-06,RAN#84,RP-191241,0042,1,B,Big CR for agreed DC band combo of 1 LTE band + 1 NR band,16.0.0,
2019-06,RAN#84,RP-191241,0043,,B,CR introduction completed band combinations 37.716-31-11 -> 38.101-3,16.0.0,
2019-06,RAN#84,RP-191241,0044,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into Rel16 TS 38.101-3,16.0.0,
2019-09,RAN#85,RP-192049,0064,,A,CR to TS 38.101-3: Implementation of endorsed draft CRs from RAN4#92 (Rel-16)- Mirror changes from R4-1910354 from RAN4#92,16.1.0,
2019-09,RAN#85,RP-192028,0045,2,B,CR to correct 7.3B.2.3.2 and 7.3B.2.3.4 for EN-DC DC_7_n77 and DC_7_n78,16.1.0,
2019-09,RAN#85,RP-192028,0046,2,F,Correction on EN-DC grouping in Rel-16 spec,16.1.0,
2019-09,RAN#85,RP-192028,0047,1,F,CR to TS 38.101-3 correction for the UL RB allocations of the MSD table,16.1.0,
2019-09,RAN#85,RP-192027,0049,1,F,[SUL] CR on SUL band combinations into Rel-16 TS 38.101-3,16.1.0,
2019-09,RAN#85,RP-192028,0051,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#92 into TS 38.101-3,16.1.0,
2019-09,RAN#85,RP-192033,0053,,C,CR for 38.101-3: B41 n41 EN-DC allocation based A-MPR,16.1.0,
2019-09,RAN#85,RP-192028,0054,1,F,CR_38.101-3 Rel 16 Addition of footnote 3 to DC_40A_n41A,16.1.0,
2019-09,RAN#85,RP-192028,0056,1,F,CR for 38.101-3: Correction of n5 combinations protection for B26,16.1.0,
2019-09,RAN#85,RP-192027,0057,,B,CR on introducing NR intra-band CA for 3DL Bands and 1UL band for 38.101-3,16.1.0,
2019-09,RAN#85,RP-192027,0058,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into Rel16 TS 38.101-3,16.1.0,
2019-09,RAN#85,RP-192028,0059,,F,Big CR for EN-DC of LTE 1band + NR 1band,16.1.0,
2019-09,RAN#85,RP-192028,0060,,B,CR introduction completed band combinations 37.716-31-11 -> 38.101-3,16.1.0,
2019-09,RAN#85,RP-192028,0061,,B,CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,16.1.0,
2019-09,RAN#85,RP-192035,0062,,F,CR for 38.101-3 Pcmax for EN-DC with 3CC uplink,16.1.0,
2019-09,RAN#85,RP-192027,0065,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into Rel16 TS 38.101-3,16.1.0,
2019-09,RAN#85,RP-192028,0066,,B,CR on introduction of completed EN-DC of x bands LTE and 2 band NR from RAN4#92 into TS 38.101-3,16.1.0,
2019-12,RAN#86,RP-193032,0075,,A,CR for 38.101-3 EN-DC RX Out-of-Band Blocking for shared bands and bands in close proximity,16.2.0,
2019-12,RAN#86,RP-193032,0077,,A,CR to 38.101-3 Missing Harmonic Mixing MSD for DC_3_n77/n78,16.2.0,
2019-12,RAN#86,RP-193032,0079,,A,CR for 38.101-3 EN-DC DL Synchronous Carriers,16.2.0,
2019-12,RAN#86,RP-193032,0085,,A,CR for 38.101-3: Correction to DC Config and dual UL interferer (Rel-16),16.2.0,
2019-12,RAN#86,RP-193032,0087,,A,CR for 38.101-3: Correction to EN-DC and NE-DC Configurations  (Rel-16),16.2.0,
2019-12,RAN#86,RP-193032,0090,,A,CR to TS38.101-3: Correction on channel spacing for intra-band EN-DC carriers (section 5.4B.1),16.2.0,
2019-12,RAN#86,RP-193012,0091,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into Rel16 TS 38.101-3,16.2.0,
2019-12,RAN#86,RP-193012,0092,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into Rel16 TS 38.101-3,16.2.0,
2019-12,RAN#86,RP-193012,0093,1,B,CR to reflect the completed ENDC combinations for 3 bands DL with 3 bands UL into Rel16 TS 38.101-3,16.2.0,
2019-12,RAN#86,RP-193021,0094,,F,CR to remove square brackets for n90 in TS38.101-3,16.2.0,
2019-12,RAN#86,RP-193019,0095,1,B,CR for adding solution for addressing SAR issue for EN-DC PC2 UE,16.2.0,
2019-12,RAN#86,RP-193012,0097,,B,Introducing NR inter-band CA for 3DL Bands and 1UL band for 38.101-3,16.2.0,
2019-12,RAN#86,RP-193012,0099,,F,CR to TS 38.101-3 on single UL allowed for inter-band CA configurations (Rel-16),16.2.0,
2019-12,RAN#86,RP-193012,0102,,B,CR on introduction of completed EN-DC of 1 band LTE and 1 band NR,16.2.0,
2019-12,RAN#86,RP-193032,0106,,A,CR for TS 38.101-3: Removing MSD requirements for EN-DC combinations due to receiver even order harmonic mixing with UL 3rd harmonic,16.2.0,
2019-12,RAN#86,RP-193032,0107,,A,CR to TS 38.101-3: clarification for MPR statement,16.2.0,
2019-12,RAN#86,RP-193032,0108,,A,"CR to TS 38.101-3 on inter-band CA, EN-DC, NE-DC and NR-DC configurations (Rel-16)",16.2.0,
2019-12,RAN#86,RP-193012,0109,,F,CR for TS 38.101-3: Removing MSD requirements for EN-DC combinations due to receiver even order harmonic mixing with UL 3rd harmonic,16.2.0,
2019-12,RAN#86,RP-193033,0111,,A,"CR to TS 38.101-3: adding missing 90MHz channel BW support for n77, n78 related CA",16.2.0,
2019-12,RAN#86,RP-193012,0112,,B,Introducing CR on new EN-DC LTE(xDL/1UL)+ NR(2DL/1UL) DC in rel-16,16.2.0,
2019-12,RAN#86,RP-193033,0114,,F,Removal of brackets from MPR and MSD 38.101-3 REL16,16.2.0,
2019-12,RAN#86,RP-193033,0120,,A,Pcmax for EN-DC: applicability of NS values and removal of a duty-cycle capability,16.2.0,
2019-12,RAN#86,RP-193012,0123,1,B,CR for TS 38.101-3: MSD due to cross band isolation,16.2.0,
2019-12,RAN#86,RP-193033,0125,,A,CR for TS 38.101-3: Additional out-of-band blocking exceptions for inter-band EN-DC,16.2.0,
2019-12,RAN#86,RP-193012,0126,,B,CR for 38.101-3 introduce SUL band combination DC_66A_n78(2A)_SUL_n78A-n86A,16.2.0,
2019-12,RAN#86,RP-193033,0128,,A,CR for 38.101-3: correct MSD exception for DC_2_n78(Rel-16),16.2.0,
2019-12,RAN#86,RP-193012,0129,,B,CR to introduce new combinations of LTE 4band + NR 1band for TS 38.101-3,16.2.0,
2019-12,RAN#86,RP-193012,0130,,B,CR on introduction of completed EN-DC of 2 bands LTE and 1 band NR from RAN4#92bis and RAN4#93 into TS 38.101-3,16.2.0,
2019-12,RAN#86,RP-193012,0131,,B,CR introduction completed band combinations 37.716-31-11 -> 38.101-3,16.2.0,
2019-12,RAN#86,RP-193012,0132,,B,CR introduction completed band combinations 38.716-04-01 -> 38.101-3,16.2.0,
2019-12,RAN#86,RP-193012,0133,1,F,CR to 38.101-3 to remove duplicate combinations,16.2.0,
2019-12,RAN#86,RP-193012,0134,,F,CR to 38.101-3 to add missing ?TIB and ?RIB values for DC_12-30_n66,16.2.0,
2019-12,RAN#86,RP-193033,0136,,A,Mirror CR for 38.101-3: Clarification of the notation for intra-band EN-DC combinations,16.2.0,
2019-12,RAN#86,RP-193008,0140,2,B,CR to 38.101-3 on uplink power control for non synchronous NR-DC between FR1 and FR2,16.2.0,
2019-12,RAN#86,RP-193032,0148,,A,CR to TS 38.101-3 on inter-band EN-DC configurations including FR2 for five bands (Rel-16),16.2.0,
2019-12,RAN#86,RP-193033,0152,1,A,CR for 38.101-3 correction for intra-band EN-DC Pcmax,16.2.0,
2019-12,RAN#86,RP-193033,0153,1,A,CR for 38.101-3 intra-band EN-DC MPR/AMPR,16.2.0,
2019-12,RAN#86,RP-193032,0154,,F,EN-DC grouping correction for FR1 only configurations REL-16,16.2.0,
2019-12,RAN#86,,,,,Change history corrected,16.2.1,
2020-03,RAN#87,RP-200388,0159,1,F,CR on SAR solution for TDD&TDD EN-DC PC2 UE,16.3.0,
2020-03,RAN#87,RP-200396,0164,,A,Mirror CR for 38.101-3: Correction of MOP tolerance for B41/n41  EN-DC,16.3.0,
2020-03,RAN#87,RP-200380,0165,1,F,CR for 38.101-3: Remove delta Tib and delta Rib for FR1+FR2 CA,16.3.0,
2020-03,RAN#87,RP-200380,0166,,F,CR for 38.101-3: DC_25-41_n41 correction,16.3.0,
2020-03,RAN#87,RP-200396,0172,,A,CR to TS 38.101-3: corrections on ACS for intra-band contiguous EN-DC,16.3.0,
2020-03,RAN#87,RP-200396,0174,,A,CR to TS 38.101-3: editorial corrections on Rx requirements for intra-band contiguous EN-DC,16.3.0,
2020-03,RAN#87,RP-200380,0175,1,F,CR to TS 38.101-3: Updated the MSD values for ENDC 3-n41,16.3.0,
2020-03,RAN#87,RP-200396,0177,,A,CR to TS 38.101-3: Correct the intra-band ENDC channel spacing,16.3.0,
2020-03,RAN#87,RP-200380,0178,,B,CR to reflect the completed NR inter band CA DC combinations for 2 bands DL with up to 2 bands UL into Rel16 TS 38.101-3,16.3.0,
2020-03,RAN#87,RP-200380,0179,,B,CR to reflect the completed NR inter band CA DC combinations for 3 bands DL with 2 bands UL into Rel16 TS 38.101-3,16.3.0,
2020-03,RAN#87,RP-200380,0180,,B,CR to reflect the completed ENDC combinations for 3 bands DL with 3 bands UL into Rel16 TS 38.101-3,16.3.0,
2020-03,RAN#87,RP-200380,0181,,F,Correction to remedy missing implementation of approved CR0093r1,16.3.0,
2020-03,RAN#87,RP-200396,0182,,F,"CR for TS38.101-3, Correction of IE RF-Parameters name of maxUplinkDutyCycle",16.3.0,
