Change history,,,,,,,
Date,TSG #,TSG Doc.,CR,Rev,Cat,Subject/Comment,New version
2007-11,RAN2#60,R2-075500,,,,"Added RLC architecture model figures (Figures 4.2.1.1.1-1, 4.2.1.2.1-1, 4.2.1.3.1-1);Added Editor's note that the SDU discard functionality may not be specified in RLC;Added description of receive operations for RLC-UM in sub clause 5.1.2;Added to the description of receive operations for RLC-AM in sub clause 5.1.3 including: STATUS transmitting window definition, procedures for the case RLC data PDU within receiving window is received, actions at T_reordering expiry and RLC SDU reassembly;T_and in sub clause 5.1.3;Removed Editor's note which said that PDU loss detection should be after HARQ reordering;Clarified the description of the polling trigger ""transmission of last data in the buffer"";Added description of STATUS PDU construction in sub clause 5.2.3 and removed an Editor's note in this sub clause;Modified trigger for RLC SDU discard to ""indication from PDCP"";Removed Editor's note on the type of PDUs to be specified;Removed Editor's notes regarding STATUS PDU piggybacking;Complete UMD PDU headers captured and 2 new figures inserted for them, and removed Editor's note on UMD PDU;Defined one STATUS PDU format with a new figure and an Editor's note, and removed old Editor's note in sub clause 6.2.1.6;Added description of the R1 field, CPT field, ACK_SN field, E1 field, NACK_SN field, E2 field, SOstart field and SOend field.Added 7 state variables: VR(R-SO), VR(X), VR(X-SO), VR(MS), VR(UR), VR(UMR) and VR(UX);Constants Rx_Window_Size and Tx Window size were converged into one constant ""Window_Size"" of which the value is defined to half the SN space, and constants ""AM_Window_Size"" and ""UM_Window_Size"" were newly defined;Added 1 timer: T_reordering.",1.1.1
2007-11,RAN2#60,R2-075501,,,,"Added definition for ""byte segment"";Removed Editor's note which said that the SDU discard functionality may not be specified in RLC;Added missing description for RLC-UM receive operation (the case when UMD PDU with SN that falls within the reordering window but not equal to VR(R) is received);Added missing description for RLC-AM receive operation (the case when only part of the received RLC data PDU is received in duplication);Added text related to updating state variable VR(MS);Added Editor's note that it has to be decided whether T_reordering can be triggered by a missing RLC data PDU for which status reporting has already been triggered once;Editorial clarification / corrections were made.",1.1.2
2007-11,RAN2#60,R2-075502,,,,Added text related to updating state variable VR(MS);Editorial clarification / corrections were made.,1.1.3
2007-11,RAN2#60,R2-075503,,,,Modified description of VR(MS) update procedure;Modified description of VR(X) / VR(X-SO) update procedure;Editorial corrections were made.,1.1.4
2007-11,RAN2#60,R2-075504,,,,Added missing description with regards to RLC-AM receive operation;Added Editor's note on the delivery of RLC control PDUs;Editorial corrections were made.,1.1.5
2007-11,RAN2#60,R2-074589,,,,v1.1.5 was endorsed by RAN WG2 as v1.2.0.,1.2.0
2007-11,RP-38,RP-070918,,,,v1.2.0 was stepped to v2.0.0 and presented to RAN plenary for approval.,2.0.0
2007-12,RP-38,-,,,,Approved at TSG RAN-38 and placed under change control,8.0.0
2008-03,RP-39,RP-080196,0001,-,,"CR0001 for TS 36.322 E-UTRA RLC:Added reference to TS 36.321;Clarified definition of ""byte segment"";Renamed ""Segmentation Info"" to ""Framing Info"";Aligned texts to refer to ""upper layer"" and ""lower layer"" instead of RRC/PDCP and MAC;Specified that BCCH and DL CCCH is handled by RLC-TM;Added support for duplicate detection by receiving RLC UM entity;;Clarified that RLC SDUs should be delivered to upper layers in sequence;Modified description so that MAC indicates ""total size of RLC PDUs"" together with notification of transmission opportunity instead of ""TB size"";Specified that RLC SDU discard is applied for RLC-AM and RLC UM, and introduced the detailed RLC SDU discard procedure;Renamed ""RLC reset"" to ""RLC re-establishment"", and introduced the detailed RLC re-establishment procedure;Removed Editor's note on RLC flow control (flow control will not be supported by RLC);Restructured the texts on RLC AM and RLC UM receive operations, and added/modified the detailed descriptions;Added description on prioritization of data to transmit (control > data; retransmission > new data);Removed the term STATUS transmitting window;Clarified that retransmission of negatively acknowledged data by STATUS PDU is mandatory and that retransmission of negatively acknowledged data by HARQ delivery failure is optional;Removed Editor's note on retransmission prohibit (there will be no conditions where negatively acknowledged data shall not be retransmitted);Clarified description on polling trigger ""Transmission of last data in buffer"";Added new polling triggers ""Every Poll_PDU PDUs"" and ""Every Poll_Byte Bytes"", introduced their descriptions, and added an Editor's note that their configurability is FFS;Added description on status reporting trigger ""detection of reception failure of an RLC data PDU"";Introduced description of the status prohibit function;Removed Editor's note on the possibility to define more RLC control PDUs (no more RLC control PDUs will be defined);Clarified the ""most significant bit"" and ""least significant bit"" in an RLC PDU;Removed reference to bit numbers in RLC PDU;Modified the order of fields in the 1byte UMD PDU header;Removed Editor's note on the order of fields in the AMD PDU / AMD PDU segment header (they are now confirmed);Modified definition of ACK_SN;Defined the special value of SOend;Added description on the UM modulus operation;Removed state variables VR(R-SO), VR(X-SO) and VR(UMR);Modified description/definition of state variables VR(MR), VR(X), VR(MS), VR(UR) and VR(UX);Introduced new state variables VR(H) and VR(UH) and their descriptions;Introduced new constants Poll_PDU and Poll_Byte and their descriptions;Clarified that only one T_reordering will be running at one time for an RLC entity;Introduced new timer T_status_prohibit and its description;Editorial corrections were made.",8.1.0
2008-05,RP-40,RP-080411,0002,1,,Clarification on STATUS PDU size for BSR,8.2.0
,RP-40,RP-080411,0003,-,,Removal of Editor's Note on updating of VR(MS) upon expiry of T_reordering,8.2.0
,RP-40,RP-080411,0004,-,,Removal of STATUS receiving window,8.2.0
,RP-40,RP-080411,0005,-,,Duplicate detection in UM RLC,8.2.0
,RP-40,RP-080411,0006,-,,Correction to Polling Procedure,8.2.0
,RP-40,RP-080411,0007,-,,Miscellaneous corrections to TS 36.322,8.2.0
,RP-40,RP-080411,0008,-,,Small corrections to RLC,8.2.0
,RP-40,RP-080411,0012,-,,CR to 36.322 on correction to RLC PDU reassembly,8.2.0
,RP-40,RP-080411,0015,1,,36.322 CR on 'RLC retransmission count and addition of Configurable Parameters',8.2.0
,RP-40,RP-080411,0017,-,,Service alignments with TS 36.323 (PDCP),8.2.0
,RP-40,RP-080411,0018,-,,CR on the procedure to construct the STATUS PDU,8.2.0
2008-09,RP-41,RP-080691,0019,1,,Clarification of polling,8.3.0
,RP-41,RP-080691,0020,-,,Corrections to formatting,8.3.0
,RP-41,RP-080691,0021,2,,The value of ACK_SN for partial STATUS PDU,8.3.0
,RP-41,RP-080691,0022,1,,Error cases for RLC,8.3.0
,RP-41,RP-080691,0024,-,,RLC entity re-establishment,8.3.0
,RP-41,RP-080691,0025,-,,Miscellaneous corrections to RLC specification,8.3.0
,RP-41,RP-080691,0029,-,,Clarification of the reordering timer,8.3.0
,RP-41,RP-080691,0032,-,,Clarification of Triggering Conditions for Status Reports,8.3.0
,RP-41,RP-080691,0033,-,,RLC UMD PDU formats with LI,8.3.0
,RP-41,RP-080691,0036,-,,Correction on UM Receive Operation,8.3.0
,RP-41,RP-080691,0039,-,,Correction for TM RLC entity: 6.1.2.3,8.3.0
,RP-41,RP-080691,0040,-,,Removal of MBMS channels: 6.1.2.3,8.3.0
2008-12,RP-42,RP-081019,0043,-,,Proposed CR for aligning the construction of partial Status PDUs with intended operation,8.4.0
,RP-42,RP-081019,0046,-,,Error Handling in RLC,8.4.0
,RP-42,RP-081019,0047,-,,Miscellaneous corrections to 36.322,8.4.0
,RP-42,RP-081019,0048,-,,Correction to Segment Offset fields,8.4.0
,RP-42,RP-081019,0049,-,,Correction to the description of the delivery of RLC SDU,8.4.0
,RP-42,RP-081019,0050,-,,Minor issues on RLC,8.4.0
,RP-42,RP-081019,0054,-,,The setting of VR(X),8.4.0
,RP-42,RP-081019,0055,-,,Adding RLC TM operation,8.4.0
,RP-42,RP-081019,0056,-,,Removing a redundant text on VT(A) setting,8.4.0
,RP-42,RP-081019,0057,-,,Counting RLC Retransmissions,8.4.0
2009-03,RP-43,RP-090129,0058,-,,CR to 36.322 on RRC Parameters,8.5.0
,RP-43,RP-090129,0059,-,,Local NACKing in UE,8.5.0
,RP-43,RP-090129,0060,-,,Supporting RLC SDU larger than 2047 octets,8.5.0
,RP-43,RP-090129,0061,-,,CR on the in sequence delivery function for UM,8.5.0
,RP-43,RP-090129,0062,-,,Correction to Delivery of PDU,8.5.0
,RP-43,RP-090129,0063,1,,"Issues with SO, SOstart, and SOend fields",8.5.0
,RP-43,RP-090129,0064,-,,Miscellaneous corrections to RLC specification,8.5.0
,RP-43,RP-090129,0065,-,,Correction to status reporting triggering condition,8.5.0
,RP-43,RP-090129,0066,-,,Alignment of one condition on setting the poll bit,8.5.0
,RP-43,RP-090129,0067,1,,Proposed CR to 36.322 on Clarification on Polling procedure,8.5.0
,RP-43,RP-090129,0068,1,,Every Poll_PDU PDUs and Every Poll_Byte bytes triggers,8.5.0
,RP-43,RP-090129,0069,-,,UE behaviour when T_poll_retransmit expires,8.5.0
,RP-43,RP-090129,0076,-,,Definition of RETX_COUNT missing,8.5.0
2009-06,RP-44,RP-090514,0080,-,,Reset of T_poll_retransmission,8.6.0
,RP-44,RP-090514,0081,-,,RLC functions,8.6.0
,RP-44,RP-090514,0082,1,,Correction to handling of reserved field,8.6.0
,RP-44,RP-090514,0083,-,,Correction to condition for stopping t-Reordering in AM mode,8.6.0
2009-09,RP-45,RP-090906,0084,-,,Possible misinterpretation on incrementing RETX_COUNT,8.7.0
2009-12,RP-46,RP-091341,0087,-,,Capturing MBMS agreements in RLC,9.0.0
2010-03,RP-47,RP-100305,0089,-,,Correction to RLC entity,9.1.0
2010-06,RP-48,RP-100536,0091,1,,Correction of RLC VR(H) update,9.2.0
2010-09,RP-49,RP-100851,0092,1,,Miscellaneous corrections to RLC,9.3.0
2010-12,RP-50,-,-,-,,Upgrade to Release 10 - no technical change,10.0.0
2012-09,RP-57,-,-,-,,Upgrade to Release 11 - no technical change,11.0.0
2014-06,RP-64,RP-140892,0099,1,,Extended RLC LI field,12.0.0
2014-09,RP-65,RP-141511,0101,-,,Corrections to configuration of extended RLC LI field,12.1.0
2014-12,RP-66,-,-,-,,MCC editorial update,12.1.1
2015-03,RP-67,RP-150376,0105,1,,RLC concatenation for extended LI field,12.2.0
,RP-67,RP-150374,0107,-,,Introduction of ProSe Direct Communication,12.2.0
2015-09,RP-69,RP-151441,0108,-,,Corrections for STCH in 36.322,12.3.0
2015-12,RP-70,RP-152071,0114,-,,Introduction of extended RLC protocol formats for CA enhancement,13.0.0
,RP-70,RP-152080,0115,-,,Introduction of SC-PTM in RLC,13.0.0
2016-03,RP-71,RP-160470,0116,1,,Clarification on Polling for last data,13.1.0
2016-06,RP-72,RP-161078,0120,1,,Addition of sidelink in the overview model,13.2.0
,RP-72,RP-161081,0121,2,,Introduction of NB-IoT,13.2.0
2017-03,RP-75,RP-170655,0126,-,F,Correction on channel bandwidth definition for NB-IoT,13.3.0
,RP-75,RP-170637,0125,2,B,Introducing Rel-14 NB-IoT enhancements into RLC,14.0.0
2017-09,RP-77,RP-171914,0127,2,C,Packet Reordering for Sidelink,14.1.0
,RP-77,RP-171920,0129,1,A,Corrections on logical channel for Rel-13 MTC,14.1.0
,RP-77,RP-171915,0130,-,F,Corrections to RLC for re-establishment for NB-IoT using control plane,14.1.0
2017-12,RP-78,RP-172614,0132,1,B,EN-DC impacts to LTE RLC,15.0.0
2018-04,,,,,,Added 5G logo to the cover page,15.0.1
2018-07,RP-80,RP-181252,0133,1,B,Introduction of further NB-IoT enhancements in 36.322,15.1.0
,RP-80,RP-181247,0138,1,B,Introduction of Ultra Reliable Low Latency Communication for LTE,15.1.0
2019-06,RP-84,RP-191382,0141,2,F,Correction on SN size for RLC AM,15.2.0
2019-09,RP-85,RP-192198,0142,-,F,Normative Annex of CRs Containing Early Implementable Features and Corrections,15.3.0
2020-07,RP-88,RP-201168,0145,2,F,Clarification on RLC UM SN size for NB-IoT,15.4.0
2020-07,RP-88,,,,,Upgraded to Rel-16,16.0.0
2022-03,RP-95,,,,,"Upgraded to Rel-17, no technical change",17.0.0
2024-03,RP-103,,,,,"Upgraded to Rel-18, no technical change",18.0.0
2025-09,RP-109,,,,,"Upgraded to Rel-19, no technical change",19.0.0
