Change history,,,,,,,
Date,TSG #,TSG Doc.,CR,Rev,Cat,Subject/Comment,New version
,RP-43,RP-090128,0265,-,,Bucket Parameter Update,8.5.0
,RP-43,RP-090128,0266,2,,Correction to Handling of triggered PHR,8.5.0
,RP-43,RP-090128,0267,-,,SPS resource release on D-SR failure,8.5.0
,RP-43,RP-090128,0269,2,,NDI handling when measurement gap and SPS occassion collide,8.5.0
,RP-43,RP-090128,0270,-,,Correction relating to PDCCH order,8.5.0
,RP-43,RP-090128,0271,-,,Error Handling,8.5.0
,RP-43,RP-090128,0272,-,,Various clarifications/corrections to TS36.321,8.5.0
,RP-43,RP-090128,0273,1,,"Disassembly, Demultiplexing and Multiplexing functions",8.5.0
,RP-43,RP-090128,0274,1,,Miscellaneous corrections to MAC,8.5.0
,RP-43,RP-090128,0275,2,,CR on Interactions between Msg3 transmission and TTI bundling,8.5.0
,RP-43,RP-090128,0276,-,,TTI Bundling,8.5.0
,RP-43,RP-090128,0278,1,,Correction to BSR trigger at serving cell change,8.5.0
,RP-43,RP-090128,0279,1,,Correction to Release of SPS,8.5.0
,RP-43,RP-090128,0280,2,,Usage of RRC Parameters,8.5.0
,RP-43,RP-090128,0281,-,,Clarification of MAC Timer status,8.5.0
,RP-43,RP-090128,0282,1,,Correction on MAC PDU subheader description,8.5.0
,RP-43,RP-090128,0283,1,,UE behaviour at CURRENT_TX_NB reaches maximum value,8.5.0
,RP-43,RP-090128,0285,-,,Reporting During DRX,8.5.0
,RP-43,RP-090128,0289,-,,NDI handling after random access procedure,8.5.0
,RP-43,RP-090128,0290,1,,Dedicated preamble handling after random access failure,8.5.0
,RP-43,RP-090128,0292,-,,NDI and grant in Message 2,8.5.0
,RP-43,RP-090128,0293,1,,Correction relating to BCCH HARQ,8.5.0
,RP-43,RP-090128,0300,1,,Corrections to Msg3 definition and usage,8.5.0
,RP-43,RP-090128,0303,-,,PRACH selection must use prach-ConfigurationIndex,8.5.0
,RP-43,RP-090128,0305,-,,Clarification on RETX_BSR_TIMER,8.5.0
,RP-43,RP-090128,0307,3,,MAC Structure in UE Side,8.5.0
,RP-43,RP-090128,0308,-,,Clarification on Random Access Procedure,8.5.0
,RP-43,RP-090128,0314,-,,Clarification on the CR timer,8.5.0
,RP-43,RP-090128,0316,-,,Correction on BSR,8.5.0
,RP-43,RP-090128,0318,1,,Clarification on MAC reconfiguration of timers and counters,8.5.0
,RP-43,RP-090128,0320,-,,"HARQ feedback, CQI/PMI/RI and SRS transmissions and measurement gaps",8.5.0
,RP-43,RP-090128,0324,-,,MAC PDU subheader corresponding to padding,8.5.0
,RP-43,RP-090128,0333,-,,CR On Backoff table,8.5.0
,RP-43,RP-090128,0334,3,,TTI Bundling Operation,8.5.0
,RP-43,RP-090128,0341,1,,Enforcing new transmission after flushing HARQ process,8.5.0
2009-06,RP-44,RP-090513,0342,-,,Correction on HARQ feedback transmission,8.6.0
,RP-44,RP-090513,0343,1,,Clarification on the DL assignment/UL grant reception in SPS,8.6.0
,RP-44,RP-090513,0344,1,,PHR timer handling after handover,8.6.0
,RP-44,RP-090513,0346,2,,MAC PDU for Msg2,8.6.0
,RP-44,RP-090513,0347,2,,MAC Error handling,8.6.0
,RP-44,RP-090513,0348,-,,Correction on SR cancellation,8.6.0
,RP-44,RP-090513,0349,1,,Correction to RETX_BSR_TIMER,8.6.0
,RP-44,RP-090513,0350,1,,CR to 36.321 on UL SPS Implicit Release,8.6.0
,RP-44,RP-090513,0351,2,,Various correction to MAC,8.6.0
,RP-44,RP-090513,0369,-,,Correction to Uplink grant by temporary C-RNTI,8.6.0
,RP-44,RP-090513,0370,-,,Clarification on simultaneous reception of RA-RNTI and C-RNTI,8.6.0
,RP-44,RP-090513,0374,-,,Correction on timeAlignmentTimer validity in MAC,8.6.0
,RP-44,RP-090513,0376,1,,CR for MAC padding,8.6.0
,RP-44,RP-090513,0377,-,,Correction to duplicate reception of TA command (2nd method),8.6.0
2009-09,RP-45,RP-090906,0379,-,,Correction to NDI semantics,8.7.0
,RP-45,RP-090906,0380,1,,Minor corrections to 36.321,8.7.0
,RP-45,RP-090906,0381,2,,UE behaviour when MBSFN subframe and a configured downlink assignment collide,8.7.0
,RP-45,RP-090906,0399,-,,Correction to HARQ process ID for DL SPS retransmissions,8.7.0
2009-09,RP-45,RP-090934,0390,3,,Improvement of cancellation of SR,9.0.0
,RP-45,RP-090934,0396,-,,Periodic CQI/PMI/RI masking,9.0.0
2009-12,RP-46,RP-091341,0401,2,,Capturing MBMS agreements in MAC,9.1.0
,RP-46,RP-091314,0403,2,,Clarification on BSR trigger,9.1.0
,RP-46,RP-091346,0404,-,,Correction on HARQ Process ID for DL SPS and DRX,9.1.0
,RP-46,RP-091314,0406,-,,RNTI for CCCH,9.1.0
,RP-46,RP-091346,0407,1,,SR prohibit mechanism for UL SPS,9.1.0
,RP-46,RP-091346,0409,-,,Clarification on monitoring of PDCCH,9.1.0
,RP-46,RP-091346,0410,-,,Introduction of SR prohibit timer,9.1.0
2010-03,RP-47,RP-100305,0414,-,,Correction to MBMS scheduling terminology,9.2.0
,RP-47,RP-100305,0415,-,,Corrections to TS 36.321 on MBMS,9.2.0
,RP-47,RP-100305,0421,1,,Error handling for MBMS PDU,9.2.0
,RP-47,RP-100308,0422,-,,Renaming CR as consequence of ASN.1 review,9.2.0
2010-06,RP-48,RP-100536,0424,-,,Clarification on UE behaviour w.r.t DRX cycle change and onDurationTimer test (Procedural change),9.3.0
,RP-48,RP-100554,0425,1,,Correction to MBMS description,9.3.0
,RP-48,RP-100556,0426,-,,Correction to PHR triggering,9.3.0
,RP-48,RP-100536,0430,-,,Processing of contention resolution message,9.3.0
2010-12,RP-50,RP-101226,0436,2,,Introduction of Carrier Aggregation,10.0.0
,RP-50,RP-101228,0437,1,,Introduction of relays in MAC,10.0.0
,RP-50,RP-101225,0447,-,,HARQ operation for UL multiple antenna transmission,10.0.0
2011-03,RP-51,RP-110280,0449,-,,PHR Trigger for Power Reduction Due to Power Management,10.1.0
,RP-51,RP-110289,0450,1,,Power Headroom Reporting,10.1.0
,RP-51,RP-110289,0451,-,,Cancellation of BSR,10.1.0
,RP-51,RP-110289,0453,1,,Counterproposal to Corrections to the Carrier Aggregation functionality in MAC,10.1.0
,RP-51,RP-110280,0454,-,,Adding a Power Management indication in PHR,10.1.0
,RP-51,RP-110289,0457,2,,CR on SCell Activation,10.1.0
,RP-51,RP-110289,0461,2,,Unification of Extended PHR MAC CE formats,10.1.0
,RP-51,RP-110289,0465,1,,Clarification for CA and TTI bundling in MAC,10.1.0
2011-06,RP-52,RP-110846,0466,-,,CQI reporting and deactivation timer,10.2.0
,RP-52,RP-110846,0467,2,,Miscellaneous Corrections,10.2.0
,RP-52,RP-110846,0468,-,,"Pcmax,c reporting for type 2 PH",10.2.0
,RP-52,RP-110848,0469,-,,Type-1-triggered SRS transmission independent of DRX,10.2.0
,RP-52,RP-110839,0470,-,,UL transmissions when the timeAlignmentTimer is not running,10.2.0
,RP-52,RP-110846,0478,1,,Clarifications to Ci field in MAC CE on CA,10.2.0
,RP-52,RP-110846,0488,-,,Clarification of padding BSR behaviour,10.2.0
,RP-52,RP-110834,0489,-,,SPS reception in MBSFN subframes,10.2.0
,RP-52,RP-110839,0490,-,,Power management related PHR triggering condition,10.2.0
,RP-52,RP-110839,0491,-,,Clarifications on PHR Power Management trigger,10.2.0
2011-09,RP-53,RP-111280,0494,1,,Clarifications on MCH reception and Stop MTCH,10.3.0
,RP-53,RP-111283,0496,-,,Configuration of extenededBSR-sizes,10.3.0
,RP-53,RP-111297,0502,-,,CR to 36.321 on Small correction of PHR parameter,10.3.0
,RP-53,RP-111283,0503,1,,"Corrections to PCMAX,c field in Extended PHR",10.3.0
2011-12,RP-54,RP-111714,0516,1,,UE soft buffer handling in MAC,10.4.0
,RP-54,RP-111716,0523,-,,Correction on determining SPS occasions,10.4.0
,RP-54,RP-111605,0526,1,,CSI/SRS reporting at DRX state transitions,10.4.0
,RP-54,RP-111606,0527,-,,CSI/SRS reporting at unexpected Active Time stopping,10.4.0
2012-03,RP-55,RP-120321,0539,-,,Correction to multiplexing and assembly,10.5.0
2012-09,RP-57,RP-121395,0559,-,,P bit in Extended PHR MAC CE,10.6.0
,RP-57,RP-121395,0577,1,,Deadlock of PHR transmission,10.6.0
,RP-57,RP-121382,0558,-,,Clarification on Measurement Gap,11.0.0
,RP-57,RP-121377,0572,1,,Introduction of CA Enhancements in MAC,11.0.0
,RP-57,RP-121382,0581,-,,Clarification of TA value maintenance at TA timer expiry,11.0.0
2012-12,RP-58,RP-121936,0583,-,,Clarification on DRX for Relay,11.1.0
,RP-58,RP-121936,0585,-,,Clarification on V field in Extended PHR MAC CE,11.1.0
,RP-58,RP-121951,0586,1,,Clarification related to CA enhancement in MAC,11.1.0
,RP-58,RP-121957,0588,-,,Clarification of the Note in 5.2,11.1.0
,RP-58,RP-121951,0590,-,,TAG Acronym,11.1.0
,RP-58,RP-121951,0594,-,,Corrections for CA-enhancement in MAC,11.1.0
,RP-58,RP-121956,0599,-,,CR on MAC layer support of ePDCCH,11.1.0
,RP-58,RP-121957,0624,2,,CR to 36.321 on Annex for DRX Timers,11.1.0
2013-03,RP-59,RP-130248,0629,2,,Removing optionality on CSI/SRS transmission during transient state,11.2.0
,RP-59,RP-130245,0630,-,,Clarification on the PDCCH-subframe for half-duplex TDD UE,11.2.0
,RP-59,RP-130248,0649,-,,Draft CR to 36 321 for Clarification of PDCCH-subframe definition in Rel-11,11.2.0
,RP-59,RP-130241,0659,-,,Correction for TM10 unicast support in MBSFN subframes,11.2.0
,RP-59,RP-130291,0661,-,,Clarification of DRX timers for TDD,11.2.0
2013-06,RP-60,RP-130805,0663,2,,HARQ RTT Timer,11.3.0
,RP-60,RP-130808,0664,-,,Clarification on the PDCCH-subframe definition for TDD UE,11.3.0
,RP-60,RP-130809,0665,-,,Correction to the definition of drxRetransmissionTimer,11.3.0
,RP-60,RP-130809,0667,-,,Further issues on removing optionality of CSI/SRS transmission during transient state,11.3.0
,RP-60,RP-130804,0670,-,,Rel-11 CR on SCell activation timing,11.3.0
2013-12,RP-62,RP-131989,0687,-,,Clarification on the HARQ feedback for SCell activation/deactivation command MAC CE,11.4.0
,RP-62,RP-132002,0690,-,,Clarification on Power Headroom MAC CE,12.0.0
2014-03,RP-63,RP-140355,0709,-,,BCCH reception for MBMS on any configured or configurable SCell,12.1.0
,RP-63,RP-140362,0705,1,,Long DRX Command MAC Control Element,12.1.0
2014-06,RP-64,RP-140888,0714,-,,Alternative 1: Introduction of FDD/TDD CA into 36.321,12.2.0
,RP-64,RP-140884,0713,1,,Introduction of TDD eITMA,12.2.0
,RP-64,-,-,-,,Editorial updates,12.2.1
2014-09,RP-65,RP-141506,0732,1,,Introduction of low complexity UEs in TS 36.321,12.3.0
2014-12,RP-66,RP-142129,0739,-,,Category 0 report in Msg3,12.4.0
,RP-66,RP-142140,0749,-,,Correction on DRX Operation,12.4.0
,RP-66,RP-142140,0748,-,,Prohibit timer for SR,12.4.0
,RP-66,RP-142135,0740,1,,Introduction of dual connectivity in MAC,12.4.0
2015-03,RP-67,RP-150373,0751,-,,Clarification on the Logical channel prioritization in DC,12.5.0
,RP-67,RP-150375,0762,1,,Introduction of MBMS congestion management for Public Safety Group Call,12.5.0
,RP-67,RP-150374,0755,1,,Introduction of ProSe in MAC,12.5.0
,RP-67,RP-150371,0763,2,,Uplink transmission time difference,12.5.0
2015-06,RP-68,RP-150921,0764,-,,SL-DCH transmission for autonomous resource allocation mode,12.6.0
,RP-68,RP-150921,0766,-,,Minor corrections for ProSe,12.6.0
,RP-68,RP-150921,0767,-,,Clarification on deactivation operation,12.6.0
,RP-68,RP-150916,0768,-,,Handling of erroneous PDU on MCH,12.6.0
,RP-68,RP-150921,0769,-,,Corrections on 36.321 for ProSe,12.6.0
,RP-68,RP-150921,0772,-,,Correction to the figure of MAC structure overview for sidelink,12.6.0
,RP-68,RP-150923,0782,-,,Prohibit timer for SR,12.6.0
,RP-68,RP-150921,0783,-,,Resource selection for SL-DCH,12.6.0
2015-09,RP-69,RP-151438,0799,1,,Correction on Type 2 PH reporting,12.7.0
,RP-69,RP-151441,0795,1,,Corrections for reporting and cancellation of SL BSR,12.7.0
,RP-69,RP-151441,0785,1,,Corrections to Sidelink in MAC,12.7.0
,RP-69,RP-151441,0790,1,,Miscellaneous corrections on Sidelink,12.7.0
2015-12,RP-70,RP-152055,0801,-,,Correction on transparent MAC PDU,12.8.0
,RP-70,RP-152053,0802,-,,Correction on MAC header for SL-SCH,12.8.0
,RP-70,RP-152053,0805,-,,Corrections for sidelink in TS 36.321,12.8.0
2015-12,RP-70,RP-152071,0811,2,,Introduction of Carrier Aggregation enhancements beyond 5 CCs,13.0.0
,RP-70,RP-152072,0806,2,,Introduction of eD2D,13.0.0
,RP-70,RP-152078,0821,2,,Introduction of LAA in MAC,13.0.0
,RP-70,RP-152080,0815,2,,Introduction of SC-PTM in MAC,13.0.0
2016-03,RP-71,RP-160470,0825,1,,Power headroom reporting of carrier aggregation enhancement beyond 5 CCs,13.1.0
,RP-71,RP-160454,0837,1,,Corrections for sidelink,13.1.0
,RP-71,RP-160462,0844,-,,Correction to Pcmax and PH field in PHR MAC CE,13.1.0
,RP-71,RP-160453,0845,2,,Introduction of low complexity UE and enhanced coverage features,13.1.0
,RP-71,RP-160467,0852,-,,Maximum UL Transmission timing difference in dual connectivity,13.1.0
,RP-71,RP-160470,0853,1,,Corrections on SC-PTM MAC specification,13.1.0
2016-06,RP-72,RP-161080,0854,-,,Corrections to MTCe in TS 36.321,13.2.0
,RP-72,RP-161080,0855,1,,Corrections to Logical Channel Prioritisation,13.2.0
,RP-72,RP-161080,0856,-,,Correction to MAC procedures for MTC,13.2.0
,RP-72,RP-161080,0857,3,,Functional extension for U-plane C-IoT optimisation,13.2.0
,RP-72,RP-161080,0858,2,,Corrections for sidelink logical channel prioritization,13.2.0
,RP-72,RP-161080,0859,-,,HARQ RTT Timers in eMTC,13.2.0
,RP-72,RP-161080,0860,-,,Asynchronous UL HARQ protocol operation,13.2.0
,RP-72,RP-161080,0861,1,,UL SPS and Sidelink discovery gap,13.2.0
,RP-72,RP-161080,0862,-,,Correction of BCCH reception for LC-MTC,13.2.0
,RP-72,RP-161080,0864,1,,Corrections on asynchronous UL HARQ operation,13.2.0
,RP-72,RP-161080,0866,-,,Clarification on PDCCH sub-frame for SC-PTM,13.2.0
,RP-72,RP-161080,0867,-,,Correction on preamble group selection and RA-RNTI value range,13.2.0
,RP-72,RP-161080,0868,1,,Correction on DL HARQ retransmission and UL transmission repetitions within a bundle,13.2.0
,RP-72,RP-161080,0869,2,,Correction on IR version for UL HARQ,13.2.0
,RP-72,RP-161080,0870,-,,Correction on HARQ process selection for UL asynchronous HARQ,13.2.0
,RP-72,RP-161080,0873,-,,Correction to eMTC message classes and logical channels,13.2.0
,RP-72,RP-161080,0875,-,,Correction on Random Access CE-level ramp-up for CE mode A UEs,13.2.0
,RP-72,RP-161080,0876,1,,Correction to random access procedure for eMTC,13.2.0
,RP-72,RP-161080,0877,2,,Minor corrections to MAC for eMTC,13.2.0
,RP-72,RP-161080,0878,-,,PRACH preamble power for eMTC,13.2.0
,RP-72,RP-161080,0879,1,,SPS support for eMTC UEs,13.2.0
,RP-72,RP-161080,0880,1,,SR prohibit timer for eMTC UEs,13.2.0
,RP-72,RP-161080,0881,-,,Starting CE level for PDCCH order and HO,13.2.0
,RP-72,RP-161080,0882,-,,Clarification on RA-RNTI determination for PRACH in TDD,13.2.0
,RP-72,RP-161081,0883,4,,Introduction of NB-IoT to 36.321,13.2.0
,RP-72,RP-161080,0884,2,,Correction on the DRX operation for UL asynchronous HARQ,13.2.0
,RP-72,RP-161080,0885,-,,Corrections on Support of CRI reporting in MAC,13.2.0
,RP-72,RP-161080,0886,-,,Correction on the intended UE behaviour for DRX Timers,13.2.0
2016-09,RP-73,RP-161752,0887,1,,Corrections to Destination Indexing,13.3.0
,RP-73,RP-161755,0888,2,,Clarification on BCCH reception for eMTC,13.3.0
,RP-73,RP-161762,0889,1,,Clarification on DRX in SC-PTM,13.3.0
,RP-73,RP-161753,0893,-,,DRX operation for LAA cells,13.3.0
,RP-73,RP-161752,0901,2,,Correction to Sidelink Discovery Gap for Transmission,13.3.0
