UL band,DL band,UL BW,SCS of UL band,UL RB Allocation,DL BW,MSD,UL/DL fc condition,UL/DL harmonic order
n77,n25,10,15,25,40,0.3,NOTE 7,UL1/DL2
n77,n26,10,15,25,5,5.4,NOTE 8,UL1/DL4
n77,n28,10,15,25,5,31,NOTE 5,UL1/DL5
n77,n28,10,15,25,30,11.4,NOTE 5,UL1/DL5
n776,n29,10,15,25,5,31,NOTE 5,UL1/DL5
n776,n29,10,15,25,10,27.8,NOTE 5,UL1/DL5
n77,n30,10,15,12,5,10.4,NOTE 2,UL2/DL3
n77,n30,10,15,12,10,7.6,NOTE 2,UL2/DL3
n77,n40,10,15,12,5,14.7,NOTE 2,UL2/DL3
n77,n40,10,15,12,100,3.6,NOTE 2,UL2/DL3
n77,n41,10,15,12,10,11.7,NOTE 2,UL2/DL3
n77,n41,10,15,12,100,3.6,NOTE 2,UL2/DL3
n776,n70,N/A,N/A,N/A,N/A,N/A,NOTE 7,UL1/DL2
n77,n85,10,15,25,5,31,NOTE 5,UL1/DL5
n77,n85,10,15,25,15,18,NOTE 5,UL1/DL5
n78,n2,10,15,25,5,6.7,NOTE 7,UL1/DL2
n78,n2,10,15,25,20,2.8,NOTE 7,UL1/DL2
n78,n3,10,15,25,5,5.7,NOTE 7,UL1/DL2
n78,n3,10,15,25,20,2.2,NOTE 7,UL1/DL2
n78,n5,10,15,25,5,5.7,NOTE 8,UL1/DL4
n78,n8,10,15,25,5,5.7,NOTE 8,UL1/DL4
n78,n12,10,15,25,5,31,NOTE 5,UL1/DL5
n78,n26,10,15,25,5,5.4,NOTE 8,UL1/DL4
n78,n28,10,15,50,5,6.1,NOTE 10,UL1/DL5near-miss
n78,n40,10,15,12,10,11.7,NOTE 2,UL2/DL3
n78,n40,10,15,12,100,3.6,NOTE 2,UL2/DL3
n78,n41,10,15,12,10,11.7,NOTE 2,UL2/DL3
n78,n41,10,15,12,100,3.6,NOTE 2,UL2/DL3
n78,n67,10,15,25,5,31,NOTE 5,UL1/DL5
n78,n67,10,15,25,10,27.8,NOTE 5,UL1/DL5
n79,n5,10,15,25,5,27.5,NOTE 5,UL1/DL5
n79,n8,10,15,25,5,25,NOTE 5,UL1/DL5
n96,n48,20,15,25,10,31,NOTE 7,UL1/DL2
n96,n48,20,15,25,100,17.5,NOTE 7,UL1/DL2
n102,n13,20,15,25,5,30,NOTE 4,UL1/DL3
n104,n41,20,15,12,10,22.0,NOTE 14,UL2/DL5
n104,n41,20,15,12,100,11.9,NOTE 14,UL2/DL5
n104,n78,20,15,25,10,29,NOTE 7,UL1/DL2
n104,n78,20,15,25,100,18.8,NOTE 7,UL1/DL2
"NOTE 1:Void.NOTE 2:The requirements should be verified for DL NR-ARFCN of the Victim (lower) band (superscript LB) such that  and  with  the UL carrier frequency and  the channel bandwidth configured in the higher band, both in MHz.NOTE 3:These requirements apply when there is at least one individual RE within the downlink transmission bandwidth of the victim (lower) band for which the 3rd harmonic is within the uplink transmission bandwidth or the uplink adjacent channel's transmission bandwidth of an aggressor (higher) band.NOTE 4: The requirements should be verified for UL NR-ARFCN of the aggressor (higher) band (superscript HB) such that  in MHz and    with  the carrier frequency in the victim (lower) band and  the channel bandwidth configured in the higher band.NOTE 5:The requirements should be verified for DL EARFCN of the victim (lower) band (superscript LB) such that  and  with  the UL carrier frequency and  the channel bandwidth configured in the higher band, both in MHz.NOTE 6:For a UE which supports this band combination only when the Band n77 frequency range restriction defined in NOTE 12 of Table 5.2-1 applies, the MSD test point(s) cannot be verified for the band combination and the test point(s) can be skipped.NOTE 7:The requirements should be verified for UL NR-ARFCN of the aggressor (higher) band (superscript HB) such that   in MHz and   with  the carrier frequency in the victim (lower) band and  the channel bandwidth configured in the higher band.NOTE 8:The requirements should be verified for UL NR-ARFCN of the aggressor (higher) band (superscript HB) such that   in MHz and   with  the carrier frequency in the victim (lower) band and  the channel bandwidth configured in the higher band.NOTE 9:The requirements should be verified for DL NR-ARFCN of the victim (higher) band (superscript HB) such that   and  with  the UL carrier frequency and  the channel bandwidth configured in the lower band, both in MHz.NOTE 10: The requirements should be verified for the lowest NR ARFCN of the affected DL (lower) band and for the highest NR ARFCN of the UL (higher) bandNOTE 11:Void.NOTE 12:The requirements should be verified for UL NR-ARFCN of the aggressor (lower) band (superscript LB) such that in MHz and  with carrier frequency in the victim (higher) band in MHz and  the channel bandwidth configured in the lower band.NOTE 13: The requirements should be verified using RBstart = floor((NRB-LCRB)/2), where floor(x) is the greatest integer less than or equal to x, and where the UL parameters NRB and LCRB are respectively, the transmission bandwidth configuration and the number of RB’s for the specified UL band channel bandwidth and the UL band subcarrier spacing.NOTE 14:The requirements should be verified for DL NR-ARFCN of the Victim (lower) band (superscript LB) such that  and  with  the UL carrier frequency and  the channel bandwidth configured in the higher band, both in MHz.NOTE 15:The requirements should be verified for the highest NR ARFCN of the affected DL (lower) band and for the lowest NR ARFCN of the UL (higher) band.fDLLB=fULHB/0.150.1FUL_lowHB+BWChannelHB/2≤fULHB≤FUL_highHB-BWChannelHB/2fULHBBWChannelHBFUL_lowHB+BWChannelHB/2≤fULHB≤FUL_highHB-BWChannelHB/2FUL_lowHB+BWChannelHB/2≤fULHB≤FUL_highHB-BWChannelHB/2fULHBBWChannelHBFUL_lowHB+BWChannelHB/2≤fULHB≤FUL_highHB-BWChannelHB/2FUL_lowHB+BWChannelHB/2≤fULHB≤FUL_highHB-BWChannelHB/2fDLHB=fULLB/0.75FUL_lowLB+BWChannelLB/2≤fULLB≤FUL_highLB-BWChannelLB/2fULLBBWChannelLBfDLLB=fULHB/0.250.1FUL_lowHB+BWChannelHB/2≤fULHB≤FUL_highHB-BWChannelHB/2fULHBBWChannelHB",,,,,,,,
