NR Band,SCS (kHz),UE Channel bandwidth (MHz),,,,,,,,,,,,,,,,
,60,,,,105,,20,,,,40,,,60,,80,,1004
n4710,15,,,,10,,20,,30,,40,,,,,,,
,30,,,,10,,20,,30,,40,,,,,,,
,60,,,,10,,20,,30,,40,,,,,,,
n48,15,,55,,10,15,20,,30,,40,,5012,,,,,
,30,,,,10,15,20,,30,,40,,5012,6012,7012,8012,9012,10012
,60,,,,10,15,20,,30,,40,,5012,6012,7012,8012,9012,10012
n50,15,,55,,10,15,20,,30,,40,,50,,,,,
,30,,,,10,15,20,,30,,40,,50,60,,803,,
,60,,,,10,15,20,,30,,40,,50,60,,803,,
n51,15,,5,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n53,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,10,,,,,,,,,,,,,
n54,15,,5,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n65,15,,5,,10,15,20,,,,,,50,,,,,
,30,,,,10,15,20,,,,,,50,,,,,
,60,,,,10,15,20,,,,,,50,,,,,
n66,15,,5,,10,15,20,25,30,35,40,45,,,,,,
,30,,,,10,15,20,25,30,35,40,45,,,,,,
,60,,,,10,15,20,25,30,35,40,45,,,,,,
n67,15,,5,,10,15,20,,,,,,,,,,,
,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n68,15,,5,,10,1513,,,,,,,,,,,,
,30,,,,10,1513,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n70,15,,5,,10,15,203,253,,,,,,,,,,
,30,,,,10,15,203,253,,,,,,,,,,
,60,,,,10,15,203,253,,,,,,,,,,
n71,15,,5,,10,15,20,25,3012,3512,,,,,,,,
,30,,,,10,15,20,25,3012,3512,,,,,,,,
n72,15,34,5,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n74,15,,5,,10,15,20,,,,,,,,,,,
,30,,,,10,15,20,,,,,,,,,,,
,60,,,,10,15,20,,,,,,,,,,,
n75,15,,5,,10,15,20,25,30,,40,,50,,,,,
,30,,,,10,15,20,25,30,,40,,50,,,,,
,60,,,,10,15,20,25,30,,40,,50,,,,,
n76,15,,5,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n77,15,,,,10,15,20,25,30,,40,,50,,,,,
,30,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,60,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
n78,15,,,,10,15,20,25,30,,40,,50,,,,,
,30,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,60,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
n7910,15,,,,10,,20,,30,,40,,50,,,,,
,30,,,,10,,20,,30,,40,,50,60,704,80,90,100
,60,,,,10,,20,,30,,40,,50,60,704,80,90,100
n80,15,,5,,10,15,20,25,30,35,40,45,50,,,,,
,30,,,,10,15,20,25,30,35,40,45,50,,,,,
,60,,,,10,15,20,25,30,35,40,45,50,,,,,
n81,15,,5,,10,15,20,,,,,,,,,,,
,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n82,15,,5,,10,15,20,,,,,,,,,,,
,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n83,15,,5,,10,15,207,257,307,,,,,,,,,
,30,,,,10,15,207,257,307,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n84,15,,5,,10,15,20,25,30,,40,45,50,,,,,
,30,,,,10,15,20,25,30,,40,45,50,,,,,
,60,,,,10,15,20,25,30,,40,45,50,,,,,
n85,15,34,5,,10,15,,,,,,,,,,,,
,30,,,,10,15,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n86,15,,5,,10,15,20,,,,40,,,,,,,
,30,,,,10,15,20,,,,40,,,,,,,
,60,,,,10,15,20,,,,40,,,,,,,
n87,15,3,5,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n88,15,3,5,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n89,15,,5,,10,15,20,,,,,,,,,,,
,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n90,15,,54,,10,15,20,25,30,35,40,45,50,,,,,
,30,,,,10,15,20,25,30,35,40,45,50,60,70,80,90,100
,60,,,,10,15,20,25,30,35,40,45,50,60,70,80,90,100
n91,15,,5,,108,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n92,15,,5,,10,15,20,,,,,,,,,,,
,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n93,15,,5,,108,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n94,15,,5,,10,15,20,,,,,,,,,,,
,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n95,15,,5,,10,15,,,,,,,,,,,,
,30,,,,10,15,,,,,,,,,,,,
,60,,,,10,15,,,,,,,,,,,,
n96,15,,,,,,20,,,,40,,,,,,,
,30,,,,,,20,,,,40,,,60,,80,,1004
,60,,,,,,20,,,,40,,,60,,80,,1004
n97,15,,5,,10,15,20,25,30,,40,,50,,,,,
,30,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,60,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
n98,15,,5,,10,15,20,25,30,35,40,,,,,,,
,30,,,,10,15,20,25,30,35,40,,,,,,,
,60,,,,10,15,20,25,30,35,40,,,,,,,
n99,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,10,,,,,,,,,,,,,
n100,15,34,5,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n101,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n102,15,,,,,,20,,,,40,,,,,,,
,30,,,,,,20,,,,40,,,60,,80,,1004
,60,,,,,,20,,,,40,,,60,,80,,1004
n104,15,,,,,,20,,30,,40,,50,,,,,
,30,,,,,,20,,30,,40,,50,60,70,80,90,100
,60,,,,,,20,,30,,40,,50,60,70,80,90,100
n105,15,,5,,10,15,20,253,303,353,,,,,,,,
,30,,,,10,15,20,253,303,353,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n106,15,3,,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n109,15,,5,,10,15,20,25,30,,403,,503,,,,,
,30,,,,10,15,20,25,30,,403,,503,,,,,
,60,,,,,,,,,,,,,,,,,
n110,15,3,,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
"NOTE 1:Void.NOTE 2:Void.NOTE 3:This UE channel bandwidth is applicable only to downlink.NOTE 4:This UE channel bandwidth is optional in this release of the specification.NOTE 5:For this bandwidth, the minimum requirements are restricted to operation when carrier is configured as an SCell part of DC or CA configuration.NOTE 6:Void.NOTE 7:For UEs supporting up to 30 MHz channel bandwidth, the minimum requirements are specified for any NR UL channel bandwidth confined to 703-733 MHz or 718-748 MHz. For UEs supporting 40 MHz channel bandwidth, the minimum requirements are specified for any NR UL channel bandwidth confined to 703-743.04 MHz or 718-748MHz.NOTE 8:This UE channel bandwidth is applicable only to uplink.NOTE 9:Void.NOTE 10:For this band, UE channel bandwidths which are applicable to sidelink operation are specified in Table 5.3E.1-1.NOTE 11:Not all frequency positions of 5 MHz carriers are possible due limitations of the SSB position relative to the 5 MHz channels. 5 MHz channels with Fc such that 2499+N*1.2 ≤Fc<2499.3+N*1.2MHz for 0≤N<157 are not compatible with SSB positions and cannot be used for 5 MHz n41.NOTE 12:This UE channel Bandwidth is optional for uplink in this release of the specification.NOTE 13:For the 15 MHz bandwidth, the minimum requirements are specified for NR UL carrier frequencies confined to either 705.5 MHz or 710.5-720.5 MHz.",,,,,,,,,,,,,,,,,,
