,,"NR_FDD_FR1_B, NR_TDD_FR1_B",,,,,,-82.78,-85.33
,,"NR_FDD_FR1_C, NR_TDD_FR1_C",,,,,,-82.28,-84.83
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,,,-81.78,-84.33
,,NR_FDD_FR1_ENR_TDD_FR1_E,,,,,,-81.28,-83.83
,,"NR_FDD_FR1_G, NR_TDD_FR1_G",,,,,,-80.28,-82.83
,,NR_FDD_FR1_H,,,,,,-79.78,-82.33
,,NR_FDD_FR1_N,,,,,,-76.78,-79.33
,"Config 3,6",NR_FDD_FR1_ANR_TDD_FR1_ANR_SDL_FR1_A,dBm/38.16 MHz,-50,-50,-76.73,-76.73,-77.19,-79.73
,,"NR_FDD_FR1_B, NR_TDD_FR1_B",,,,,,-76.69,-79.23
,,"NR_FDD_FR1_C, NR_TDD_FR1_C",,,,,,-76.19,-78.73
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,,,-75.69,-78.23
,,NR_FDD_FR1_ENR_TDD_FR1_E,,,,,,-75.19,-77.73
,,"NR_FDD_FR1_G, NR_TDD_FR1_G",,,,,,-74.19,-76.73
,,NR_FDD_FR1_H,,,,,,-73.69,-76.53
,,NR_FDD_FR1_N,,,,,,-70.69,-73.53
Propagation condition,,,,AWGN,AWGN,AWGN,AWGN,AWGN,AWGN
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:CSI-RSRQ, CSI-RSRP, and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:CSI-RSRQ, CSI-RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 5:NR operating band groups are as defined in clause 3.5.2.",,,,,,,,,
